No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
NOLSM32520712,3,Etching,488.0,1416.0,3662.0,5713.0,71.218,51.69,1.116,4,36,2025-04-06
NOLSM32520713,1,Etching,515.0,1494.0,3690.0,5694.0,71.192,51.108,1.017,4,37,2025-04-06
NOLSM32520714,2,Etching,261.0,1300.0,3646.0,5723.0,71.339,50.633,1.082,4,38,2025-04-06
NOLSM32520715,3,Etching,308.0,1615.0,3665.0,5719.0,71.057,50.593,1.063,4,39,2025-04-06
NOLSM32520716,1,Etching,181.0,1296.0,3635.0,5712.0,71.203,50.872,1.108,4,40,2025-04-06
NOLSM32520717,2,Etching,388.0,1488.0,3675.0,5727.0,71.137,51.663,0.977,4,41,2025-04-06
NOLSM32520718,3,Etching,242.0,1469.0,3684.0,5716.0,71.396,51.016,1.128,4,42,2025-04-06
NOLSM32520719,1,Etching,382.0,1495.0,3663.0,5727.0,71.195,50.493,1.028,4,43,2025-04-06
NOLSM32520720,2,Etching,285.0,1507.0,3630.0,5718.0,71.19,50.652,1.13,4,44,2025-04-06
NOLSM32520721,3,Etching,334.0,1295.0,3686.0,5688.0,72.656,51.21,1.085,4,45,2025-04-06
NOLSM32520722,1,Etching,357.0,1411.0,3668.0,5720.0,72.34,50.839,1.101,4,46,2025-04-06
NOLSM32520723,2,Etching,405.0,1584.0,3660.0,5732.0,70.864,50.17,0.999,4,47,2025-04-06
NOLSM32520724,3,Etching,373.0,1385.0,3632.0,5744.0,68.735,51.032,1.023,4,48,2025-04-06
NOLSM32520725,1,Etching,389.0,1373.0,3648.0,5707.0,68.308,51.241,0.99,4,49,2025-04-06
NOLSM32520726,2,Etching,301.0,1434.0,3681.0,5723.0,70.933,51.27,1.011,4,50,2025-04-06
NOLSM32520727,3,Etching,361.0,1532.0,3673.0,5701.0,70.898,51.115,1.079,4,51,2025-04-06
NOLSM32520728,1,Etching,254.0,1412.0,3655.0,5748.0,70.056,50.328,0.906,4,52,2025-04-06
NOLSM32520729,2,Etching,331.0,1494.0,3666.0,5729.0,70.293,51.972,1.058,4,53,2025-04-06
NOLSM32520730,3,Etching,413.0,1519.0,3657.0,5733.0,71.402,51.91,0.87,4,54,2025-04-06
NOLSM32520731,1,Etching,367.0,1441.0,3652.0,5695.0,70.76,52.239,1.057,24,28,2025-04-06
NOLSM32520732,2,Etching,228.0,1441.0,3637.0,5711.0,70.773,51.562,1.006,24,29,2025-04-06
NOLSM32520733,3,Etching,188.0,1402.0,3635.0,5692.0,70.997,51.733,1.267,24,30,2025-04-06
NOLSM32520734,1,Etching,185.0,1361.0,3635.0,5728.0,70.656,51.634,0.884,24,31,2025-04-06
NOLSM32520735,2,Etching,136.0,1406.0,3637.0,5729.0,70.911,51.868,0.987,24,32,2025-04-06
NOLSM32520736,3,Etching,114.0,1430.0,3634.0,5686.0,70.748,51.854,1.111,24,33,2025-04-06
NOLSM32520737,1,Etching,168.0,1304.0,3636.0,5709.0,70.979,51.769,1.221,24,34,2025-04-06
NOLSM32520738,2,Etching,189.0,1371.0,3640.0,5721.0,71.491,52.564,1.025,24,35,2025-04-06
NOLSM32520739,3,Etching,153.0,1411.0,3642.0,5726.0,71.075,52.555,1.008,24,36,2025-04-06
NOLSM32520740,1,Etching,294.0,1462.0,3646.0,5689.0,71.183,52.082,0.916,24,37,2025-04-06
NOLSM32520741,2,Etching,385.0,1471.0,3652.0,5705.0,71.125,52.188,1.194,24,38,2025-04-06
NOLSM32520742,3,Etching,203.0,1421.0,3640.0,5705.0,71.226,52.379,0.971,24,39,2025-04-06
NOLSM32520743,1,Etching,133.0,1407.0,3637.0,5681.0,70.828,51.868,1.134,24,40,2025-04-06
NOLSM32520744,2,Etching,142.0,1493.0,3638.0,5707.0,71.072,52.034,0.991,24,41,2025-04-06
NOLSM32520745,3,Etching,342.0,1464.0,3647.0,5691.0,71.073,51.946,1.11,24,42,2025-04-06
NOLSM32520746,1,Etching,228.0,1340.0,3638.0,5707.0,70.763,51.807,1.099,24,43,2025-04-06
NOLSM32520747,2,Etching,268.0,1392.0,3642.0,5687.0,71.131,51.674,1.063,24,44,2025-04-06
NOLSM32520748,3,Etching,225.0,1383.0,3643.0,5691.0,71.247,51.527,1.009,24,45,2025-04-06
NOLSM32520749,1,Etching,137.0,1472.0,3636.0,5704.0,70.96,51.78,1.18,24,46,2025-04-06
NOLSM32520750,2,Etching,175.0,1450.0,3641.0,5684.0,71.097,51.592,1.013,24,47,2025-04-06
NOLSM32520751,3,Etching,202.0,1588.0,3640.0,5712.0,70.817,51.617,0.93,24,48,2025-04-06
NOLSM32520752,1,Etching,313.0,1284.0,3638.0,5730.0,70.975,51.591,0.955,24,49,2025-04-06
NOLSM32520753,2,Etching,224.0,1339.0,3639.0,5732.0,71.188,51.91,0.787,24,50,2025-04-06
NOLSM32520754,3,Etching,333.0,1433.0,3644.0,5693.0,71.291,51.871,1.241,24,51,2025-04-06
NOLSM32520755,1,Etching,269.0,1337.0,3638.0,5728.0,71.087,51.66,1.066,24,52,2025-04-06
NOLSM32520756,2,Etching,216.0,1367.0,3645.0,5704.0,72.256,51.289,1.227,24,53,2025-04-06
NOLSM32520757,3,Etching,236.0,1421.0,3646.0,5700.0,72.265,51.292,0.97,24,54,2025-04-06
NOLSM32520758,3,Etching,340.0,1601.0,3666.0,5709.0,69.873,50.889,1.229,4,1,2025-04-06
NOLSM32520759,3,Etching,351.0,1687.0,3677.0,5732.0,72.546,50.86,1.051,4,2,2025-04-06
NOLSM32520760,2,Etching,39.0,1410.0,3625.0,5720.0,72.281,49.87,1.009,4,3,2025-04-06
NOLSM32520761,1,Etching,386.0,1413.0,3631.0,5701.0,70.897,52.064,1.006,4,4,2025-04-06
NOLSM32520762,1,Etching,298.0,1612.0,3656.0,5715.0,71.322,51.389,0.981,4,5,2025-04-06
NOLSM32520763,2,Etching,110.0,1520.0,3635.0,5716.0,70.325,51.236,1.226,4,6,2025-04-06
NOLSM32520764,3,Etching,308.0,1510.0,3675.0,5717.0,71.446,51.658,1.066,4,7,2025-04-06
NOLSM32520765,2,Etching,392.0,1456.0,3682.0,5714.0,69.965,50.861,1.079,4,8,2025-04-06
NOLSM32520766,1,Etching,488.0,1416.0,3662.0,5713.0,70.79,51.629,0.964,4,9,2025-04-06
NOLSM32520767,1,Etching,515.0,1494.0,3690.0,5694.0,71.295,51.203,1.058,4,10,2025-04-06
NOLSM32520768,2,Etching,261.0,1300.0,3646.0,5723.0,70.191,50.801,1.024,4,11,2025-04-06
NOLSM32520769,3,Etching,308.0,1615.0,3665.0,5719.0,71.747,50.638,1.093,4,12,2025-04-06
NOLSM32520770,3,Etching,181.0,1296.0,3635.0,5712.0,70.18,50.851,1.05,4,13,2025-04-06
NOLSM32520771,2,Etching,388.0,1488.0,3675.0,5727.0,71.403,51.693,1.023,4,14,2025-04-06
NOLSM32520772,1,Etching,242.0,1469.0,3684.0,5716.0,71.409,51.018,0.902,4,15,2025-04-06
NOLSM32520773,1,Etching,382.0,1495.0,3663.0,5727.0,72.537,50.651,0.958,4,16,2025-04-06
NOLSM32520774,3,Etching,285.0,1507.0,3630.0,5718.0,72.364,50.307,0.815,4,17,2025-04-06
NOLSM32520775,3,Etching,334.0,1295.0,3686.0,5688.0,72.665,50.884,1.189,4,18,2025-04-06
NOLSM32520776,2,Etching,357.0,1411.0,3668.0,5720.0,72.323,50.91,1.027,4,19,2025-04-06
NOLSM32520777,1,Etching,405.0,1584.0,3660.0,5732.0,70.852,50.135,1.146,4,20,2025-04-06
NOLSM32520778,1,Etching,373.0,1385.0,3632.0,5744.0,68.582,50.972,1.136,4,21,2025-04-06
NOLSM32520779,2,Etching,389.0,1373.0,3648.0,5707.0,68.254,51.196,1.094,4,22,2025-04-06
NOLSM32520780,3,Etching,301.0,1434.0,3681.0,5723.0,70.668,51.431,1.012,4,23,2025-04-06
NOLSM32520781,2,Etching,361.0,1532.0,3673.0,5701.0,71.16,50.977,0.939,4,24,2025-04-06
NOLSM32520782,1,Etching,254.0,1412.0,3655.0,5748.0,70.247,50.235,1.106,4,25,2025-04-06
NOLSM32520783,1,Etching,331.0,1494.0,3666.0,5729.0,70.212,51.919,1.026,4,26,2025-04-06
NOLSM32520784,2,Etching,413.0,1519.0,3657.0,5733.0,71.464,52.199,1.168,4,27,2025-04-06
NOLSM32520785,3,Etching,367.0,1475.0,3652.0,5695.0,70.812,52.305,1.02,24,1,2025-04-06
NOLSM32520786,3,Etching,228.0,1379.0,3637.0,5711.0,70.993,51.751,1.144,24,2,2025-04-06
NOLSM32520787,2,Etching,188.0,1386.0,3635.0,5692.0,70.745,51.77,0.717,24,3,2025-04-06
NOLSM32520788,1,Etching,185.0,1361.0,3635.0,5728.0,70.613,51.589,1.091,24,4,2025-04-06
NOLSM32520789,1,Etching,136.0,1406.0,3637.0,5729.0,70.655,51.741,0.962,24,5,2025-04-06
NOLSM32520790,3,Etching,114.0,1430.0,3634.0,5686.0,70.911,51.828,1.019,24,6,2025-04-06
NOLSM32520791,3,Etching,168.0,1304.0,3636.0,5709.0,70.81,51.753,1.032,24,7,2025-04-06
NOLSM32520792,1,Etching,189.0,1371.0,3640.0,5721.0,71.389,52.566,1.212,24,8,2025-04-06
NOLSM32520793,1,Etching,153.0,1411.0,3642.0,5726.0,71.288,52.346,1.119,24,9,2025-04-06
NOLSM32520794,2,Etching,294.0,1462.0,3646.0,5689.0,71.159,52.143,1.095,24,10,2025-04-06
NOLSM32520795,3,Etching,385.0,1471.0,3652.0,5705.0,71.12,52.37,1.009,24,11,2025-04-06
NOLSM32520796,3,Etching,203.0,1421.0,3640.0,5705.0,71.018,52.095,0.969,24,12,2025-04-06
NOLSM32520797,1,Etching,133.0,1407.0,3637.0,5681.0,70.967,52.121,1.135,24,13,2025-04-06
NOLSM32520798,1,Etching,142.0,1493.0,3638.0,5707.0,70.976,51.91,0.947,24,14,2025-04-06
NOLSM32520799,2,Etching,342.0,1464.0,3647.0,5691.0,71.046,51.866,1.018,24,15,2025-04-06
NOLSM32520800,3,Etching,228.0,1340.0,3638.0,5707.0,70.927,51.706,1.175,24,16,2025-04-06
NOLSM32520801,2,Etching,268.0,1392.0,3642.0,5687.0,70.746,51.69,1.1,24,17,2025-04-06
NOLSM32520802,1,Etching,225.0,1383.0,3643.0,5691.0,71.001,51.8,1.079,24,18,2025-04-06
NOLSM32520803,1,Etching,137.0,1472.0,3636.0,5704.0,71.014,51.484,1.054,24,19,2025-04-06
NOLSM32520804,3,Etching,214.0,1450.0,3641.0,5684.0,70.954,51.521,1.066,24,20,2025-04-06
NOLSM32520805,3,Etching,223.0,1588.0,3640.0,5712.0,70.93,51.459,1.057,24,21,2025-04-06
NOLSM32520806,2,Etching,222.0,1284.0,3638.0,5730.0,71.075,51.467,1.049,24,22,2025-04-06
NOLSM32520807,1,Etching,164.0,1339.0,3639.0,5732.0,71.385,52.026,1.002,24,23,2025-04-06
NOLSM32520808,1,Etching,243.0,1433.0,3644.0,5693.0,71.113,51.734,1.224,24,24,2025-04-06
NOLSM32520809,2,Etching,157.0,1337.0,3638.0,5728.0,70.987,51.645,0.941,24,25,2025-04-06
NOLSM32520810,3,Etching,136.0,1367.0,3645.0,5704.0,72.046,51.236,1.051,24,26,2025-04-06
NOLSM32520811,3,Etching,135.0,1421.0,3646.0,5700.0,72.347,51.306,0.887,24,27,2025-04-06
NOLSM32520812,1,Etching,431.0,1761.0,3654.0,5713.0,71.596,50.58,0.888,5,28,2025-03-31
NOLSM32520813,2,Etching,542.0,1508.0,3672.0,5703.0,70.342,50.099,0.903,5,29,2025-03-31
NOLSM32520814,3,Etching,139.0,1558.0,3663.0,5722.0,68.954,51.042,0.991,5,30,2025-03-31
NOLSM32520815,1,Etching,478.0,1358.0,3670.0,5704.0,69.576,51.466,0.983,5,31,2025-03-31
NOLSM32520816,2,Etching,489.0,1552.0,3662.0,5702.0,70.389,51.56,1.136,5,32,2025-03-31
NOLSM32520817,3,Etching,551.0,1507.0,3699.0,5684.0,70.841,51.137,1.039,5,33,2025-03-31
NOLSM32520818,1,Etching,315.0,1560.0,3688.0,5742.0,70.808,51.234,0.993,5,34,2025-03-31
NOLSM32520819,2,Etching,121.0,1605.0,3671.0,5717.0,69.461,52.053,1.046,5,35,2025-03-31
NOLSM32520820,3,Etching,289.0,1662.0,3672.0,5712.0,71.395,51.986,1.016,5,36,2025-03-31
NOLSM32520821,1,Etching,421.0,1464.0,3691.0,5699.0,69.739,50.947,1.047,5,37,2025-03-31
NOLSM32520822,2,Etching,580.0,1593.0,3683.0,5715.0,69.887,50.814,0.876,5,38,2025-03-31
NOLSM32520823,3,Etching,298.0,1320.0,3684.0,5704.0,71.476,51.886,1.167,5,39,2025-03-31
NOLSM32520824,1,Etching,220.0,1489.0,3602.0,5737.0,70.324,50.356,1.003,5,40,2025-03-31
NOLSM32520825,2,Etching,28.0,1376.0,3653.0,5717.0,69.289,50.918,1.047,5,41,2025-03-31
NOLSM32520826,3,Etching,278.0,1476.0,3647.0,5708.0,70.767,50.632,1.039,5,42,2025-03-31
NOLSM32520827,1,Etching,385.0,1485.0,3655.0,5734.0,71.872,50.841,1.054,5,43,2025-03-31
NOLSM32520828,2,Etching,169.0,1523.0,3664.0,5708.0,70.359,51.499,1.142,5,44,2025-03-31
NOLSM32520829,3,Etching,345.0,1433.0,3658.0,5713.0,70.303,51.406,1.102,5,45,2025-03-31
NOLSM32520830,1,Etching,181.0,1347.0,3659.0,5703.0,71.049,51.54,1.23,5,46,2025-03-31
NOLSM32520831,2,Etching,230.0,1508.0,3661.0,5706.0,70.907,51.758,0.943,5,47,2025-03-31
NOLSM32520832,3,Etching,220.0,1313.0,3662.0,5699.0,72.848,51.216,0.878,5,48,2025-03-31
NOLSM32520833,1,Etching,609.0,1525.0,3634.0,5751.0,71.189,50.673,1.011,5,49,2025-03-31
NOLSM32520834,2,Etching,307.0,1458.0,3657.0,5700.0,71.229,51.444,1.232,5,50,2025-03-31
NOLSM32520835,3,Etching,537.0,1461.0,3641.0,5692.0,71.191,50.682,1.078,5,51,2025-03-31
NOLSM32520836,1,Etching,248.0,1597.0,3636.0,5714.0,71.178,51.14,1.038,5,52,2025-03-31
NOLSM32520837,2,Etching,501.0,1521.0,3624.0,5712.0,71.56,50.947,1.058,5,53,2025-03-31
NOLSM32520838,3,Etching,302.0,1553.0,3661.0,5705.0,69.121,51.495,1.08,5,54,2025-03-31
NOLSM32520839,1,Etching,151.0,1436.0,3645.0,5729.0,71.922,51.382,1.118,25,28,2025-03-31
NOLSM32520840,2,Etching,207.0,1392.0,3650.0,5725.0,72.47,50.881,1.035,25,29,2025-03-31
NOLSM32520841,3,Etching,212.0,1517.0,3659.0,5699.0,71.933,50.822,1.12,25,30,2025-03-31
NOLSM32520842,1,Etching,218.0,1607.0,3678.0,5728.0,71.908,50.751,0.991,25,31,2025-03-31
NOLSM32520843,2,Etching,177.0,1652.0,3689.0,5714.0,72.015,50.339,0.996,25,32,2025-03-31
NOLSM32520844,3,Etching,221.0,1435.0,3659.0,5705.0,71.693,50.438,1.105,25,33,2025-03-31
NOLSM32520845,1,Etching,175.0,1643.0,3691.0,5702.0,72.189,51.49,1.152,25,34,2025-03-31
NOLSM32520846,2,Etching,642.0,1726.0,3693.0,5719.0,72.44,51.338,0.95,25,35,2025-03-31
NOLSM32520847,3,Etching,220.0,1642.0,3692.0,5721.0,72.737,51.561,0.958,25,36,2025-03-31
NOLSM32520848,1,Etching,664.0,1591.0,3691.0,5700.0,72.343,51.071,1.065,25,37,2025-03-31
NOLSM32520849,2,Etching,482.0,1611.0,3679.0,5709.0,72.371,51.242,0.971,25,38,2025-03-31
NOLSM32520850,3,Etching,459.0,1534.0,3672.0,5741.0,72.145,51.854,1.211,25,39,2025-03-31
NOLSM32520851,1,Etching,405.0,1624.0,3687.0,5744.0,72.396,51.683,1.116,25,40,2025-03-31
NOLSM32520852,2,Etching,361.0,1466.0,3677.0,5707.0,72.425,51.854,1.165,25,41,2025-03-31
NOLSM32520853,3,Etching,360.0,1734.0,3676.0,5742.0,72.516,51.75,1.072,25,42,2025-03-31
NOLSM32520854,1,Etching,512.0,1547.0,3683.0,5726.0,72.066,51.796,0.999,25,43,2025-03-31
NOLSM32520855,2,Etching,350.0,1509.0,3674.0,5750.0,72.386,51.751,1.089,25,44,2025-03-31
NOLSM32520856,3,Etching,368.0,1514.0,3671.0,5707.0,71.926,51.316,0.932,25,45,2025-03-31
NOLSM32520857,1,Etching,358.0,1512.0,3676.0,5735.0,72.043,51.517,1.152,25,46,2025-03-31
NOLSM32520858,2,Etching,351.0,1366.0,3668.0,5750.0,71.954,51.994,1.017,25,47,2025-03-31
NOLSM32520859,3,Etching,287.0,1476.0,3664.0,5710.0,72.027,51.674,1.024,25,48,2025-03-31
NOLSM32520860,1,Etching,235.0,1505.0,3666.0,5744.0,71.766,51.747,0.954,25,49,2025-03-31
NOLSM32520861,2,Etching,599.0,1647.0,3700.0,5707.0,71.794,51.843,1.031,25,50,2025-03-31
NOLSM32520862,3,Etching,133.0,1709.0,3654.0,5727.0,71.849,51.825,0.95,25,51,2025-03-31
NOLSM32520863,1,Etching,190.0,1468.0,3660.0,5712.0,71.841,52.297,1.049,25,52,2025-03-31
NOLSM32520864,2,Etching,170.0,1466.0,3659.0,5743.0,72.024,51.857,1.06,25,53,2025-03-31
NOLSM32520865,3,Etching,239.0,1390.0,3666.0,5733.0,71.924,51.985,1.05,25,54,2025-03-31
NOLSM32520866,3,Etching,431.0,1761.0,3654.0,5713.0,71.809,50.328,1.081,5,1,2025-03-31
NOLSM32520867,2,Etching,542.0,1508.0,3672.0,5703.0,70.56,50.084,0.883,5,2,2025-03-31
NOLSM32520868,1,Etching,139.0,1558.0,3663.0,5722.0,68.792,51.056,0.941,5,3,2025-03-31
NOLSM32520869,1,Etching,478.0,1358.0,3670.0,5704.0,69.671,51.377,1.099,5,4,2025-03-31
NOLSM32520870,2,Etching,489.0,1552.0,3662.0,5702.0,70.277,51.527,1.003,5,5,2025-03-31
NOLSM32520871,3,Etching,551.0,1507.0,3699.0,5684.0,70.767,51.23,1.087,5,6,2025-03-31
NOLSM32520872,3,Etching,315.0,1560.0,3688.0,5742.0,70.743,51.055,1.098,5,7,2025-03-31
NOLSM32520873,2,Etching,121.0,1605.0,3671.0,5717.0,69.4,52.08,1.11,5,8,2025-03-31
NOLSM32520874,1,Etching,289.0,1662.0,3672.0,5712.0,71.319,51.811,0.915,5,9,2025-03-31
NOLSM32520875,1,Etching,421.0,1464.0,3691.0,5699.0,69.753,50.846,0.998,5,10,2025-03-31
NOLSM32520876,2,Etching,580.0,1593.0,3683.0,5715.0,69.894,51.138,0.889,5,11,2025-03-31
NOLSM32520877,3,Etching,298.0,1320.0,3684.0,5704.0,71.666,52.1,0.943,5,12,2025-03-31
NOLSM32520878,3,Etching,220.0,1489.0,3602.0,5737.0,70.288,50.374,1.024,5,13,2025-03-31
NOLSM32520879,2,Etching,28.0,1376.0,3653.0,5717.0,69.447,50.94,0.978,5,14,2025-03-31
NOLSM32520880,1,Etching,278.0,1476.0,3647.0,5708.0,70.863,50.621,0.966,5,15,2025-03-31
NOLSM32520881,1,Etching,385.0,1485.0,3655.0,5734.0,71.961,51.058,1.052,5,16,2025-03-31
NOLSM32520882,2,Etching,169.0,1523.0,3664.0,5708.0,70.588,51.673,1.095,5,17,2025-03-31
NOLSM32520883,3,Etching,345.0,1433.0,3658.0,5713.0,70.307,51.26,1.086,5,18,2025-03-31
NOLSM32520884,3,Etching,181.0,1347.0,3659.0,5703.0,70.848,51.615,1.121,5,19,2025-03-31
NOLSM32520885,2,Etching,230.0,1508.0,3661.0,5706.0,70.821,51.831,1.098,5,20,2025-03-31
NOLSM32520886,1,Etching,220.0,1313.0,3662.0,5699.0,72.866,51.236,1.133,5,21,2025-03-31
NOLSM32520887,1,Etching,609.0,1525.0,3634.0,5751.0,71.096,50.563,1.005,5,22,2025-03-31
NOLSM32520888,2,Etching,307.0,1458.0,3657.0,5700.0,71.202,51.455,1.044,5,23,2025-03-31
NOLSM32520889,3,Etching,537.0,1461.0,3641.0,5692.0,71.004,50.613,0.926,5,24,2025-03-31
NOLSM32520890,3,Etching,248.0,1597.0,3636.0,5714.0,71.157,51.17,1.197,5,25,2025-03-31
NOLSM32520891,2,Etching,501.0,1521.0,3624.0,5712.0,71.725,50.956,0.993,5,26,2025-03-31
NOLSM32520892,1,Etching,302.0,1553.0,3661.0,5705.0,69.181,51.496,0.894,5,27,2025-03-31
NOLSM32520893,2,Etching,224.0,1436.0,3645.0,5729.0,71.75,51.222,1.025,25,1,2025-03-31
NOLSM32520894,1,Etching,187.0,1392.0,3650.0,5725.0,72.325,50.98,1.216,25,2,2025-03-31
NOLSM32520895,1,Etching,370.0,1517.0,3659.0,5699.0,72.099,50.73,0.967,25,3,2025-03-31
NOLSM32520896,2,Etching,236.0,1607.0,3678.0,5728.0,72.137,50.523,1.023,25,4,2025-03-31
NOLSM32520897,3,Etching,598.0,1652.0,3689.0,5714.0,71.884,50.673,1.057,25,5,2025-03-31
NOLSM32520898,3,Etching,343.0,1435.0,3659.0,5705.0,71.448,50.242,1.209,25,6,2025-03-31
NOLSM32520899,2,Etching,674.0,1643.0,3691.0,5702.0,72.392,51.289,0.985,25,7,2025-03-31
NOLSM32520900,1,Etching,642.0,1726.0,3693.0,5719.0,72.509,51.355,0.975,25,8,2025-03-31
NOLSM32520901,1,Etching,220.0,1642.0,3692.0,5721.0,72.456,51.437,1.141,25,9,2025-03-31
NOLSM32520902,2,Etching,664.0,1591.0,3691.0,5700.0,72.442,51.076,1.215,25,10,2025-03-31
NOLSM32520903,3,Etching,482.0,1611.0,3679.0,5709.0,72.42,51.37,1.151,25,11,2025-03-31
NOLSM32520904,3,Etching,459.0,1534.0,3672.0,5741.0,72.372,51.609,1.086,25,12,2025-03-31
NOLSM32520905,2,Etching,405.0,1624.0,3687.0,5744.0,72.334,51.747,1.206,25,13,2025-03-31
NOLSM32520906,1,Etching,361.0,1466.0,3677.0,5707.0,72.417,51.805,0.996,25,14,2025-03-31
NOLSM32520907,1,Etching,360.0,1734.0,3676.0,5742.0,72.356,51.945,1.089,25,15,2025-03-31
NOLSM32520908,2,Etching,512.0,1547.0,3683.0,5726.0,72.486,51.694,1.093,25,16,2025-03-31
NOLSM32520909,3,Etching,350.0,1509.0,3674.0,5750.0,72.104,51.517,1.122,25,17,2025-03-31
NOLSM32520910,3,Etching,368.0,1514.0,3671.0,5707.0,71.892,51.407,0.873,25,18,2025-03-31
NOLSM32520911,2,Etching,358.0,1512.0,3676.0,5735.0,71.904,51.882,1.127,25,19,2025-03-31
NOLSM32520912,1,Etching,351.0,1366.0,3668.0,5750.0,71.817,51.626,1.067,25,20,2025-03-31
NOLSM32520913,1,Etching,287.0,1476.0,3664.0,5710.0,71.992,51.667,1.004,25,21,2025-03-31
NOLSM32520914,2,Etching,235.0,1505.0,3666.0,5744.0,71.99,51.757,1.02,25,22,2025-03-31
NOLSM32520915,3,Etching,599.0,1647.0,3700.0,5707.0,71.757,51.998,0.996,25,23,2025-03-31
NOLSM32520916,3,Etching,133.0,1326.0,3654.0,5727.0,71.761,51.623,1.092,25,24,2025-03-31
NOLSM32520917,1,Etching,190.0,1381.0,3660.0,5712.0,71.954,52.035,1.138,25,25,2025-03-31
NOLSM32520918,1,Etching,170.0,1410.0,3659.0,5743.0,71.944,52.043,1.024,25,26,2025-03-31
NOLSM32520919,3,Etching,239.0,1526.0,3666.0,5733.0,71.94,51.948,1.089,25,27,2025-03-31
NOLSM32520920,1,Etching,372.0,1450.0,3643.0,5717.0,72.101,51.452,1.03,6,28,2025-04-01
NOLSM32520921,2,Etching,366.0,1534.0,3654.0,5699.0,71.264,50.667,1.084,6,29,2025-04-01
NOLSM32520922,3,Etching,302.0,1603.0,3630.0,5714.0,71.497,50.89,1.159,6,30,2025-04-01
NOLSM32520923,1,Etching,570.0,1423.0,3685.0,5703.0,71.559,52.432,1.039,6,31,2025-04-01
NOLSM32520924,2,Etching,359.0,1522.0,3660.0,5715.0,70.565,51.537,0.829,6,32,2025-04-01
NOLSM32520925,3,Etching,434.0,1477.0,3663.0,5718.0,71.289,50.945,1.168,6,33,2025-04-01
NOLSM32520926,1,Etching,450.0,1448.0,3659.0,5735.0,72.132,50.67,0.898,6,34,2025-04-01
NOLSM32520927,2,Etching,363.0,1519.0,3643.0,5689.0,70.357,52.215,0.938,6,35,2025-04-01
NOLSM32520928,3,Etching,147.0,1470.0,3659.0,5714.0,70.439,51.024,1.066,6,36,2025-04-01
NOLSM32520929,1,Etching,353.0,1489.0,3666.0,5723.0,70.551,51.006,0.984,6,37,2025-04-01
NOLSM32520930,2,Etching,289.0,1537.0,3669.0,5707.0,72.517,50.887,1.022,6,38,2025-04-01
NOLSM32520931,3,Etching,204.0,1636.0,3673.0,5669.0,71.483,50.879,1.12,6,39,2025-04-01
NOLSM32520932,1,Etching,415.0,1635.0,3650.0,5698.0,70.074,52.055,1.037,6,40,2025-04-01
NOLSM32520933,2,Etching,343.0,1495.0,3635.0,5718.0,69.712,53.365,0.999,6,41,2025-04-01
NOLSM32520934,3,Etching,313.0,1402.0,3671.0,5692.0,71.87,50.645,1.078,6,42,2025-04-01
NOLSM32520935,1,Etching,157.0,1343.0,3642.0,5711.0,71.094,52.026,1.004,6,43,2025-04-01
NOLSM32520936,2,Etching,362.0,1487.0,3634.0,5737.0,70.64,50.641,1.19,6,44,2025-04-01
NOLSM32520937,3,Etching,386.0,1242.0,3672.0,5719.0,69.517,50.885,1.05,6,45,2025-04-01
NOLSM32520938,1,Etching,470.0,1520.0,3644.0,5718.0,68.671,51.088,1.106,6,46,2025-04-01
NOLSM32520939,2,Etching,418.0,1524.0,3635.0,5710.0,71.39,51.279,1.114,6,47,2025-04-01
NOLSM32520940,3,Etching,99.0,1570.0,3653.0,5715.0,72.44,51.844,0.997,6,48,2025-04-01
NOLSM32520941,1,Etching,280.0,1271.0,3641.0,5703.0,70.371,51.431,1.072,6,49,2025-04-01
NOLSM32520942,2,Etching,195.0,1436.0,3651.0,5704.0,71.353,51.393,0.981,6,50,2025-04-01
NOLSM32520943,3,Etching,49.0,1398.0,3633.0,5724.0,71.421,51.217,1.031,6,51,2025-04-01
NOLSM32520944,1,Etching,548.0,1406.0,3682.0,5720.0,71.617,51.698,0.815,6,52,2025-04-01
NOLSM32520945,2,Etching,330.0,1575.0,3657.0,5701.0,71.258,51.371,0.976,6,53,2025-04-01
NOLSM32520946,3,Etching,307.0,1591.0,3659.0,5687.0,70.707,51.369,0.898,6,54,2025-04-01
NOLSM32520947,1,Etching,306.0,1561.0,3668.0,5707.0,71.846,52.329,1.015,26,28,2025-04-01
NOLSM32520948,2,Etching,283.0,1665.0,3663.0,5738.0,71.88,52.304,1.077,26,29,2025-04-01
NOLSM32520949,3,Etching,272.0,1573.0,3668.0,5704.0,72.033,52.269,1.125,26,30,2025-04-01
NOLSM32520950,1,Etching,175.0,1526.0,3667.0,5752.0,72.119,52.308,1.154,26,31,2025-04-01
NOLSM32520951,2,Etching,202.0,1481.0,3663.0,5745.0,71.929,52.18,0.924,26,32,2025-04-01
NOLSM32520952,3,Etching,313.0,1588.0,3665.0,5729.0,71.866,52.578,1.195,26,33,2025-04-01
NOLSM32520953,1,Etching,224.0,1441.0,3664.0,5753.0,72.269,52.67,1.149,26,34,2025-04-01
NOLSM32520954,2,Etching,333.0,1441.0,3664.0,5732.0,72.174,52.513,1.049,26,35,2025-04-01
NOLSM32520955,3,Etching,269.0,1402.0,3669.0,5747.0,72.132,52.474,1.032,26,36,2025-04-01
