No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM32520797,3,photo_li,54.396,H,405,508.375,109.275,24,13,2025-04-06
NOLSM32520798,1,photo_li,48.096,H,405,508.536,109.075,24,14,2025-04-06
NOLSM32520799,2,photo_li,48.419,H,405,499.9,109.085,24,15,2025-04-06
NOLSM32520800,3,photo_li,56.773,H,405,507.882,108.48,24,16,2025-04-06
NOLSM32520801,2,photo_li,47.817,H,405,501.892,109.18,24,17,2025-04-06
NOLSM32520802,3,photo_li,57.16,H,405,508.49,108.307,24,18,2025-04-06
NOLSM32520803,1,photo_li,49.508,H,405,514.874,108.962,24,19,2025-04-06
NOLSM32520804,3,photo_li,55.701,H,405,511.192,108.808,24,20,2025-04-06
NOLSM32520805,1,photo_li,48.939,H,405,512.938,108.89,24,21,2025-04-06
NOLSM32520806,2,photo_li,48.529,H,405,513.081,109.921,24,22,2025-04-06
NOLSM32520807,3,photo_li,53.751,H,405,505.856,109.13,24,23,2025-04-06
NOLSM32520808,1,photo_li,47.639,H,405,509.463,109.133,24,24,2025-04-06
NOLSM32520809,2,photo_li,50.222,H,405,512.086,109.035,24,25,2025-04-06
NOLSM32520810,3,photo_li,61.559,H,405,519.838,107.595,24,26,2025-04-06
NOLSM32520811,1,photo_li,57.45,H,405,518.255,107.802,24,27,2025-04-06
NOLSM32520812,1,photo_li,23.131,G,436,518.285,111.228,5,28,2025-03-31
NOLSM32520813,1,photo_li,54.401,I,365,503.642,109.444,5,29,2025-03-31
NOLSM32520814,1,photo_li,21.728,I,365,577.211,108.075,5,30,2025-03-31
NOLSM32520815,1,photo_li,44.602,G,436,533.533,107.552,5,31,2025-03-31
NOLSM32520816,1,photo_li,47.433,H,405,518.342,107.266,5,32,2025-03-31
NOLSM32520817,1,photo_li,27.219,I,365,520.433,106.805,5,33,2025-03-31
NOLSM32520818,1,photo_li,33.701,I,365,500.328,108.63,5,34,2025-03-31
NOLSM32520819,1,photo_li,55.208,I,365,489.488,107.177,5,35,2025-03-31
NOLSM32520820,1,photo_li,56.809,H,405,498.444,109.406,5,36,2025-03-31
NOLSM32520821,2,photo_li,40.594,G,436,548.332,108.549,5,37,2025-03-31
NOLSM32520822,2,photo_li,63.727,I,365,508.104,108.028,5,38,2025-03-31
NOLSM32520823,2,photo_li,46.028,I,365,495.585,110.294,5,39,2025-03-31
NOLSM32520824,2,photo_li,32.408,H,405,513.612,104.702,5,40,2025-03-31
NOLSM32520825,2,photo_li,29.092,G,436,528.137,108.591,5,41,2025-03-31
NOLSM32520826,2,photo_li,30.227,I,365,505.39,108.854,5,42,2025-03-31
NOLSM32520827,2,photo_li,47.932,H,405,513.854,106.11,5,43,2025-03-31
NOLSM32520828,2,photo_li,53.663,I,365,540.96,107.668,5,44,2025-03-31
NOLSM32520829,2,photo_li,49.23,I,365,502.191,107.216,5,45,2025-03-31
NOLSM32520830,3,photo_li,56.055,I,365,496.418,108.252,5,46,2025-03-31
NOLSM32520831,3,photo_li,14.76,H,405,523.057,106.001,5,47,2025-03-31
NOLSM32520832,3,photo_li,45.611,I,365,535.481,107.968,5,48,2025-03-31
NOLSM32520833,3,photo_li,29.661,H,405,582.776,109.254,5,49,2025-03-31
NOLSM32520834,3,photo_li,23.278,H,405,526.85,105.482,5,50,2025-03-31
NOLSM32520835,3,photo_li,45.987,G,436,492.656,109.238,5,51,2025-03-31
NOLSM32520836,3,photo_li,41.335,H,405,523.374,106.547,5,52,2025-03-31
NOLSM32520837,3,photo_li,33.089,I,365,514.573,108.244,5,53,2025-03-31
NOLSM32520838,3,photo_li,30.809,G,436,522.197,106.288,5,54,2025-03-31
NOLSM32520839,1,photo_li,57.52,H,405,512.345,108.176,25,28,2025-03-31
NOLSM32520840,1,photo_li,69.009,H,405,504.502,106.765,25,29,2025-03-31
NOLSM32520841,1,photo_li,64.724,H,405,504.354,106.706,25,30,2025-03-31
NOLSM32520842,1,photo_li,67.558,H,405,504.267,106.728,25,31,2025-03-31
NOLSM32520843,1,photo_li,71.829,H,405,506.758,105.591,25,32,2025-03-31
NOLSM32520844,1,photo_li,62.577,H,405,503.304,106.823,25,33,2025-03-31
NOLSM32520845,1,photo_li,57.87,H,405,515.152,108.061,25,34,2025-03-31
NOLSM32520846,1,photo_li,58.554,H,405,505.174,108.345,25,35,2025-03-31
NOLSM32520847,1,photo_li,54.45,H,405,514.368,108.44,25,36,2025-03-31
NOLSM32520848,2,photo_li,57.557,H,405,505.806,108.019,25,37,2025-03-31
NOLSM32520849,2,photo_li,58.295,H,405,512.666,108.274,25,38,2025-03-31
NOLSM32520850,2,photo_li,50.075,H,405,509.187,109.02,25,39,2025-03-31
NOLSM32520851,2,photo_li,48.253,H,405,514.578,109.406,25,40,2025-03-31
NOLSM32520852,2,photo_li,53.567,H,405,506.062,109.504,25,41,2025-03-31
NOLSM32520853,2,photo_li,51.05,H,405,517.708,108.7,25,42,2025-03-31
NOLSM32520854,2,photo_li,52.463,H,405,520.34,108.76,25,43,2025-03-31
NOLSM32520855,2,photo_li,59.3,H,405,521.262,108.207,25,44,2025-03-31
NOLSM32520856,2,photo_li,50.897,H,405,511.727,108.731,25,45,2025-03-31
NOLSM32520857,3,photo_li,53.772,H,405,515.121,108.795,25,46,2025-03-31
NOLSM32520858,3,photo_li,57.596,H,405,517.616,109.581,25,47,2025-03-31
NOLSM32520859,3,photo_li,49.641,H,405,506.421,108.922,25,48,2025-03-31
NOLSM32520860,3,photo_li,50.464,H,405,517.14,108.864,25,49,2025-03-31
NOLSM32520861,3,photo_li,56.564,H,405,514.532,109.113,25,50,2025-03-31
NOLSM32520862,3,photo_li,49.325,H,405,512.356,109.091,25,51,2025-03-31
NOLSM32520863,3,photo_li,56.192,H,405,513.549,109.757,25,52,2025-03-31
NOLSM32520864,3,photo_li,45.94,H,405,509.927,109.68,25,53,2025-03-31
NOLSM32520865,3,photo_li,56.057,H,405,513.218,109.715,25,54,2025-03-31
NOLSM32520866,3,photo_li,23.342,G,436,518.082,111.164,5,1,2025-03-31
NOLSM32520867,2,photo_li,54.19,I,365,503.696,109.699,5,2,2025-03-31
NOLSM32520868,3,photo_li,21.684,I,365,577.273,108.042,5,3,2025-03-31
NOLSM32520869,1,photo_li,44.564,G,436,533.517,107.757,5,4,2025-03-31
NOLSM32520870,2,photo_li,47.486,H,405,518.52,107.206,5,5,2025-03-31
NOLSM32520871,3,photo_li,27.325,I,365,520.671,106.911,5,6,2025-03-31
NOLSM32520872,1,photo_li,33.693,I,365,500.318,108.867,5,7,2025-03-31
NOLSM32520873,2,photo_li,54.905,I,365,489.654,106.972,5,8,2025-03-31
NOLSM32520874,3,photo_li,56.486,H,405,498.356,109.461,5,9,2025-03-31
NOLSM32520875,1,photo_li,40.463,G,436,548.054,108.584,5,10,2025-03-31
NOLSM32520876,2,photo_li,63.623,I,365,508.179,107.943,5,11,2025-03-31
NOLSM32520877,3,photo_li,46.031,I,365,495.462,110.359,5,12,2025-03-31
NOLSM32520878,1,photo_li,32.648,H,405,513.455,104.751,5,13,2025-03-31
NOLSM32520879,2,photo_li,28.854,G,436,527.999,108.634,5,14,2025-03-31
NOLSM32520880,3,photo_li,30.058,I,365,505.178,108.775,5,15,2025-03-31
NOLSM32520881,1,photo_li,47.913,H,405,513.714,106.169,5,16,2025-03-31
NOLSM32520882,2,photo_li,53.525,I,365,540.808,107.552,5,17,2025-03-31
NOLSM32520883,3,photo_li,49.333,I,365,502.286,107.188,5,18,2025-03-31
NOLSM32520884,1,photo_li,56.177,I,365,496.576,108.282,5,19,2025-03-31
NOLSM32520885,2,photo_li,15.141,H,405,523.311,105.905,5,20,2025-03-31
NOLSM32520886,3,photo_li,45.451,I,365,535.292,108.028,5,21,2025-03-31
NOLSM32520887,1,photo_li,29.612,H,405,582.808,109.657,5,22,2025-03-31
NOLSM32520888,2,photo_li,23.206,H,405,526.839,105.318,5,23,2025-03-31
NOLSM32520889,3,photo_li,45.901,G,436,492.655,109.235,5,24,2025-03-31
NOLSM32520890,1,photo_li,41.161,H,405,523.613,106.627,5,25,2025-03-31
NOLSM32520891,2,photo_li,33.155,I,365,514.296,108.178,5,26,2025-03-31
NOLSM32520892,3,photo_li,30.739,G,436,522.268,106.116,5,27,2025-03-31
NOLSM32520893,2,photo_li,57.493,H,405,512.351,108.177,25,1,2025-03-31
NOLSM32520894,3,photo_li,69.041,H,405,504.46,106.597,25,2,2025-03-31
NOLSM32520895,1,photo_li,64.621,H,405,504.589,106.706,25,3,2025-03-31
NOLSM32520896,2,photo_li,67.439,H,405,504.415,106.835,25,4,2025-03-31
NOLSM32520897,3,photo_li,71.787,H,405,506.937,105.413,25,5,2025-03-31
NOLSM32520898,1,photo_li,62.806,H,405,503.507,106.931,25,6,2025-03-31
NOLSM32520899,2,photo_li,57.772,H,405,515.097,108.13,25,7,2025-03-31
NOLSM32520900,3,photo_li,58.574,H,405,505.139,108.268,25,8,2025-03-31
NOLSM32520901,1,photo_li,54.284,H,405,514.418,108.216,25,9,2025-03-31
NOLSM32520902,2,photo_li,57.418,H,405,505.767,108.144,25,10,2025-03-31
NOLSM32520903,3,photo_li,58.096,H,405,512.611,108.271,25,11,2025-03-31
NOLSM32520904,1,photo_li,50.128,H,405,509.219,108.853,25,12,2025-03-31
NOLSM32520905,2,photo_li,48.259,H,405,514.567,109.65,25,13,2025-03-31
NOLSM32520906,3,photo_li,53.496,H,405,506.224,109.63,25,14,2025-03-31
NOLSM32520907,1,photo_li,50.878,H,405,517.798,108.832,25,15,2025-03-31
NOLSM32520908,2,photo_li,52.723,H,405,520.365,108.784,25,16,2025-03-31
NOLSM32520909,3,photo_li,59.406,H,405,521.3,108.109,25,17,2025-03-31
NOLSM32520910,1,photo_li,50.902,H,405,511.55,108.573,25,18,2025-03-31
NOLSM32520911,2,photo_li,53.904,H,405,515.063,108.541,25,19,2025-03-31
NOLSM32520912,3,photo_li,57.527,H,405,517.553,109.524,25,20,2025-03-31
NOLSM32520913,1,photo_li,49.522,H,405,506.331,108.707,25,21,2025-03-31
NOLSM32520914,2,photo_li,50.721,H,405,517.119,108.987,25,22,2025-03-31
NOLSM32520915,3,photo_li,56.602,H,405,514.667,109.122,25,23,2025-03-31
NOLSM32520916,1,photo_li,49.478,H,405,512.269,108.94,25,24,2025-03-31
NOLSM32520917,3,photo_li,56.173,H,405,513.692,109.506,25,25,2025-03-31
NOLSM32520918,1,photo_li,45.967,H,405,510.072,109.706,25,26,2025-03-31
NOLSM32520919,3,photo_li,55.942,H,405,513.268,109.579,25,27,2025-03-31
NOLSM32520920,1,photo_li,51.034,I,365,536.974,107.489,6,28,2025-04-01
NOLSM32520921,1,photo_li,59.792,H,405,495.204,107.35,6,29,2025-04-01
NOLSM32520922,1,photo_li,37.437,I,365,492.349,106.9,6,30,2025-04-01
NOLSM32520923,1,photo_li,35.842,I,365,549.388,108.813,6,31,2025-04-01
NOLSM32520924,1,photo_li,40.561,G,436,507.583,104.655,6,32,2025-04-01
NOLSM32520925,1,photo_li,48.175,G,436,517.375,107.688,6,33,2025-04-01
NOLSM32520926,1,photo_li,57.056,G,436,521.262,108.012,6,34,2025-04-01
NOLSM32520927,1,photo_li,39.42,I,365,522.248,107.02,6,35,2025-04-01
NOLSM32520928,1,photo_li,45.934,G,436,483.427,108.335,6,36,2025-04-01
NOLSM32520929,2,photo_li,51.215,H,405,529.91,110.155,6,37,2025-04-01
NOLSM32520930,2,photo_li,46.787,G,436,529.081,104.915,6,38,2025-04-01
NOLSM32520931,2,photo_li,50.577,H,405,454.526,107.608,6,39,2025-04-01
NOLSM32520932,2,photo_li,6.295,H,405,490.476,109.429,6,40,2025-04-01
NOLSM32520933,2,photo_li,53.822,G,436,528.716,110.387,6,41,2025-04-01
NOLSM32520934,2,photo_li,45.824,I,365,509.769,109.079,6,42,2025-04-01
NOLSM32520935,2,photo_li,37.303,G,436,509.483,107.576,6,43,2025-04-01
NOLSM32520936,2,photo_li,47.081,H,405,516.852,109.07,6,44,2025-04-01
NOLSM32520937,2,photo_li,33.864,G,436,537.921,109.346,6,45,2025-04-01
NOLSM32520938,3,photo_li,31.466,G,436,528.797,107.702,6,46,2025-04-01
NOLSM32520939,3,photo_li,33.807,G,436,524.607,109.536,6,47,2025-04-01
NOLSM32520940,3,photo_li,32.927,H,405,554.32,106.658,6,48,2025-04-01
NOLSM32520941,3,photo_li,47.646,H,405,504.919,107.481,6,49,2025-04-01
NOLSM32520942,3,photo_li,56.574,G,436,511.858,108.541,6,50,2025-04-01
NOLSM32520943,3,photo_li,67.868,G,436,500.855,107.229,6,51,2025-04-01
NOLSM32520944,3,photo_li,43.301,H,405,542.616,108.4,6,52,2025-04-01
NOLSM32520945,3,photo_li,26.179,H,405,526.751,109.247,6,53,2025-04-01
NOLSM32520946,3,photo_li,55.84,H,405,517.89,107.052,6,54,2025-04-01
NOLSM32520947,1,photo_li,46.362,H,405,513.054,109.645,26,28,2025-04-01
NOLSM32520948,1,photo_li,55.401,H,405,508.158,109.995,26,29,2025-04-01
NOLSM32520949,1,photo_li,51.341,H,405,518.082,110.301,26,30,2025-04-01
NOLSM32520950,1,photo_li,48.489,H,405,508.747,110.368,26,31,2025-04-01
NOLSM32520951,1,photo_li,56.997,H,405,512.002,110.433,26,32,2025-04-01
NOLSM32520952,1,photo_li,54.102,H,405,513.487,110.987,26,33,2025-04-01
NOLSM32520953,1,photo_li,56.278,H,405,512.745,111.003,26,34,2025-04-01
NOLSM32520954,1,photo_li,58.775,H,405,512.272,110.927,26,35,2025-04-01
NOLSM32520955,1,photo_li,52.772,H,405,508.791,110.872,26,36,2025-04-01
NOLSM32520956,2,photo_li,52.832,H,405,506.648,110.637,26,37,2025-04-01
NOLSM32520957,2,photo_li,57.238,H,405,508.964,110.55,26,38,2025-04-01
NOLSM32520958,2,photo_li,54.257,H,405,515.04,110.789,26,39,2025-04-01
NOLSM32520959,2,photo_li,56.539,H,405,515.209,110.651,26,40,2025-04-01
NOLSM32520960,2,photo_li,57.561,H,405,509.612,110.603,26,41,2025-04-01
NOLSM32520961,2,photo_li,50.074,H,405,508.272,110.574,26,42,2025-04-01
NOLSM32520962,2,photo_li,51.017,H,405,509.675,110.215,26,43,2025-04-01
NOLSM32520963,2,photo_li,59.035,H,405,516.305,110.544,26,44,2025-04-01
NOLSM32520964,2,photo_li,50.549,H,405,514.19,110.319,26,45,2025-04-01
NOLSM32520965,3,photo_li,61.118,H,405,513.678,111.473,26,46,2025-04-01
NOLSM32520966,3,photo_li,52.706,H,405,499.714,110.658,26,47,2025-04-01
NOLSM32520967,3,photo_li,48.801,H,405,507.88,110.448,26,48,2025-04-01
NOLSM32520968,3,photo_li,46.777,H,405,503.478,110.126,26,49,2025-04-01
NOLSM32520969,3,photo_li,52.986,H,405,503.0,110.237,26,50,2025-04-01
NOLSM32520970,3,photo_li,47.061,H,405,512.37,109.964,26,51,2025-04-01
NOLSM32520971,3,photo_li,46.045,H,405,505.374,109.959,26,52,2025-04-01
NOLSM32520972,3,photo_li,53.897,H,405,505.513,109.426,26,53,2025-04-01
NOLSM32520973,3,photo_li,46.503,H,405,507.096,109.438,26,54,2025-04-01
NOLSM32520974,1,photo_li,51.11,I,365,536.794,107.621,6,1,2025-04-01
NOLSM32520975,2,photo_li,59.655,H,405,495.116,107.22,6,2,2025-04-01
NOLSM32520976,3,photo_li,37.439,I,365,492.342,106.871,6,3,2025-04-01
NOLSM32520977,1,photo_li,35.94,I,365,549.515,108.835,6,4,2025-04-01
NOLSM32520978,2,photo_li,40.746,G,436,507.577,104.855,6,5,2025-04-01
NOLSM32520979,3,photo_li,47.993,G,436,517.328,107.71,6,6,2025-04-01
NOLSM32520980,1,photo_li,57.247,G,436,521.518,108.132,6,7,2025-04-01
NOLSM32520981,2,photo_li,39.136,I,365,522.157,107.006,6,8,2025-04-01
NOLSM32520982,3,photo_li,45.962,G,436,483.376,108.334,6,9,2025-04-01
NOLSM32520983,1,photo_li,51.103,H,405,530.108,110.068,6,10,2025-04-01
NOLSM32520984,2,photo_li,46.9,G,436,528.905,104.818,6,11,2025-04-01
NOLSM32520985,3,photo_li,50.568,H,405,454.411,107.742,6,12,2025-04-01
NOLSM32520986,1,photo_li,6.033,H,405,490.641,109.593,6,13,2025-04-01
NOLSM32520987,2,photo_li,53.875,G,436,528.703,110.374,6,14,2025-04-01
NOLSM32520988,3,photo_li,45.732,I,365,509.898,109.008,6,15,2025-04-01
NOLSM32520989,1,photo_li,37.281,G,436,509.735,107.384,6,16,2025-04-01
NOLSM32520990,2,photo_li,47.142,H,405,516.997,108.954,6,17,2025-04-01
NOLSM32520991,3,photo_li,33.887,G,436,537.885,109.32,6,18,2025-04-01
NOLSM32520992,1,photo_li,31.489,G,436,528.864,107.528,6,19,2025-04-01
NOLSM32520993,2,photo_li,33.787,G,436,524.476,109.832,6,20,2025-04-01
NOLSM32520994,3,photo_li,33.021,H,405,554.073,106.582,6,21,2025-04-01
NOLSM32520995,2,photo_li,47.812,H,405,505.034,107.415,6,22,2025-04-01
NOLSM32520996,3,photo_li,56.403,G,436,511.774,108.586,6,23,2025-04-01
NOLSM32520997,1,photo_li,68.048,G,436,500.999,107.092,6,24,2025-04-01
NOLSM32520998,2,photo_li,43.484,H,405,542.497,108.545,6,25,2025-04-01
NOLSM32520999,3,photo_li,26.306,H,405,526.86,109.227,6,26,2025-04-01
NOLSM32521000,1,photo_li,55.915,H,405,517.939,107.29,6,27,2025-04-01
NOLSM32521001,1,photo_li,46.611,H,405,513.151,109.585,26,1,2025-04-01
NOLSM32521002,3,photo_li,55.249,H,405,508.26,110.248,26,2,2025-04-01
NOLSM32521003,1,photo_li,51.089,H,405,518.22,110.245,26,3,2025-04-01
NOLSM32521004,2,photo_li,48.555,H,405,508.897,110.098,26,4,2025-04-01
NOLSM32521005,3,photo_li,57.272,H,405,511.939,110.433,26,5,2025-04-01
NOLSM32521006,1,photo_li,54.198,H,405,513.645,110.893,26,6,2025-04-01
NOLSM32521007,2,photo_li,56.106,H,405,512.664,110.863,26,7,2025-04-01
NOLSM32521008,3,photo_li,58.848,H,405,512.551,110.661,26,8,2025-04-01
NOLSM32521009,1,photo_li,52.387,H,405,508.82,110.832,26,9,2025-04-01
NOLSM32521010,2,photo_li,52.634,H,405,506.41,110.632,26,10,2025-04-01
NOLSM32521011,3,photo_li,57.257,H,405,509.164,110.744,26,11,2025-04-01
NOLSM32521012,1,photo_li,54.207,H,405,514.879,110.921,26,12,2025-04-01
NOLSM32521013,2,photo_li,56.404,H,405,515.337,110.656,26,13,2025-04-01
NOLSM32521014,3,photo_li,57.421,H,405,509.519,110.742,26,14,2025-04-01
NOLSM32521015,1,photo_li,49.959,H,405,508.075,110.407,26,15,2025-04-01
NOLSM32521016,2,photo_li,50.941,H,405,509.696,110.467,26,16,2025-04-01
NOLSM32521017,3,photo_li,58.978,H,405,516.299,110.425,26,17,2025-04-01
NOLSM32521018,1,photo_li,50.759,H,405,514.349,110.372,26,18,2025-04-01
NOLSM32521019,2,photo_li,61.155,H,405,513.937,111.631,26,19,2025-04-01
NOLSM32521020,3,photo_li,52.613,H,405,499.461,110.746,26,20,2025-04-01
NOLSM32521021,1,photo_li,48.918,H,405,507.91,110.458,26,21,2025-04-01
NOLSM32521022,2,photo_li,46.658,H,405,503.322,110.127,26,22,2025-04-01
NOLSM32521023,3,photo_li,52.904,H,405,503.042,110.132,26,23,2025-04-01
NOLSM32521024,1,photo_li,47.121,H,405,512.676,110.035,26,24,2025-04-01
NOLSM32521025,2,photo_li,46.106,H,405,505.52,110.051,26,25,2025-04-01
NOLSM32521026,3,photo_li,53.828,H,405,505.492,109.255,26,26,2025-04-01
NOLSM32521027,1,photo_li,46.375,H,405,507.011,109.324,26,27,2025-04-01
NOLSM32521028,1,photo_li,36.789,H,405,517.837,105.339,7,28,2025-04-02
NOLSM32521029,1,photo_li,50.94,I,365,483.915,106.938,7,29,2025-04-02
NOLSM32521030,1,photo_li,41.151,G,436,516.666,106.885,7,30,2025-04-02
NOLSM32521031,1,photo_li,36.031,H,405,489.711,105.867,7,31,2025-04-02
NOLSM32521032,1,photo_li,41.952,H,405,523.93,105.682,7,32,2025-04-02
NOLSM32521033,1,photo_li,35.577,H,405,490.871,109.44,7,33,2025-04-02
NOLSM32521034,1,photo_li,32.464,I,365,547.175,109.4,7,34,2025-04-02
NOLSM32521035,1,photo_li,56.559,H,405,542.085,107.467,7,35,2025-04-02
NOLSM32521036,1,photo_li,42.637,I,365,483.115,111.15,7,36,2025-04-02
NOLSM32521037,2,photo_li,46.49,H,405,529.423,107.437,7,37,2025-04-02
NOLSM32521038,2,photo_li,33.426,H,405,500.091,107.594,7,38,2025-04-02
NOLSM32521039,2,photo_li,39.536,I,365,504.732,108.401,7,39,2025-04-02
NOLSM32521040,2,photo_li,36.099,I,365,481.767,106.2,7,40,2025-04-02
NOLSM32521041,2,photo_li,44.461,H,405,533.329,107.445,7,41,2025-04-02
NOLSM32521042,2,photo_li,42.269,G,436,513.875,106.78,7,42,2025-04-02
NOLSM32521043,2,photo_li,58.459,H,405,490.29,107.808,7,43,2025-04-02
NOLSM32521044,2,photo_li,40.835,I,365,512.352,109.519,7,44,2025-04-02
NOLSM32521045,2,photo_li,12.658,G,436,507.823,103.447,7,45,2025-04-02
NOLSM32521046,3,photo_li,39.267,I,365,498.379,107.289,7,46,2025-04-02
NOLSM32521047,3,photo_li,39.984,H,405,486.851,108.273,7,47,2025-04-02
NOLSM32521048,3,photo_li,48.519,G,436,478.835,108.204,7,48,2025-04-02
NOLSM32521049,3,photo_li,61.099,I,365,524.755,108.819,7,49,2025-04-02
NOLSM32521050,3,photo_li,46.651,I,365,504.903,108.244,7,50,2025-04-02
NOLSM32521051,3,photo_li,41.569,I,365,548.681,107.459,7,51,2025-04-02
NOLSM32521052,3,photo_li,38.608,H,405,512.543,107.838,7,52,2025-04-02
NOLSM32521053,3,photo_li,34.357,I,365,539.567,106.957,7,53,2025-04-02
NOLSM32521054,3,photo_li,41.977,I,365,494.303,109.111,7,54,2025-04-02
NOLSM32521055,1,photo_li,,H,405,,,27,28,2025-04-02
NOLSM32521056,1,photo_li,50.884,H,405,495.832,109.735,27,29,2025-04-02
NOLSM32521057,1,photo_li,45.943,H,405,501.419,110.104,27,30,2025-04-02
NOLSM32521058,1,photo_li,46.644,H,405,508.548,109.634,27,31,2025-04-02
NOLSM32521059,1,photo_li,58.58,H,405,508.064,108.187,27,32,2025-04-02
NOLSM32521060,1,photo_li,53.909,H,405,511.38,108.161,27,33,2025-04-02
NOLSM32521061,1,photo_li,58.469,H,405,506.688,108.002,27,34,2025-04-02
NOLSM32521062,1,photo_li,62.778,H,405,523.258,107.174,27,35,2025-04-02
NOLSM32521063,1,photo_li,60.691,H,405,516.552,107.192,27,36,2025-04-02
NOLSM32521064,2,photo_li,64.752,H,405,521.7,107.155,27,37,2025-04-02
NOLSM32521065,2,photo_li,62.912,H,405,521.613,107.233,27,38,2025-04-02
NOLSM32521066,2,photo_li,60.757,H,405,521.625,107.334,27,39,2025-04-02
NOLSM32521067,2,photo_li,54.339,H,405,509.63,108.596,27,40,2025-04-02
NOLSM32521068,2,photo_li,58.739,H,405,519.869,108.228,27,41,2025-04-02
NOLSM32521069,2,photo_li,57.784,H,405,520.832,107.823,27,42,2025-04-02
NOLSM32521070,2,photo_li,61.053,H,405,521.369,107.678,27,43,2025-04-02
NOLSM32521071,2,photo_li,62.729,H,405,507.959,106.887,27,44,2025-04-02
NOLSM32521072,2,photo_li,55.177,H,405,509.416,108.355,27,45,2025-04-02
NOLSM32521073,3,photo_li,57.956,H,405,516.104,107.599,27,46,2025-04-02
NOLSM32521074,3,photo_li,60.457,H,405,520.139,107.69,27,47,2025-04-02
NOLSM32521075,3,photo_li,53.162,H,405,508.77,108.347,27,48,2025-04-02
NOLSM32521076,3,photo_li,60.705,H,405,520.644,107.996,27,49,2025-04-02
NOLSM32521077,3,photo_li,60.642,H,405,470.346,107.607,27,50,2025-04-02
NOLSM32521078,3,photo_li,56.945,H,405,473.45,107.816,27,51,2025-04-02
NOLSM32521079,3,photo_li,60.937,H,405,479.42,107.761,27,52,2025-04-02
NOLSM32521080,3,photo_li,60.893,H,405,472.327,107.643,27,53,2025-04-02
NOLSM32521081,3,photo_li,54.189,H,405,473.203,108.252,27,54,2025-04-02
NOLSM32521082,2,photo_li,36.699,H,405,517.883,105.392,7,1,2025-04-02
NOLSM32521083,3,photo_li,51.072,I,365,483.859,106.974,7,2,2025-04-02
NOLSM32521084,1,photo_li,41.036,G,436,516.742,106.783,7,3,2025-04-02
NOLSM32521085,2,photo_li,35.805,H,405,489.691,105.946,7,4,2025-04-02
NOLSM32521086,3,photo_li,42.142,H,405,523.78,105.853,7,5,2025-04-02
NOLSM32521087,1,photo_li,35.519,H,405,490.973,109.368,7,6,2025-04-02
NOLSM32521088,2,photo_li,32.382,I,365,547.046,109.405,7,7,2025-04-02
NOLSM32521089,3,photo_li,56.632,H,405,542.045,107.733,7,8,2025-04-02
NOLSM32521090,1,photo_li,42.6,I,365,483.138,111.136,7,9,2025-04-02
NOLSM32521091,2,photo_li,46.806,H,405,529.497,107.54,7,10,2025-04-02
NOLSM32521092,1,photo_li,33.742,H,405,500.288,107.791,7,11,2025-04-02
NOLSM32521093,2,photo_li,39.63,I,365,504.516,108.562,7,12,2025-04-02
NOLSM32521094,3,photo_li,35.987,I,365,481.918,106.044,7,13,2025-04-02
NOLSM32521095,1,photo_li,44.579,H,405,533.237,107.463,7,14,2025-04-02
NOLSM32521096,3,photo_li,42.103,G,436,513.773,106.865,7,15,2025-04-02
NOLSM32521097,1,photo_li,58.611,H,405,490.161,107.974,7,16,2025-04-02
NOLSM32521098,3,photo_li,40.836,I,365,512.241,109.668,7,17,2025-04-02
NOLSM32521099,1,photo_li,12.808,G,436,507.802,103.438,7,18,2025-04-02
NOLSM32521100,2,photo_li,39.643,I,365,498.223,107.156,7,19,2025-04-02
NOLSM32521101,3,photo_li,39.943,H,405,486.917,108.178,7,20,2025-04-02
NOLSM32521102,1,photo_li,48.394,G,436,478.867,108.05,7,21,2025-04-02
NOLSM32521103,2,photo_li,60.902,I,365,524.775,108.803,7,22,2025-04-02
NOLSM32521104,3,photo_li,46.967,I,365,504.766,108.104,7,23,2025-04-02
NOLSM32521105,1,photo_li,41.551,I,365,548.679,107.661,7,24,2025-04-02
NOLSM32521106,2,photo_li,38.496,H,405,512.561,107.62,7,25,2025-04-02
NOLSM32521107,3,photo_li,34.302,I,365,539.496,106.873,7,26,2025-04-02
NOLSM32521108,1,photo_li,42.053,I,365,494.253,109.228,7,27,2025-04-02
NOLSM32521109,2,photo_li,,H,405,,,27,1,2025-04-02
NOLSM32521110,3,photo_li,51.017,H,405,496.022,109.498,27,2,2025-04-02
NOLSM32521111,1,photo_li,45.892,H,405,501.409,110.274,27,3,2025-04-02
NOLSM32521112,2,photo_li,46.565,H,405,508.574,109.872,27,4,2025-04-02
NOLSM32521113,3,photo_li,58.745,H,405,507.996,108.183,27,5,2025-04-02
NOLSM32521114,1,photo_li,53.896,H,405,511.235,108.332,27,6,2025-04-02
NOLSM32521115,2,photo_li,58.669,H,405,506.722,107.921,27,7,2025-04-02
NOLSM32521116,3,photo_li,62.916,H,405,523.164,107.446,27,8,2025-04-02
NOLSM32521117,1,photo_li,60.601,H,405,516.518,107.127,27,9,2025-04-02
NOLSM32521118,2,photo_li,64.851,H,405,521.453,107.253,27,10,2025-04-02
NOLSM32521119,3,photo_li,62.906,H,405,521.554,107.145,27,11,2025-04-02
NOLSM32521120,1,photo_li,60.934,H,405,521.464,107.263,27,12,2025-04-02
