No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM32518521,3,Photo,1.181,17.155,14.856,19.981,199.241,89.952,499.309,4010.085,4982.02,4.939,90.564,29.924,18,35,2025-03-04
NOLSM32518522,3,Photo,1.172,16.674,14.825,20.2,197.701,90.025,497.786,3956.686,4945.59,4.958,90.566,30.026,18,36,2025-03-04
NOLSM32518523,3,Photo,0.68,17.562,14.933,20.015,199.392,89.916,499.184,3983.669,4979.619,4.932,91.125,30.084,18,37,2025-03-04
NOLSM32518524,3,Photo,1.126,16.175,15.148,20.039,199.053,89.957,499.061,3983.88,4979.79,5.089,91.098,29.864,18,38,2025-03-04
NOLSM32518525,3,Photo,0.966,19.095,15.195,20.155,199.316,89.86,499.412,3987.213,4983.937,4.855,91.18,29.943,18,39,2025-03-04
NOLSM32518526,3,Photo,0.758,19.047,14.975,19.975,200.01,90.111,499.858,3996.216,4995.19,5.035,91.586,30.074,18,40,2025-03-04
NOLSM32518527,3,Photo,0.614,13.818,15.004,20.007,200.229,90.023,500.21,4004.496,5005.718,4.935,91.512,30.067,18,41,2025-03-04
NOLSM32518528,3,Photo,1.074,18.845,14.924,20.088,200.229,89.981,500.187,4002.667,5003.382,5.001,91.951,30.05,18,42,2025-03-04
NOLSM32518529,3,Photo,0.805,20.801,14.838,20.048,200.794,90.039,500.807,4015.93,5019.895,5.088,91.384,29.956,18,43,2025-03-04
NOLSM32518530,3,Photo,0.826,11.266,14.95,19.911,200.041,90.072,500.211,4002.372,5002.96,4.89,91.753,29.972,18,44,2025-03-04
NOLSM32518531,3,Photo,1.069,15.393,14.824,19.766,200.421,89.971,500.27,4006.71,5008.025,5.114,91.746,29.95,18,45,2025-03-04
NOLSM32518532,3,Photo,0.856,12.45,14.895,19.863,200.31,89.839,500.256,4006.718,5008.393,4.964,91.691,29.885,18,46,2025-03-04
NOLSM32518533,3,Photo,0.682,19.93,15.118,20.142,200.76,90.074,500.97,4020.194,5025.374,4.966,92.176,29.981,18,47,2025-03-04
NOLSM32518534,3,Photo,0.761,16.082,15.041,19.962,201.496,90.103,501.617,4029.465,5036.909,5.128,91.958,30.007,18,48,2025-03-04
NOLSM32518535,3,Photo,0.657,17.621,15.103,20.056,201.008,89.975,501.191,4022.709,5028.31,4.97,92.548,29.893,18,49,2025-03-04
NOLSM32518536,3,Photo,1.163,16.533,14.972,19.965,202.04,90.162,501.975,4041.74,5052.095,5.041,91.653,30.13,18,50,2025-03-04
NOLSM32518537,3,Photo,1.374,17.25,15.11,20.001,200.532,89.965,500.328,4007.496,5009.536,5.121,92.238,29.858,18,51,2025-03-04
NOLSM32518538,3,Photo,1.655,17.227,14.945,19.984,200.846,89.984,500.801,4012.825,5016.08,4.963,91.876,29.947,18,52,2025-03-04
NOLSM32518539,3,Photo,1.361,17.187,14.838,20.055,200.317,89.978,500.68,4008.06,5010.216,4.985,91.747,30.109,18,53,2025-03-04
NOLSM32518540,3,Photo,1.257,16.399,15.074,20.088,200.962,89.83,500.902,4017.092,5021.411,4.933,91.844,30.213,18,54,2025-03-04
NOLSM32518541,2,Photo,1.101,16.955,14.946,19.942,205.18,90.002,505.256,4105.329,5131.643,5.151,93.722,29.917,18,1,2025-03-04
NOLSM32518542,3,Photo,0.674,16.557,15.025,19.896,205.013,89.836,504.973,4100.136,5125.316,5.072,92.361,30.032,18,2,2025-03-04
NOLSM32518543,3,Photo,0.915,17.076,15.021,20.013,201.717,89.91,501.89,4036.771,5046.225,5.067,92.026,29.992,18,3,2025-03-04
NOLSM32518544,3,Photo,0.935,16.838,14.916,19.854,201.192,90.107,501.05,4019.693,5024.912,4.986,91.324,30.016,18,4,2025-03-04
NOLSM32518545,1,Photo,0.829,16.513,14.957,20.104,199.778,90.2,499.982,3996.245,4995.327,4.92,91.045,30.03,18,5,2025-03-04
NOLSM32518546,1,Photo,1.09,16.233,14.901,20.107,199.178,90.057,499.213,3983.851,4979.963,5.031,90.959,29.966,18,6,2025-03-04
NOLSM32518547,1,Photo,1.237,16.976,14.919,19.868,198.972,89.952,498.908,3977.373,4972.038,4.768,91.258,30.055,18,7,2025-03-04
NOLSM32518548,2,Photo,1.075,17.363,14.973,20.177,199.226,89.973,499.259,3985.836,4982.076,5.275,90.648,30.073,18,8,2025-03-04
NOLSM32518549,2,Photo,1.221,16.769,14.844,19.997,197.747,90.012,497.84,3956.461,4945.569,5.07,90.639,29.986,18,9,2025-03-04
NOLSM32518550,3,Photo,0.614,16.71,14.911,19.944,199.118,90.131,499.173,3983.52,4979.826,4.959,91.219,30.06,18,10,2025-03-04
NOLSM32518551,3,Photo,1.155,15.987,14.792,20.189,199.249,90.137,499.158,3983.828,4979.81,4.994,91.237,30.05,18,11,2025-03-04
NOLSM32518552,3,Photo,0.855,15.557,15.197,20.148,199.449,89.904,499.219,3987.033,4983.799,5.108,91.245,30.154,18,12,2025-03-04
NOLSM32518553,1,Photo,0.872,16.927,15.097,20.032,199.817,90.111,499.71,3996.132,4995.152,5.007,91.632,29.93,18,13,2025-03-04
NOLSM32518554,1,Photo,0.807,16.659,15.326,20.052,200.258,89.944,500.369,4004.344,5005.578,5.014,91.387,30.103,18,14,2025-03-04
NOLSM32518555,1,Photo,0.973,16.6,15.015,19.969,200.072,90.124,500.235,4002.697,5003.477,4.768,91.966,30.114,18,15,2025-03-04
NOLSM32518556,2,Photo,0.747,16.922,14.948,20.053,200.694,90.239,500.786,4015.715,5019.944,5.005,91.468,29.951,18,16,2025-03-04
NOLSM32518557,2,Photo,0.885,16.039,15.249,19.942,200.246,90.011,500.089,4002.533,5003.346,5.073,91.776,30.035,18,17,2025-03-04
NOLSM32518558,3,Photo,1.135,16.962,14.965,20.008,200.457,90.018,500.319,4006.732,5008.336,5.079,91.789,29.957,18,18,2025-03-04
NOLSM32518559,3,Photo,0.893,16.797,14.838,19.943,200.566,90.088,500.422,4006.687,5008.349,4.838,91.649,30.008,18,19,2025-03-04
NOLSM32518560,3,Photo,0.969,17.211,14.961,19.992,200.956,90.064,501.05,4020.353,5025.432,4.933,91.851,30.04,18,20,2025-03-04
NOLSM32518561,1,Photo,0.814,16.684,15.144,19.942,201.329,90.042,501.555,4029.655,5036.861,4.986,91.936,29.9,18,21,2025-03-04
NOLSM32518562,1,Photo,0.681,16.708,14.916,19.913,201.174,90.056,501.185,4022.555,5028.337,4.954,92.341,29.884,18,22,2025-03-04
NOLSM32518563,1,Photo,0.89,16.207,15.026,19.98,201.928,89.963,502.214,4041.7,5051.914,4.962,91.739,30.089,18,23,2025-03-04
NOLSM32518564,2,Photo,0.757,17.255,15.017,19.903,200.427,90.024,500.277,4007.472,5009.396,5.063,92.255,29.861,18,24,2025-03-04
NOLSM32518565,2,Photo,0.926,17.247,15.046,20.128,200.8,90.062,500.703,4012.616,5015.948,4.939,91.81,29.853,18,25,2025-03-04
NOLSM32518566,2,Photo,0.814,17.234,14.98,19.909,200.241,90.038,500.43,4008.178,5010.299,4.909,91.918,30.05,18,26,2025-03-04
NOLSM32518567,3,Photo,0.943,16.317,15.126,20.163,200.76,90.064,500.849,4017.133,5021.266,5.022,91.942,30.056,18,27,2025-03-04
NOLSM32518568,1,Photo,1.879,16.599,15.276,20.111,204.276,90.115,501.363,4026.839,5033.691,4.952,92.004,29.769,19,28,2025-03-05
NOLSM32518569,1,Photo,1.793,16.579,14.927,19.867,204.584,90.053,501.472,4027.739,5034.869,5.092,92.749,30.074,19,29,2025-03-05
NOLSM32518570,1,Photo,1.857,15.601,15.107,20.108,203.218,89.944,501.085,4020.931,5026.187,5.047,92.965,30.045,19,30,2025-03-05
NOLSM32518571,1,Photo,0.866,16.159,14.931,19.943,195.599,90.131,502.229,4041.296,5051.73,5.103,92.089,30.071,19,31,2025-03-05
NOLSM32518572,1,Photo,1.361,16.892,14.903,19.917,196.523,90.074,501.7,4031.418,5039.388,5.004,91.679,30.152,19,32,2025-03-05
NOLSM32518573,1,Photo,0.92,16.669,14.779,20.032,196.598,90.019,500.855,4018.641,5023.015,5.005,91.655,29.918,19,33,2025-03-05
NOLSM32518574,1,Photo,0.957,17.027,15.077,19.932,197.595,90.109,500.344,4005.634,5007.151,4.912,91.329,30.045,19,34,2025-03-05
NOLSM32518575,1,Photo,1.383,16.382,14.906,20.021,197.828,90.171,499.58,3987.509,4984.746,4.903,91.376,29.976,19,35,2025-03-05
NOLSM32518576,1,Photo,1.979,17.182,14.832,20.055,197.133,90.066,499.066,3982.466,4978.083,4.964,91.621,29.997,19,36,2025-03-05
NOLSM32518577,1,Photo,1.698,17.036,15.044,19.803,197.843,90.259,499.968,3999.038,4998.625,5.005,90.975,29.928,19,37,2025-03-05
NOLSM32518578,1,Photo,0.445,16.512,14.99,20.091,196.898,89.958,498.927,3978.305,4972.699,5.123,90.928,29.953,19,38,2025-03-05
NOLSM32518579,1,Photo,0.85,16.436,14.925,20.097,197.637,89.9,497.992,3962.12,4952.841,5.03,91.385,30.018,19,39,2025-03-05
NOLSM32518580,1,Photo,1.725,17.408,15.081,19.954,198.091,90.059,499.894,4001.801,5002.439,5.217,91.404,29.975,19,40,2025-03-05
NOLSM32518581,1,Photo,2.029,16.066,15.182,20.145,199.046,90.106,499.4,3987.079,4983.736,4.912,90.728,29.887,19,41,2025-03-05
NOLSM32518582,1,Photo,1.698,18.897,14.879,20.097,198.286,89.975,498.261,3963.199,4953.893,5.086,91.264,29.928,19,42,2025-03-05
NOLSM32518583,1,Photo,0.93,18.94,14.88,20.082,198.898,89.944,500.37,4006.525,5008.173,4.802,91.226,30.246,19,43,2025-03-05
NOLSM32518584,1,Photo,1.543,13.695,14.925,20.125,202.005,90.198,499.44,3985.235,4981.594,4.909,90.916,30.031,19,44,2025-03-05
NOLSM32518585,1,Photo,0.955,18.97,14.929,19.87,203.036,90.126,499.288,3987.934,4984.915,4.882,90.653,30.143,19,45,2025-03-05
NOLSM32518586,1,Photo,0.825,20.674,15.14,20.066,202.44,90.07,502.834,4057.064,5071.444,5.189,93.094,30.065,19,46,2025-03-05
NOLSM32518587,1,Photo,1.447,11.168,15.082,19.95,202.885,90.084,503.439,4068.853,5086.041,5.224,93.66,30.02,19,47,2025-03-05
NOLSM32518588,1,Photo,2.017,15.391,14.929,20.144,203.016,90.052,503.996,4081.835,5102.302,5.258,93.969,30.015,19,48,2025-03-05
NOLSM32518589,1,Photo,1.365,12.488,14.74,20.141,205.531,90.029,505.584,4113.658,5141.997,5.157,92.408,29.909,19,49,2025-03-05
NOLSM32518590,1,Photo,0.598,19.725,14.938,19.996,202.651,89.939,502.701,4001.222,5063.301,4.932,93.068,30.029,19,50,2025-03-05
NOLSM32518591,1,Photo,0.806,15.988,14.991,19.937,203.766,89.921,503.812,4054.567,5093.251,5.158,93.424,30.013,19,51,2025-03-05
NOLSM32518592,1,Photo,0.74,17.667,15.175,19.851,204.265,89.999,504.409,3956.966,5111.354,5.149,93.477,29.944,19,52,2025-03-05
NOLSM32518593,1,Photo,1.206,16.552,15.071,20.156,204.51,89.948,504.728,4088.039,5115.201,5.052,93.06,29.898,19,53,2025-03-05
NOLSM32518594,1,Photo,0.949,16.618,14.802,20.03,202.733,90.052,502.695,4025.281,5068.39,5.15,92.722,29.99,19,54,2025-03-05
NOLSM32518595,3,Photo,0.454,16.691,15.127,19.885,201.516,90.018,501.488,4026.953,5033.613,5.148,92.115,30.046,19,1,2025-03-05
NOLSM32518596,3,Photo,0.7,16.619,14.842,19.984,201.267,89.921,501.435,4027.677,5034.679,5.061,92.474,30.016,19,2,2025-03-05
NOLSM32518597,1,Photo,0.754,15.827,15.175,19.964,200.968,90.042,500.997,4021.002,5026.332,4.987,92.915,30.006,19,3,2025-03-05
NOLSM32518598,1,Photo,0.587,16.103,14.923,20.037,202.109,89.898,501.902,4041.173,5051.803,5.054,92.293,29.79,19,4,2025-03-05
NOLSM32518599,1,Photo,0.826,16.76,14.865,19.762,201.586,90.024,501.659,4031.491,5039.338,4.94,91.558,29.955,19,5,2025-03-05
NOLSM32518600,2,Photo,1.063,16.701,14.972,20.019,200.79,90.283,500.962,4018.405,5023.095,5.016,91.685,29.928,19,6,2025-03-05
NOLSM32518601,2,Photo,0.936,17.006,14.958,19.993,200.446,89.843,500.424,4005.607,5006.987,4.903,91.411,30.154,19,7,2025-03-05
NOLSM32518602,2,Photo,0.815,16.453,14.894,20.013,199.356,89.983,499.398,3987.687,4984.492,4.917,91.468,29.906,19,8,2025-03-05
NOLSM32518603,3,Photo,0.926,17.168,14.959,20.054,199.037,90.071,499.213,3982.303,4978.195,4.974,91.536,30.01,19,9,2025-03-05
NOLSM32518604,3,Photo,0.838,16.938,15.015,19.983,199.841,89.916,500.114,3999.159,4998.752,5.072,90.926,30.116,19,10,2025-03-05
NOLSM32518605,3,Photo,1.111,16.403,14.961,19.836,198.869,90.038,498.902,3978.371,4972.684,4.891,90.76,30.052,19,11,2025-03-05
NOLSM32518606,1,Photo,1.17,16.435,14.964,20.119,198.169,89.969,497.881,3962.141,4952.684,5.004,91.373,30.081,19,12,2025-03-05
NOLSM32518607,1,Photo,0.746,17.24,15.237,20.104,200.124,90.041,500.158,4002.137,5002.432,4.975,91.53,29.959,19,13,2025-03-05
NOLSM32518608,1,Photo,1.082,18.031,14.939,20.002,199.255,89.955,499.418,3987.154,4983.911,5.188,90.831,29.805,19,14,2025-03-05
NOLSM32518609,2,Photo,0.92,16.919,14.937,19.993,198.107,90.011,498.183,3963.192,4953.845,4.932,91.365,30.147,19,15,2025-03-05
NOLSM32518610,2,Photo,0.726,16.972,14.965,20.051,200.213,90.023,500.283,4006.356,5008.178,5.143,90.937,29.935,19,16,2025-03-05
NOLSM32518611,2,Photo,1.063,15.915,15.122,20.068,199.302,89.92,499.083,3984.934,4981.545,5.136,90.938,30.127,19,17,2025-03-05
NOLSM32518612,3,Photo,1.065,16.36,15.184,20.043,199.457,90.007,499.411,3988.034,4985.046,4.957,90.688,30.13,19,18,2025-03-05
NOLSM32518613,3,Photo,0.565,16.982,15.266,20.031,202.741,90.095,502.768,4056.978,5071.433,4.955,93.101,29.948,19,19,2025-03-05
NOLSM32518614,3,Photo,0.941,17.478,15.128,19.919,203.412,89.943,503.197,4068.83,5086.055,5.152,93.615,30.031,19,20,2025-03-05
NOLSM32518615,1,Photo,0.985,17.472,14.925,19.952,204.037,90.225,503.872,4081.925,5102.123,5.124,93.853,29.841,19,21,2025-03-05
NOLSM32518616,1,Photo,0.742,16.89,14.758,20.035,205.651,89.912,505.689,4113.62,5142.064,5.124,92.524,30.252,19,22,2025-03-05
NOLSM32518617,1,Photo,0.849,16.635,14.753,19.981,202.383,89.936,502.298,4050.542,5063.013,4.976,93.052,30.043,19,23,2025-03-05
NOLSM32518618,2,Photo,0.986,16.608,14.707,20.101,203.565,89.987,503.511,4074.703,5093.207,5.043,93.191,29.972,19,24,2025-03-05
NOLSM32518619,2,Photo,0.91,16.944,15.098,19.968,204.418,89.989,504.501,4089.023,5111.223,4.998,93.724,30.08,19,25,2025-03-05
NOLSM32518620,3,Photo,1.086,16.673,14.934,20.154,204.569,90.031,504.612,4092.164,5115.139,5.094,93.062,30.021,19,26,2025-03-05
NOLSM32518621,3,Photo,0.806,16.601,14.979,19.804,202.85,90.118,502.704,4054.834,5068.073,5.107,92.742,29.983,19,27,2025-03-05
NOLSM32518622,2,Photo,0.732,16.38,15.181,19.932,202.42,89.945,502.467,4036.864,5058.556,4.78,92.441,30.04,20,28,2025-03-06
NOLSM32518623,2,Photo,0.939,15.855,15.003,20.009,201.882,90.017,501.708,4014.101,5045.142,5.004,92.613,29.99,20,29,2025-03-06
NOLSM32518624,2,Photo,0.809,16.909,15.041,19.887,202.972,89.802,503.082,3985.496,5076.997,5.209,92.362,29.987,20,30,2025-03-06
NOLSM32518625,2,Photo,0.644,16.454,14.796,20.142,202.018,90.019,502.096,4047.586,5052.133,5.027,93.417,30.018,20,31,2025-03-06
NOLSM32518626,2,Photo,0.918,16.554,14.904,20.127,204.575,90.085,504.539,3955.284,5112.873,5.064,92.958,29.877,20,32,2025-03-06
NOLSM32518627,2,Photo,0.983,16.314,15.084,19.977,202.748,90.105,502.963,4062.782,5074.856,4.944,93.313,29.967,20,33,2025-03-06
NOLSM32518628,2,Photo,0.893,16.967,15.145,20.047,203.721,90.07,503.794,4071.316,5093.283,5.245,92.887,30.069,20,34,2025-03-06
NOLSM32518629,2,Photo,1.069,16.676,14.954,20.093,203.195,90.116,503.183,3985.726,5082.775,5.222,93.216,30.183,20,35,2025-03-06
NOLSM32518630,2,Photo,1.034,16.863,15.217,19.927,203.95,90.05,503.978,3978.886,5097.127,5.166,92.976,30.071,20,36,2025-03-06
NOLSM32518631,2,Photo,1.331,17.75,15.083,20.084,203.998,89.956,503.895,4056.113,5097.887,4.981,93.507,29.898,20,37,2025-03-06
NOLSM32518632,2,Photo,1.242,16.231,14.895,19.997,204.409,90.086,504.476,4029.07,5109.879,4.979,93.697,29.956,20,38,2025-03-06
NOLSM32518633,2,Photo,0.957,17.01,14.718,19.934,203.932,89.969,504.106,3971.119,5099.747,4.993,92.909,30.025,20,39,2025-03-06
NOLSM32518634,2,Photo,0.961,15.687,15.109,19.865,203.149,89.966,503.317,4035.238,5082.482,5.05,93.431,30.015,20,40,2025-03-06
NOLSM32518635,2,Photo,1.076,15.949,14.873,19.993,204.105,90.13,504.001,3952.464,5100.529,5.232,93.605,30.017,20,41,2025-03-06
NOLSM32518636,2,Photo,1.038,16.557,14.911,19.943,204.456,89.931,504.456,3972.268,5112.436,5.121,93.669,30.063,20,42,2025-03-06
NOLSM32518637,2,Photo,0.997,17.402,14.997,20.187,205.256,90.007,505.201,4017.247,5130.59,5.164,93.389,30.06,20,43,2025-03-06
NOLSM32518638,2,Photo,1.217,17.329,14.835,20.142,204.446,89.923,504.384,4073.098,5111.681,5.096,93.515,30.134,20,44,2025-03-06
NOLSM32518639,2,Photo,1.041,17.439,15.123,19.995,203.872,89.88,504.039,4084.897,5097.863,5.109,93.463,29.904,20,45,2025-03-06
NOLSM32518640,2,Photo,0.859,16.319,15.078,20.11,204.434,89.874,504.648,4045.098,5115.211,5.1,93.29,29.984,20,46,2025-03-06
NOLSM32518641,2,Photo,0.998,16.423,14.998,20.017,203.583,90.03,503.764,4010.28,5094.6,5.124,93.353,29.973,20,47,2025-03-06
NOLSM32518642,2,Photo,0.799,16.397,15.09,19.987,204.428,90.109,504.362,4088.721,5111.162,5.099,93.651,29.99,20,48,2025-03-06
NOLSM32518643,2,Photo,0.963,16.067,15.033,19.913,204.497,89.701,504.447,4090.564,5112.93,5.136,93.286,29.922,20,49,2025-03-06
NOLSM32518644,2,Photo,1.05,17.125,14.876,20.032,203.724,89.981,503.542,4074.847,5093.722,5.059,93.455,30.063,20,50,2025-03-06
NOLSM32518645,2,Photo,0.906,17.265,15.186,19.871,204.117,89.838,504.125,4081.517,5101.815,5.006,93.017,29.945,20,51,2025-03-06
NOLSM32518646,2,Photo,0.877,16.724,14.874,20.06,203.455,89.965,503.527,4069.355,5086.699,5.135,93.316,29.933,20,52,2025-03-06
NOLSM32518647,2,Photo,0.887,16.628,15.003,20.14,203.942,89.882,503.927,4077.84,5097.079,5.186,93.594,29.983,20,53,2025-03-06
NOLSM32518648,2,Photo,1.152,17.275,15.065,19.955,204.893,90.05,505.1,4101.078,5126.325,5.169,93.366,30.004,20,54,2025-03-06
NOLSM32518649,3,Photo,0.624,16.443,15.045,19.975,202.436,90.035,502.429,4046.875,5058.664,5.152,92.475,29.857,20,1,2025-03-06
NOLSM32518650,1,Photo,0.765,15.882,15.108,19.999,201.832,89.935,501.718,4035.937,5044.898,5.113,92.765,29.936,20,2,2025-03-06
NOLSM32518651,1,Photo,0.809,16.667,15.133,20.007,203.278,90.036,502.886,4061.706,5077.16,5.136,92.249,30.022,20,3,2025-03-06
NOLSM32518652,1,Photo,0.691,16.467,15.015,20.002,202.165,89.946,502.229,4041.602,5052.135,5.137,93.353,29.939,20,4,2025-03-06
NOLSM32518653,2,Photo,0.834,16.365,15.038,20.008,204.53,90.042,504.617,4090.373,5113.054,5.088,93.251,30.092,20,5,2025-03-06
NOLSM32518654,2,Photo,0.76,16.221,15.265,20.12,202.918,90.043,502.943,4059.722,5074.75,5.004,93.333,29.826,20,6,2025-03-06
NOLSM32518655,3,Photo,1.099,16.904,14.95,20.21,203.611,90.054,503.622,4074.631,5093.205,4.984,92.752,29.91,20,7,2025-03-06
NOLSM32518656,3,Photo,1.161,16.473,15.065,20.129,203.422,89.836,503.387,4066.307,5082.505,5.276,93.21,30.017,20,8,2025-03-06
NOLSM32518657,3,Photo,0.928,16.986,14.901,19.823,203.858,90.017,503.877,4077.647,5097.41,5.115,92.991,30.059,20,9,2025-03-06
NOLSM32518658,1,Photo,1.128,17.788,15.08,19.885,203.99,89.945,504.032,4078.279,5097.836,5.233,93.695,29.989,20,10,2025-03-06
NOLSM32518659,1,Photo,1.112,16.434,15.085,19.869,204.322,90.038,504.427,4087.861,5109.756,5.005,93.59,30.142,20,11,2025-03-06
NOLSM32518660,1,Photo,0.906,17.015,15.118,20.055,204.119,90.091,504.071,4079.74,5099.777,5.088,92.923,30.022,20,12,2025-03-06
NOLSM32518661,2,Photo,0.972,15.841,15.05,19.94,203.332,90.031,503.456,4065.842,5082.195,5.011,93.287,30.15,20,13,2025-03-06
NOLSM32518662,2,Photo,0.962,16.213,15.003,20.101,204.08,89.751,504.147,4080.372,5100.562,5.31,93.452,30.014,20,14,2025-03-06
NOLSM32518663,2,Photo,0.917,16.599,14.832,20.221,204.442,89.932,504.605,4090.083,5112.608,5.107,93.867,30.068,20,15,2025-03-06
NOLSM32518664,3,Photo,1.247,17.515,14.951,20.006,205.24,90.081,505.228,4104.5,5130.7,5.289,93.699,30.084,20,16,2025-03-06
NOLSM32518665,3,Photo,1.006,17.071,15.017,19.943,204.47,90.009,504.415,4089.476,5111.993,5.059,93.39,29.882,20,17,2025-03-06
NOLSM32518666,3,Photo,0.834,17.264,14.993,19.928,203.768,90.115,503.903,4078.313,5097.875,5.106,93.589,30.046,20,18,2025-03-06
NOLSM32518667,1,Photo,1.166,16.606,14.807,19.876,204.569,89.965,504.63,4092.076,5114.935,5.115,93.526,29.944,20,19,2025-03-06
NOLSM32518668,1,Photo,0.828,16.599,14.788,19.827,203.767,90.118,503.869,4075.648,5094.803,5.137,93.368,30.009,20,20,2025-03-06
NOLSM32518669,1,Photo,0.844,16.421,15.067,20.095,204.466,90.037,504.401,4088.76,5111.307,5.201,93.523,29.963,20,21,2025-03-06
NOLSM32518670,2,Photo,0.769,16.175,15.042,19.996,204.587,89.918,504.674,4090.176,5112.996,4.987,93.394,30.069,20,22,2025-03-06
NOLSM32518671,2,Photo,0.92,17.256,15.03,19.958,203.462,89.978,503.759,4074.897,5093.335,5.135,93.501,30.057,20,23,2025-03-06
NOLSM32518672,2,Photo,0.949,16.893,14.907,19.777,203.945,89.837,504.05,4081.516,5101.941,5.128,92.714,29.873,20,24,2025-03-06
NOLSM32518673,3,Photo,1.034,16.648,15.016,19.959,203.395,90.047,503.49,4069.374,5086.621,5.177,93.218,29.904,20,25,2025-03-06
NOLSM32518674,3,Photo,0.647,16.643,15.03,20.178,203.782,89.963,503.891,4077.742,5097.255,5.033,93.487,30.06,20,26,2025-03-06
NOLSM32518675,1,Photo,0.877,17.24,15.053,20.057,205.126,89.983,505.102,4101.069,5126.517,5.164,93.601,30.101,20,27,2025-03-06
NOLSM32518676,1,Photo,1.685,13.849,15.202,19.915,198.964,90.085,504.519,4082.543,5184.782,5.007,91.079,30.087,1,28,2025-03-07
NOLSM32518677,1,Photo,1.068,14.658,14.999,20.062,198.735,90.029,492.302,3960.689,5065.266,5.141,92.308,29.884,1,29,2025-03-07
NOLSM32518678,1,Photo,1.536,19.088,14.982,19.782,202.232,89.944,499.871,3981.59,4873.44,5.249,91.716,29.913,1,30,2025-03-07
NOLSM32518679,1,Photo,1.314,16.304,14.918,20.086,199.674,89.931,505.182,3922.073,5131.893,4.898,91.867,29.971,1,31,2025-03-07
NOLSM32518680,1,Photo,1.169,13.969,14.702,19.952,204.586,90.049,501.743,4124.075,5108.421,5.192,91.267,29.836,1,32,2025-03-07
NOLSM32518681,1,Photo,1.494,11.891,15.239,19.821,201.962,89.983,502.323,4001.16,5030.898,4.996,91.807,30.138,1,33,2025-03-07
NOLSM32518682,1,Photo,1.287,16.261,15.177,20.043,205.446,90.032,507.124,4054.47,4965.159,5.112,92.094,30.04,1,34,2025-03-07
NOLSM32518683,1,Photo,1.324,12.605,14.97,20.09,202.519,90.033,501.397,3957.098,5075.462,4.968,92.314,30.085,1,35,2025-03-07
NOLSM32518684,1,Photo,1.96,13.31,15.046,19.972,202.311,89.917,503.399,4088.083,5099.934,4.938,92.574,30.048,1,36,2025-03-07
NOLSM32518685,1,Photo,2.058,11.48,15.132,20.02,200.62,89.868,501.51,4025.601,5049.767,4.973,91.369,29.923,1,37,2025-03-07
NOLSM32518686,1,Photo,1.614,18.563,14.884,20.007,201.98,89.908,501.031,4036.865,5087.556,4.885,92.347,30.119,1,38,2025-03-07
NOLSM32518687,1,Photo,1.017,11.957,15.089,19.916,200.305,89.916,501.562,4014.195,4947.231,5.127,93.588,30.091,1,39,2025-03-07
NOLSM32518688,1,Photo,1.505,15.365,14.987,20.021,198.871,90.028,497.297,3985.81,5137.369,5.102,91.663,30.084,1,40,2025-03-07
NOLSM32518689,1,Photo,0.935,18.42,15.046,19.98,197.845,89.889,500.14,4047.616,4947.511,5.018,94.434,29.982,1,41,2025-03-07
NOLSM32518690,1,Photo,0.722,15.885,14.904,19.828,194.065,89.952,501.282,3955.227,4983.799,4.949,92.577,29.966,1,42,2025-03-07
NOLSM32518691,1,Photo,1.193,15.878,15.197,20.167,199.636,89.923,496.535,4062.918,4931.468,5.126,94.09,29.974,1,43,2025-03-07
NOLSM32518692,1,Photo,2.035,13.648,14.962,20.086,198.517,89.893,501.604,4071.684,5053.127,5.133,93.331,30.027,1,44,2025-03-07
NOLSM32518693,1,Photo,1.379,13.891,14.869,20.197,198.509,90.098,496.036,3985.667,4979.434,5.044,90.175,30.009,1,45,2025-03-07
NOLSM32518694,1,Photo,0.55,13.4,15.173,19.979,202.889,89.997,500.332,3978.767,4940.85,5.113,91.495,29.792,1,46,2025-03-07
NOLSM32518695,1,Photo,0.8,15.127,14.88,20.115,202.127,90.056,502.164,4056.015,4959.088,5.222,90.803,30.027,1,47,2025-03-07
NOLSM32518696,1,Photo,1.696,16.345,15.057,20.084,200.102,89.854,503.464,4029.056,4990.292,4.904,90.277,29.949,1,48,2025-03-07
NOLSM32518697,1,Photo,1.873,14.543,15.04,20.116,202.972,90.088,498.266,3971.389,5038.916,4.865,91.192,29.881,1,49,2025-03-07
NOLSM32518698,1,Photo,1.714,16.917,15.024,19.993,197.895,89.784,495.471,4035.412,5098.582,5.048,90.506,30.039,1,50,2025-03-07
NOLSM32518699,1,Photo,0.914,17.978,14.769,19.873,200.784,89.866,494.299,3952.843,5052.128,4.927,90.249,30.066,1,51,2025-03-07
NOLSM32518700,1,Photo,1.548,19.925,14.932,20.025,200.6,90.134,498.272,3972.376,5047.7,5.107,91.079,29.993,1,52,2025-03-07
NOLSM32518701,1,Photo,1.052,17.622,14.97,19.937,198.76,89.871,505.877,4017.193,5018.733,4.959,90.367,29.926,1,53,2025-03-07
NOLSM32518702,1,Photo,0.911,20.085,15.108,20.017,199.001,90.232,502.52,4072.736,5016.34,5.305,88.942,30.074,1,54,2025-03-07
