No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM32519781,1,Oxidation,dry,1157.31,O2,32.8,0.17,14,711.62,11,53,2025-03-17
NOLSM32519782,1,Oxidation,dry,1262.24,O2,35.01,0.1,98,710.03,11,54,2025-03-17
NOLSM32519783,2,Oxidation,wet,1291.5,H2O,44.73,0.1,21,717.14,31,28,2025-03-17
NOLSM32519784,2,Oxidation,wet,1282.79,H2O,44.62,0.22,20,707.93,31,29,2025-03-17
NOLSM32519785,2,Oxidation,wet,1280.61,H2O,44.51,0.16,17,711.14,31,30,2025-03-17
NOLSM32519786,2,Oxidation,wet,1274.76,H2O,44.54,0.26,19,704.39,31,31,2025-03-17
NOLSM32519787,2,Oxidation,wet,1268.47,H2O,44.76,0.14,14,695.84,31,32,2025-03-17
NOLSM32519788,2,Oxidation,wet,1281.41,H2O,44.66,0.15,19,712.01,31,33,2025-03-17
NOLSM32519789,2,Oxidation,wet,1282.3,H2O,44.57,0.32,19,705.74,31,34,2025-03-17
NOLSM32519790,2,Oxidation,wet,1276.82,H2O,44.63,0.23,17,710.79,31,35,2025-03-17
NOLSM32519791,2,Oxidation,wet,1291.77,H2O,44.67,0.17,18,710.73,31,36,2025-03-17
NOLSM32519792,2,Oxidation,wet,1276.14,H2O,44.5,0.39,17,713.88,31,37,2025-03-17
NOLSM32519793,2,Oxidation,wet,1277.34,H2O,44.73,0.17,19,707.57,31,38,2025-03-17
NOLSM32519794,2,Oxidation,wet,1275.4,H2O,44.85,0.15,19,705.77,31,39,2025-03-17
NOLSM32519795,2,Oxidation,wet,1281.23,H2O,44.53,0.2,18,710.61,31,40,2025-03-17
NOLSM32519796,2,Oxidation,wet,1276.81,H2O,44.72,0.26,21,703.64,31,41,2025-03-17
NOLSM32519797,2,Oxidation,wet,1267.18,H2O,44.6,0.28,20,699.22,31,42,2025-03-17
NOLSM32519798,2,Oxidation,wet,1281.08,H2O,44.69,0.2,21,711.58,31,43,2025-03-17
NOLSM32519799,2,Oxidation,wet,1284.72,H2O,44.88,0.28,20,701.22,31,44,2025-03-17
NOLSM32519800,2,Oxidation,wet,1275.11,H2O,44.92,0.34,21,712.63,31,45,2025-03-17
NOLSM32519801,2,Oxidation,wet,1285.21,H2O,44.92,0.14,22,716.48,31,46,2025-03-17
NOLSM32519802,2,Oxidation,wet,1288.67,H2O,44.95,0.26,22,702.28,31,47,2025-03-17
NOLSM32519803,2,Oxidation,wet,1279.49,H2O,45.0,0.23,22,715.43,31,48,2025-03-17
NOLSM32519804,2,Oxidation,wet,1281.58,H2O,44.73,0.3,24,703.87,31,49,2025-03-17
NOLSM32519805,2,Oxidation,wet,1285.91,H2O,44.86,0.14,24,695.63,31,50,2025-03-17
NOLSM32519806,2,Oxidation,wet,1279.21,H2O,44.8,0.27,26,717.98,31,51,2025-03-17
NOLSM32519807,2,Oxidation,wet,1287.23,H2O,44.91,0.24,27,713.53,31,52,2025-03-17
NOLSM32519808,2,Oxidation,wet,1292.15,H2O,44.95,0.18,25,720.42,31,53,2025-03-17
NOLSM32519809,2,Oxidation,wet,1290.78,H2O,44.86,0.15,26,711.92,31,54,2025-03-17
NOLSM32519810,3,Oxidation,dry,1165.63,O2,40.22,0.28,195,709.94,11,1,2025-03-17
NOLSM32519811,3,Oxidation,dry,1033.55,O2,32.18,0.06,86,706.16,11,2,2025-03-17
NOLSM32519812,3,Oxidation,dry,1063.29,O2,43.06,0.17,101,707.07,11,3,2025-03-17
NOLSM32519813,3,Oxidation,wet,959.9,H2O,27.16,0.06,20,705.63,11,4,2025-03-17
NOLSM32519814,1,Oxidation,wet,984.7,H2O,33.36,0.3,88,715.26,11,5,2025-03-17
NOLSM32519815,1,Oxidation,wet,998.67,H2O,35.02,0.31,102,691.4,11,6,2025-03-17
NOLSM32519816,1,Oxidation,wet,1089.88,H2O,30.17,0.11,69,709.91,11,7,2025-03-17
NOLSM32519817,1,Oxidation,wet,1206.03,H2O,39.47,0.28,122,714.96,11,8,2025-03-17
NOLSM32519818,1,Oxidation,wet,1044.34,H2O,32.04,0.06,109,697.22,11,9,2025-03-17
NOLSM32519819,1,Oxidation,dry,1082.94,O2,30.3,0.3,95,695.67,11,10,2025-03-17
NOLSM32519820,1,Oxidation,wet,1070.19,H2O,38.89,0.13,75,714.21,11,11,2025-03-17
NOLSM32519821,1,Oxidation,dry,1145.66,O2,30.85,0.13,132,711.96,11,12,2025-03-17
NOLSM32519822,1,Oxidation,wet,1067.07,H2O,39.91,0.06,52,708.12,11,13,2025-03-17
NOLSM32519823,2,Oxidation,dry,907.04,O2,36.94,0.28,75,707.23,11,14,2025-03-17
NOLSM32519824,2,Oxidation,dry,1156.66,O2,31.83,0.11,112,721.04,11,15,2025-03-17
NOLSM32519825,2,Oxidation,dry,1027.93,O2,36.0,0.23,130,717.27,11,16,2025-03-17
NOLSM32519826,2,Oxidation,dry,1091.3,O2,44.92,0.16,141,713.57,11,17,2025-03-17
NOLSM32519827,2,Oxidation,dry,1287.43,O2,28.98,0.3,117,714.27,11,18,2025-03-17
NOLSM32519828,2,Oxidation,dry,1045.54,O2,34.81,0.15,167,701.73,11,19,2025-03-17
NOLSM32519829,2,Oxidation,wet,1011.16,H2O,35.02,0.34,99,703.85,11,20,2025-03-17
NOLSM32519830,2,Oxidation,wet,1100.03,H2O,28.94,0.34,110,709.36,11,21,2025-03-17
NOLSM32519831,2,Oxidation,dry,1165.82,O2,33.37,0.13,110,703.03,11,22,2025-03-17
NOLSM32519832,3,Oxidation,wet,910.86,H2O,30.8,0.2,74,698.17,11,23,2025-03-17
NOLSM32519833,3,Oxidation,dry,1076.71,O2,35.63,0.23,132,710.21,11,24,2025-03-17
NOLSM32519834,3,Oxidation,wet,1016.61,H2O,34.49,0.11,212,704.73,11,25,2025-03-17
NOLSM32519835,3,Oxidation,dry,1148.2,O2,32.8,0.25,14,725.29,11,26,2025-03-17
NOLSM32519836,3,Oxidation,dry,1260.23,O2,35.07,0.05,98,698.46,11,27,2025-03-17
NOLSM32519837,2,Oxidation,wet,1276.94,H2O,44.55,0.34,21,717.18,31,1,2025-03-17
NOLSM32519838,2,Oxidation,wet,1267.76,H2O,44.59,0.33,20,707.77,31,2,2025-03-17
NOLSM32519839,2,Oxidation,wet,1276.63,H2O,44.81,0.17,17,711.23,31,3,2025-03-17
NOLSM32519840,2,Oxidation,wet,1274.34,H2O,44.51,0.07,19,704.23,31,4,2025-03-17
NOLSM32519841,2,Oxidation,wet,1268.18,H2O,44.72,0.1,14,695.81,31,5,2025-03-17
NOLSM32519842,3,Oxidation,wet,1278.13,H2O,44.8,0.19,19,712.11,31,6,2025-03-17
NOLSM32519843,3,Oxidation,wet,1276.13,H2O,44.65,0.05,19,705.74,31,7,2025-03-17
NOLSM32519844,3,Oxidation,wet,1268.72,H2O,44.58,0.35,17,710.85,31,8,2025-03-17
NOLSM32519845,3,Oxidation,wet,1280.53,H2O,44.66,0.12,18,710.64,31,9,2025-03-17
NOLSM32519846,3,Oxidation,wet,1273.92,H2O,44.58,0.37,17,713.95,31,10,2025-03-17
NOLSM32519847,3,Oxidation,wet,1271.58,H2O,44.48,0.08,19,707.25,31,11,2025-03-17
NOLSM32519848,3,Oxidation,wet,1274.06,H2O,44.77,0.1,19,705.75,31,12,2025-03-17
NOLSM32519849,1,Oxidation,wet,1270.76,H2O,44.51,0.08,18,710.64,31,13,2025-03-17
NOLSM32519850,1,Oxidation,wet,1271.65,H2O,44.8,0.32,21,703.81,31,14,2025-03-17
NOLSM32519851,1,Oxidation,wet,1266.65,H2O,44.8,0.12,20,699.38,31,15,2025-03-17
NOLSM32519852,1,Oxidation,wet,1272.89,H2O,44.76,0.39,21,711.68,31,16,2025-03-17
NOLSM32519853,1,Oxidation,wet,1270.99,H2O,44.63,0.25,20,701.17,31,17,2025-03-17
NOLSM32519854,1,Oxidation,wet,1268.48,H2O,44.88,-0.07,21,712.72,31,18,2025-03-17
NOLSM32519855,1,Oxidation,wet,1282.2,H2O,44.92,0.38,22,716.57,31,19,2025-03-17
NOLSM32519856,1,Oxidation,wet,1270.19,H2O,45.05,0.24,22,702.21,31,20,2025-03-17
NOLSM32519857,2,Oxidation,wet,1272.99,H2O,45.06,0.25,22,715.53,31,21,2025-03-17
NOLSM32519858,2,Oxidation,wet,1267.91,H2O,44.73,0.22,24,703.95,31,22,2025-03-17
NOLSM32519859,2,Oxidation,wet,1275.85,H2O,44.75,0.09,24,715.27,31,23,2025-03-17
NOLSM32519860,2,Oxidation,wet,1273.46,H2O,44.74,0.21,26,717.96,31,24,2025-03-17
NOLSM32519861,2,Oxidation,wet,1272.96,H2O,45.01,0.12,27,713.59,31,25,2025-03-17
NOLSM32519862,2,Oxidation,wet,1280.18,H2O,44.92,0.23,25,720.47,31,26,2025-03-17
NOLSM32519863,2,Oxidation,wet,1270.91,H2O,44.81,0.2,26,712.24,31,27,2025-03-17
NOLSM32519864,1,Oxidation,dry,1036.91,O2,28.44,0.25,71,693.72,12,28,2025-03-18
NOLSM32519865,1,Oxidation,wet,1120.27,H2O,29.55,0.13,60,699.3,12,29,2025-03-18
NOLSM32519866,1,Oxidation,dry,1008.96,O2,32.22,0.04,48,701.14,12,30,2025-03-18
NOLSM32519867,1,Oxidation,dry,1172.31,O2,35.18,0.34,41,701.24,12,31,2025-03-18
NOLSM32519868,1,Oxidation,dry,1109.63,O2,32.98,0.16,101,717.08,12,32,2025-03-18
NOLSM32519869,1,Oxidation,dry,1077.4,O2,31.84,0.29,100,699.93,12,33,2025-03-18
NOLSM32519870,1,Oxidation,dry,1102.91,O2,39.6,0.07,26,712.41,12,34,2025-03-18
NOLSM32519871,1,Oxidation,dry,1203.73,O2,32.97,0.2,112,714.84,12,35,2025-03-18
NOLSM32519872,1,Oxidation,wet,1073.44,H2O,38.13,0.35,60,706.85,12,36,2025-03-18
NOLSM32519873,1,Oxidation,wet,1117.86,H2O,39.94,0.08,73,727.68,12,37,2025-03-18
NOLSM32519874,1,Oxidation,dry,1175.46,O2,35.63,0.13,18,710.2,12,38,2025-03-18
NOLSM32519875,1,Oxidation,wet,1103.43,H2O,28.43,0.39,145,716.27,12,39,2025-03-18
NOLSM32519876,1,Oxidation,dry,1066.14,O2,34.56,0.42,205,714.75,12,40,2025-03-18
NOLSM32519877,1,Oxidation,dry,1113.99,O2,34.93,0.34,180,720.57,12,41,2025-03-18
NOLSM32519878,1,Oxidation,dry,1017.29,O2,32.54,0.26,134,711.51,12,42,2025-03-18
NOLSM32519879,1,Oxidation,dry,1053.84,O2,38.06,0.27,103,719.26,12,43,2025-03-18
NOLSM32519880,1,Oxidation,dry,1235.61,O2,33.84,0.26,136,702.37,12,44,2025-03-18
NOLSM32519881,1,Oxidation,wet,1047.93,H2O,29.07,0.09,89,699.23,12,45,2025-03-18
NOLSM32519882,1,Oxidation,wet,1106.09,H2O,49.82,0.35,97,705.0,12,46,2025-03-18
NOLSM32519883,1,Oxidation,dry,1119.44,O2,32.41,0.36,65,706.43,12,47,2025-03-18
NOLSM32519884,1,Oxidation,dry,1255.77,O2,32.91,0.29,231,710.95,12,48,2025-03-18
NOLSM32519885,1,Oxidation,dry,1154.31,O2,36.68,0.21,138,710.07,12,49,2025-03-18
NOLSM32519886,1,Oxidation,dry,1192.96,O2,35.39,0.28,104,701.49,12,50,2025-03-18
NOLSM32519887,1,Oxidation,dry,1020.25,O2,36.78,0.06,90,713.62,12,51,2025-03-18
NOLSM32519888,1,Oxidation,dry,1131.21,O2,25.64,0.29,121,712.67,12,52,2025-03-18
NOLSM32519889,1,Oxidation,dry,1055.84,O2,42.39,0.13,89,714.38,12,53,2025-03-18
NOLSM32519890,1,Oxidation,dry,1095.37,O2,31.36,0.15,45,715.41,12,54,2025-03-18
NOLSM32519891,2,Oxidation,wet,1282.24,H2O,44.77,0.2,22,695.83,32,28,2025-03-18
NOLSM32519892,2,Oxidation,wet,1290.71,H2O,44.91,0.13,25,723.3,32,29,2025-03-18
NOLSM32519893,2,Oxidation,wet,1293.44,H2O,45.04,0.27,26,720.59,32,30,2025-03-18
NOLSM32519894,2,Oxidation,wet,1279.39,H2O,45.25,0.26,26,722.07,32,31,2025-03-18
NOLSM32519895,2,Oxidation,wet,1289.9,H2O,45.27,0.26,27,720.18,32,32,2025-03-18
NOLSM32519896,2,Oxidation,wet,1285.38,H2O,33.09,0.01,24,706.14,32,33,2025-03-18
NOLSM32519897,2,Oxidation,wet,1288.2,H2O,31.89,0.19,23,712.27,32,34,2025-03-18
NOLSM32519898,2,Oxidation,wet,1281.95,H2O,39.54,0.15,21,710.49,32,35,2025-03-18
NOLSM32519899,2,Oxidation,wet,1288.53,H2O,32.9,0.12,21,708.52,32,36,2025-03-18
NOLSM32519900,2,Oxidation,wet,1291.06,H2O,38.1,0.2,22,712.93,32,37,2025-03-18
NOLSM32519901,2,Oxidation,wet,1291.75,H2O,39.84,0.25,21,715.45,32,38,2025-03-18
NOLSM32519902,2,Oxidation,wet,1268.69,H2O,45.17,0.27,22,707.17,32,39,2025-03-18
NOLSM32519903,2,Oxidation,wet,1281.2,H2O,45.29,0.09,21,712.98,32,40,2025-03-18
NOLSM32519904,2,Oxidation,wet,1288.65,H2O,45.44,0.17,20,711.99,32,41,2025-03-18
NOLSM32519905,2,Oxidation,wet,1287.37,H2O,45.2,0.28,22,716.0,32,42,2025-03-18
NOLSM32519906,3,Oxidation,dry,1021.23,O2,28.44,0.16,71,693.83,12,1,2025-03-18
NOLSM32519907,3,Oxidation,wet,1101.74,H2O,29.7,0.06,60,699.4,12,2,2025-03-18
NOLSM32519908,1,Oxidation,dry,1003.09,O2,31.87,0.34,48,701.2,12,3,2025-03-18
NOLSM32519909,1,Oxidation,dry,1164.64,O2,35.15,0.33,41,701.37,12,4,2025-03-18
NOLSM32519910,1,Oxidation,dry,1103.58,O2,34.08,0.25,101,717.04,12,5,2025-03-18
NOLSM32519911,1,Oxidation,dry,1070.47,O2,37.05,0.14,100,699.78,12,6,2025-03-18
NOLSM32519912,1,Oxidation,dry,1089.61,O2,39.85,0.3,26,712.31,12,7,2025-03-18
NOLSM32519913,1,Oxidation,dry,1190.07,O2,42.8,0.11,112,714.74,12,8,2025-03-18
NOLSM32519914,1,Oxidation,wet,1064.03,H2O,38.17,0.15,60,706.95,12,9,2025-03-18
NOLSM32519915,1,Oxidation,wet,1100.13,H2O,34.98,0.26,73,727.75,12,10,2025-03-18
NOLSM32519916,1,Oxidation,dry,1160.29,O2,34.58,0.37,18,710.03,12,11,2025-03-18
NOLSM32519917,2,Oxidation,wet,1087.33,H2O,28.16,0.28,145,716.47,12,12,2025-03-18
NOLSM32519918,2,Oxidation,dry,1055.03,O2,29.99,0.22,205,714.58,12,13,2025-03-18
NOLSM32519919,2,Oxidation,dry,1096.76,O2,38.42,0.28,180,720.53,12,14,2025-03-18
NOLSM32519920,2,Oxidation,dry,1001.03,O2,45.02,0.24,134,711.4,12,15,2025-03-18
NOLSM32519921,2,Oxidation,dry,1043.31,O2,25.64,0.35,103,719.25,12,16,2025-03-18
NOLSM32519922,2,Oxidation,dry,1229.16,O2,41.41,0.29,136,702.38,12,17,2025-03-18
NOLSM32519923,2,Oxidation,wet,1033.1,H2O,32.58,0.01,89,699.29,12,18,2025-03-18
NOLSM32519924,2,Oxidation,wet,1093.0,H2O,21.85,0.24,97,704.92,12,19,2025-03-18
NOLSM32519925,3,Oxidation,dry,1114.67,O2,34.25,0.29,65,706.34,12,20,2025-03-18
NOLSM32519926,3,Oxidation,dry,1237.44,O2,36.3,0.09,231,711.11,12,21,2025-03-18
NOLSM32519927,3,Oxidation,dry,1136.91,O2,31.07,0.22,138,710.06,12,22,2025-03-18
NOLSM32519928,3,Oxidation,dry,1187.71,O2,36.84,0.36,104,701.54,12,23,2025-03-18
NOLSM32519929,3,Oxidation,dry,1013.92,O2,27.18,0.13,90,714.44,12,24,2025-03-18
NOLSM32519930,3,Oxidation,dry,1126.71,O2,32.51,0.02,121,708.57,12,25,2025-03-18
NOLSM32519931,3,Oxidation,dry,1054.96,O2,40.9,0.2,89,706.62,12,26,2025-03-18
NOLSM32519932,3,Oxidation,dry,1094.88,O2,40.23,0.27,45,711.91,12,27,2025-03-18
NOLSM32519933,2,Oxidation,wet,1275.98,H2O,44.9,0.19,22,717.46,32,1,2025-03-18
NOLSM32519934,2,Oxidation,wet,1273.28,H2O,44.99,0.15,25,723.37,32,2,2025-03-18
NOLSM32519935,3,Oxidation,wet,1278.96,H2O,44.98,0.13,26,720.68,32,3,2025-03-18
NOLSM32519936,3,Oxidation,wet,1275.73,H2O,45.13,0.17,26,722.06,32,4,2025-03-18
NOLSM32519937,3,Oxidation,wet,1273.96,H2O,45.21,0.17,27,720.35,32,5,2025-03-18
NOLSM32519938,3,Oxidation,wet,1269.39,H2O,44.83,0.12,24,706.19,32,6,2025-03-18
NOLSM32519939,3,Oxidation,wet,1273.63,H2O,44.9,0.28,23,712.43,32,7,2025-03-18
NOLSM32519940,3,Oxidation,wet,1272.22,H2O,45.22,0.23,21,710.52,32,8,2025-03-18
NOLSM32519941,3,Oxidation,wet,1280.81,H2O,45.27,0.24,21,708.49,32,9,2025-03-18
NOLSM32519942,3,Oxidation,wet,1275.31,H2O,44.98,0.2,22,712.98,32,10,2025-03-18
NOLSM32519943,3,Oxidation,wet,1274.97,H2O,45.3,0.31,21,715.34,32,11,2025-03-18
NOLSM32519944,1,Oxidation,wet,1268.24,H2O,45.12,0.28,22,707.18,32,12,2025-03-18
NOLSM32519945,1,Oxidation,wet,1279.2,H2O,45.15,0.24,21,712.97,32,13,2025-03-18
NOLSM32519946,1,Oxidation,wet,1272.68,H2O,45.28,0.2,20,712.01,32,14,2025-03-18
NOLSM32519947,1,Oxidation,wet,1278.1,H2O,45.29,0.17,22,716.33,32,15,2025-03-18
NOLSM32519948,2,Oxidation,dry,1214.34,O2,26.61,0.18,120,713.04,13,28,2025-03-19
NOLSM32519949,2,Oxidation,dry,978.04,O2,30.95,0.13,137,714.42,13,29,2025-03-19
NOLSM32519950,2,Oxidation,dry,1176.05,O2,31.1,0.22,116,710.09,13,30,2025-03-19
NOLSM32519951,2,Oxidation,dry,933.4,O2,30.81,0.07,143,710.54,13,31,2025-03-19
NOLSM32519952,2,Oxidation,wet,1140.63,H2O,31.4,0.36,76,711.68,13,32,2025-03-19
NOLSM32519953,2,Oxidation,dry,1311.27,O2,41.01,0.07,114,710.22,13,33,2025-03-19
NOLSM32519954,2,Oxidation,dry,938.11,O2,30.28,0.27,116,714.41,13,34,2025-03-19
NOLSM32519955,2,Oxidation,dry,1033.86,O2,30.46,0.05,218,700.64,13,35,2025-03-19
NOLSM32519956,2,Oxidation,wet,1154.55,H2O,32.29,0.17,119,715.65,13,36,2025-03-19
NOLSM32519957,2,Oxidation,wet,992.29,H2O,35.34,0.34,-2,687.53,13,37,2025-03-19
NOLSM32519958,2,Oxidation,wet,1080.04,H2O,35.17,0.28,144,722.61,13,38,2025-03-19
NOLSM32519959,2,Oxidation,wet,1032.68,H2O,38.32,0.26,58,721.66,13,39,2025-03-19
NOLSM32519960,2,Oxidation,wet,1022.36,H2O,32.68,0.23,144,708.96,13,40,2025-03-19
NOLSM32519961,2,Oxidation,dry,1132.02,O2,38.07,0.31,119,702.46,13,41,2025-03-19
NOLSM32519962,2,Oxidation,dry,1158.35,O2,26.67,0.22,118,702.23,13,42,2025-03-19
NOLSM32519963,2,Oxidation,dry,1128.64,O2,35.96,0.3,98,715.43,13,43,2025-03-19
NOLSM32519964,2,Oxidation,dry,937.51,O2,35.59,0.24,94,708.43,13,44,2025-03-19
NOLSM32519965,2,Oxidation,wet,1253.45,H2O,25.26,0.13,174,720.62,13,45,2025-03-19
NOLSM32519966,2,Oxidation,dry,921.05,O2,36.27,0.38,70,711.49,13,46,2025-03-19
NOLSM32519967,2,Oxidation,dry,1106.81,O2,37.53,0.23,87,706.02,13,47,2025-03-19
NOLSM32519968,2,Oxidation,dry,1168.46,O2,32.78,0.2,113,702.42,13,48,2025-03-19
NOLSM32519969,2,Oxidation,wet,1144.43,H2O,31.89,0.19,106,701.66,13,49,2025-03-19
NOLSM32519970,2,Oxidation,dry,1121.47,O2,39.38,0.2,50,711.9,13,50,2025-03-19
NOLSM32519971,2,Oxidation,wet,1264.82,H2O,32.95,0.11,112,696.95,13,51,2025-03-19
NOLSM32519972,2,Oxidation,wet,980.39,H2O,38.16,0.14,78,706.12,13,52,2025-03-19
NOLSM32519973,2,Oxidation,dry,1078.12,O2,39.93,0.38,80,707.15,13,53,2025-03-19
NOLSM32519974,2,Oxidation,dry,1054.07,O2,35.46,0.09,89,715.99,13,54,2025-03-19
NOLSM32519975,3,Oxidation,dry,1198.42,O2,26.62,0.09,120,705.14,13,1,2025-03-19
NOLSM32519976,1,Oxidation,dry,959.17,O2,30.8,0.21,137,690.77,13,2,2025-03-19
NOLSM32519977,1,Oxidation,dry,1175.66,O2,31.03,0.06,116,702.7,13,3,2025-03-19
NOLSM32519978,1,Oxidation,dry,927.45,O2,30.98,0.11,143,703.95,13,4,2025-03-19
NOLSM32519979,1,Oxidation,wet,1121.05,H2O,31.35,0.26,76,707.72,13,5,2025-03-19
NOLSM32519980,1,Oxidation,dry,1310.73,O2,40.9,0.15,114,712.04,13,6,2025-03-19
NOLSM32519981,1,Oxidation,dry,933.3,O2,30.3,0.16,116,714.56,13,7,2025-03-19
NOLSM32519982,1,Oxidation,dry,1033.36,O2,30.39,0.16,218,700.94,13,8,2025-03-19
NOLSM32519983,1,Oxidation,wet,1136.96,H2O,32.12,0.08,119,715.33,13,9,2025-03-19
NOLSM32519984,1,Oxidation,wet,978.13,H2O,35.32,0.12,-2,687.48,13,10,2025-03-19
NOLSM32519985,2,Oxidation,wet,1077.44,H2O,35.23,0.33,144,722.62,13,11,2025-03-19
NOLSM32519986,2,Oxidation,wet,1013.65,H2O,38.17,0.35,58,721.59,13,12,2025-03-19
NOLSM32519987,2,Oxidation,wet,1014.34,H2O,32.82,0.25,144,708.84,13,13,2025-03-19
NOLSM32519988,2,Oxidation,dry,1124.72,O2,38.1,0.21,119,702.56,13,14,2025-03-19
NOLSM32519989,2,Oxidation,dry,1144.66,O2,26.59,0.13,118,702.38,13,15,2025-03-19
NOLSM32519990,2,Oxidation,dry,1127.64,O2,36.05,0.16,98,715.35,13,16,2025-03-19
NOLSM32519991,2,Oxidation,dry,919.19,O2,35.72,0.27,94,708.21,13,17,2025-03-19
NOLSM32519992,2,Oxidation,wet,1238.32,H2O,25.3,0.19,174,720.88,13,18,2025-03-19
NOLSM32519993,2,Oxidation,dry,914.06,O2,36.4,0.12,70,711.51,13,19,2025-03-19
NOLSM32519994,3,Oxidation,dry,1091.27,O2,37.43,0.17,87,705.92,13,20,2025-03-19
NOLSM32519995,3,Oxidation,dry,1149.39,O2,35.57,0.28,113,702.46,13,21,2025-03-19
NOLSM32519996,3,Oxidation,wet,1133.6,H2O,26.53,0.2,106,701.65,13,22,2025-03-19
NOLSM32519997,3,Oxidation,dry,1119.37,O2,27.54,0.31,50,711.83,13,23,2025-03-19
NOLSM32519998,3,Oxidation,wet,1263.7,H2O,31.63,0.23,112,697.1,13,24,2025-03-19
NOLSM32519999,3,Oxidation,wet,964.1,H2O,38.78,0.19,78,706.07,13,25,2025-03-19
NOLSM32520000,3,Oxidation,dry,1059.0,O2,32.89,0.05,80,706.97,13,26,2025-03-19
NOLSM32520001,3,Oxidation,dry,1045.85,O2,44.93,0.08,89,715.87,13,27,2025-03-19
NOLSM32520002,2,Oxidation,wet,1002.6,H2O,28.66,0.11,136,709.96,14,28,2025-03-20
NOLSM32520003,2,Oxidation,dry,1095.54,O2,34.68,0.1,187,711.41,14,29,2025-03-20
NOLSM32520004,2,Oxidation,wet,1024.29,H2O,34.95,0.29,86,704.21,14,30,2025-03-20
NOLSM32520005,2,Oxidation,dry,1135.26,O2,32.43,0.16,73,704.24,14,31,2025-03-20
NOLSM32520006,2,Oxidation,dry,1120.05,O2,37.98,0.12,73,722.25,14,32,2025-03-20
NOLSM32520007,2,Oxidation,wet,1210.11,H2O,33.88,0.5,160,713.84,14,33,2025-03-20
NOLSM32520008,2,Oxidation,dry,1057.32,O2,28.87,0.17,32,712.73,14,34,2025-03-20
NOLSM32520009,2,Oxidation,wet,1103.08,H2O,49.96,0.22,32,714.29,14,35,2025-03-20
NOLSM32520010,2,Oxidation,dry,1007.61,O2,32.51,0.22,32,715.46,14,36,2025-03-20
NOLSM32520011,2,Oxidation,wet,1174.08,H2O,32.81,0.08,90,713.14,14,37,2025-03-20
NOLSM32520012,2,Oxidation,wet,1065.97,H2O,36.56,0.06,95,714.39,14,38,2025-03-20
NOLSM32520013,2,Oxidation,dry,1122.81,O2,30.26,0.25,115,710.11,14,39,2025-03-20
NOLSM32520014,2,Oxidation,wet,1106.26,H2O,45.69,0.23,56,710.77,14,40,2025-03-20
NOLSM32520015,2,Oxidation,wet,1194.74,H2O,21.0,0.16,107,711.48,14,41,2025-03-20
NOLSM32520016,2,Oxidation,wet,1045.35,H2O,32.17,0.26,44,709.89,14,42,2025-03-20
NOLSM32520017,2,Oxidation,dry,1135.84,O2,29.69,0.37,99,721.74,14,43,2025-03-20
NOLSM32520018,2,Oxidation,wet,1081.32,H2O,41.71,0.11,214,701.43,14,44,2025-03-20
NOLSM32520019,2,Oxidation,wet,1119.38,H2O,40.59,0.15,152,720.57,14,45,2025-03-20
NOLSM32520020,2,Oxidation,dry,1059.04,O2,32.75,0.23,104,710.22,14,46,2025-03-20
NOLSM32520021,2,Oxidation,dry,1048.24,O2,37.0,0.26,75,707.16,14,47,2025-03-20
NOLSM32520022,2,Oxidation,dry,1061.14,O2,36.86,0.22,118,699.39,14,48,2025-03-20
NOLSM32520023,2,Oxidation,wet,1234.49,H2O,35.97,0.12,127,689.79,14,49,2025-03-20
NOLSM32520024,2,Oxidation,wet,1141.21,H2O,38.6,0.23,100,699.6,14,50,2025-03-20
NOLSM32520025,2,Oxidation,dry,1275.17,O2,23.77,0.26,156,715.0,14,51,2025-03-20
NOLSM32520026,2,Oxidation,wet,1064.77,H2O,33.27,0.1,117,726.64,14,52,2025-03-20
NOLSM32520027,2,Oxidation,wet,1096.83,H2O,31.08,0.24,128,710.82,14,53,2025-03-20
NOLSM32520028,2,Oxidation,wet,1015.84,H2O,33.46,0.23,168,714.44,14,54,2025-03-20
NOLSM32520029,1,Oxidation,wet,1002.17,H2O,44.62,0.17,136,709.73,14,1,2025-03-20
NOLSM32520030,1,Oxidation,dry,1087.6,O2,32.49,0.23,187,711.48,14,2,2025-03-20
NOLSM32520031,1,Oxidation,wet,1005.23,H2O,32.98,0.16,86,704.22,14,3,2025-03-20
NOLSM32520032,1,Oxidation,dry,1125.75,O2,24.73,0.28,73,704.09,14,4,2025-03-20
NOLSM32520033,1,Oxidation,dry,1107.64,O2,31.97,0.21,73,722.16,14,5,2025-03-20
NOLSM32520034,1,Oxidation,wet,1205.92,H2O,36.82,0.32,160,706.91,14,6,2025-03-20
NOLSM32520035,1,Oxidation,dry,1038.49,O2,35.63,0.13,136,687.76,14,7,2025-03-20
NOLSM32520036,1,Oxidation,wet,1091.69,H2O,34.91,0.32,-6,703.92,14,8,2025-03-20
NOLSM32520037,2,Oxidation,dry,1006.22,O2,41.74,0.13,146,708.68,14,9,2025-03-20
NOLSM32520038,2,Oxidation,wet,1162.12,H2O,33.17,0.2,90,699.8,14,10,2025-03-20
NOLSM32520039,2,Oxidation,wet,1054.47,H2O,29.71,0.23,95,703.34,14,11,2025-03-20
NOLSM32520040,2,Oxidation,dry,1104.86,O2,30.05,0.28,115,697.43,14,12,2025-03-20
