No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
NOLSM32518865,1,Implantation,4050000000000000.0,3.16e+16,9.62e+16,3e+17,6e+17,32198.047,103.718,919.0,156,22,1,2025-03-15
NOLSM32518866,2,Implantation,1.44e+16,2.24e+16,6.58e+17,3e+17,6e+17,32300.181,103.641,921.0,155,22,2,2025-03-15
NOLSM32518867,3,Implantation,1.21e+16,1.06e+17,6.48e+17,2.99e+17,6e+17,32297.553,103.713,923.0,156,22,3,2025-03-15
NOLSM32518868,3,Implantation,2.18e+16,4790000000000000.0,561000000000000.06,3.01e+17,6e+17,32297.125,103.583,927.0,155,22,4,2025-03-15
NOLSM32518869,2,Implantation,1.34e+16,1.1e+17,3.01e+17,3e+17,6e+17,32300.077,103.816,925.0,156,22,5,2025-03-15
NOLSM32518870,1,Implantation,4660000000000000.0,973000000000000.2,11180016283.971,3.01e+17,6e+17,32199.137,103.999,925.0,156,22,6,2025-03-15
NOLSM32518871,1,Implantation,1.1e+16,6.66e+16,5.2e+17,3e+17,6e+17,32300.147,103.615,920.0,155,22,7,2025-03-15
NOLSM32518872,2,Implantation,6300000000000000.0,4.31e+16,9.92e+16,3e+17,6e+17,32299.586,103.603,925.0,155,22,8,2025-03-15
NOLSM32518873,3,Implantation,8110000000000000.0,1.61e+16,328000000000000.1,2.99e+17,6e+17,32300.935,103.477,920.0,155,22,9,2025-03-15
NOLSM32518874,3,Implantation,1.4e+16,1.02e+17,3.07e+17,3.02e+17,6e+17,32297.279,103.331,920.0,155,22,10,2025-03-15
NOLSM32518875,2,Implantation,9230000000000000.0,357999999999999.94,4450000000000000.0,3.01e+17,6e+17,32300.486,103.809,930.0,156,22,11,2025-03-15
NOLSM32518876,1,Implantation,8780000000000000.0,2.11e+16,2.77e+17,3e+17,6e+17,32302.057,103.658,924.0,155,22,12,2025-03-15
NOLSM32518877,1,Implantation,2.13e+16,8.91e+16,1.12e+18,3e+17,6e+17,32295.334,103.322,917.0,155,22,13,2025-03-15
NOLSM32518878,2,Implantation,1.71e+16,1.65e+17,1.19e+17,3e+17,6e+17,32299.348,103.252,917.0,155,22,14,2025-03-15
NOLSM32518879,3,Implantation,1.93e+16,1.85e+17,6.74e+17,2.99e+17,6e+17,32301.696,103.07,918.0,154,22,15,2025-03-15
NOLSM32518880,3,Implantation,8670000000000000.0,2410000000000000.0,1050000000000000.0,2.98e+17,6e+17,32501.298,104.532,927.0,157,22,16,2025-03-15
NOLSM32518881,2,Implantation,7580000000000000.0,7.07e+16,1.94e+17,3.01e+17,6e+17,32501.863,104.072,927.0,156,22,17,2025-03-15
NOLSM32518882,1,Implantation,9880000000000000.0,5.59e+16,5.93e+17,2.99e+17,6e+17,32498.693,103.494,927.0,155,22,18,2025-03-15
NOLSM32518883,1,Implantation,9500000000000000.0,6.42e+16,3.64e+17,3.01e+17,6e+17,32500.254,103.167,926.0,155,22,19,2025-03-15
NOLSM32518884,2,Implantation,9800000000000000.0,8.06e+16,1.27e+16,3e+17,6e+17,32497.802,103.812,926.0,156,22,20,2025-03-15
NOLSM32518885,3,Implantation,2.08e+16,2e+17,1.25e+18,3.01e+17,6e+17,32501.582,103.724,926.0,155,22,21,2025-03-15
NOLSM32518886,2,Implantation,1.97e+16,8.13e+16,11899999999999.814,3.01e+17,6e+17,32501.633,103.104,925.0,155,22,22,2025-03-15
NOLSM32518887,1,Implantation,1.42e+16,1.18e+17,8.5e+17,3e+17,6e+17,32500.402,103.027,926.0,155,22,23,2025-03-15
NOLSM32518888,1,Implantation,1.63e+16,1.39e+17,9.07e+17,3e+17,6e+17,32501.454,102.818,929.0,154,22,24,2025-03-15
NOLSM32518889,2,Implantation,2690000000000000.0,4590000000000.144,1400000000000000.0,3.01e+17,6e+17,32501.229,103.39,929.0,155,22,25,2025-03-15
NOLSM32518890,3,Implantation,2.03e+16,1.45e+17,7.19e+17,3e+17,6e+17,32498.682,102.979,925.0,154,22,26,2025-03-15
NOLSM32518891,3,Implantation,1.82e+16,1.82e+17,3.22e+17,3.01e+17,6e+17,32501.098,103.004,924.0,155,22,27,2025-03-15
NOLSM32518892,1,Implantation,1.14e+16,6.87e+16,3.72e+17,3.01e+17,6e+17,32331.511,102.83,923.0,157,3,28,2025-03-16
NOLSM32518893,2,Implantation,1.2e+16,4.77e+16,1.15e+18,3e+17,6e+17,32326.845,102.158,901.0,154,3,29,2025-03-16
NOLSM32518894,3,Implantation,1.11e+16,1.06e+17,2.61e+17,3.02e+17,6e+17,31065.959,103.617,897.0,151,3,30,2025-03-16
NOLSM32518895,1,Implantation,3420000000000000.0,8.51e+16,6.48e+17,3.01e+17,6e+17,31523.077,101.913,873.0,154,3,31,2025-03-16
NOLSM32518896,2,Implantation,1.2e+16,1.31e+17,2.83e+17,3e+17,6e+17,33101.346,100.796,866.0,150,3,32,2025-03-16
NOLSM32518897,3,Implantation,1.37e+16,1.03e+17,9.18e+17,2.98e+17,6e+17,30821.141,103.288,895.0,157,3,33,2025-03-16
NOLSM32518898,1,Implantation,1.5e+16,1.06e+17,6.14e+17,3e+17,6e+17,31606.675,103.666,903.0,156,3,34,2025-03-16
NOLSM32518899,2,Implantation,8640000000000000.0,1.19e+17,4.65e+17,3.01e+17,6e+17,31189.191,104.187,909.0,153,3,35,2025-03-16
NOLSM32518900,3,Implantation,1.39e+16,7.18e+16,8.51e+17,3.01e+17,6e+17,31897.015,102.753,878.0,154,3,36,2025-03-16
NOLSM32518901,1,Implantation,8870000000000000.0,1.6e+17,5.29e+17,3e+17,6e+17,31251.691,101.508,878.0,157,3,37,2025-03-16
NOLSM32518902,2,Implantation,1.14e+16,1.35e+17,8.02e+17,3.01e+17,6e+17,30703.199,100.984,899.0,153,3,38,2025-03-16
NOLSM32518903,3,Implantation,1.31e+16,6.11e+16,1.08e+18,3.03e+17,6e+17,30325.195,103.942,912.0,157,3,39,2025-03-16
NOLSM32518904,1,Implantation,8400000000000000.0,5.27e+16,8.01e+17,3e+17,6e+17,32066.633,99.947,925.0,154,3,40,2025-03-16
NOLSM32518905,2,Implantation,1.21e+16,1.42e+17,5.14e+17,3.03e+17,6e+17,31988.839,98.558,881.0,155,3,41,2025-03-16
NOLSM32518906,3,Implantation,1.11e+16,8.26e+16,1.18e+18,2.99e+17,6e+17,29985.83,103.474,877.0,154,3,42,2025-03-16
NOLSM32518907,1,Implantation,8910000000000000.0,8.34e+16,6.88e+17,2.99e+17,6e+17,31431.33,103.821,893.0,155,3,43,2025-03-16
NOLSM32518908,2,Implantation,9850000000000000.0,1.23e+17,3.05e+17,3e+17,6e+17,32189.545,101.713,878.0,155,3,44,2025-03-16
NOLSM32518909,3,Implantation,9180000000000000.0,1.28e+17,1.93e+17,3e+17,6e+17,31178.369,103.357,911.0,154,3,45,2025-03-16
NOLSM32518910,1,Implantation,1.41e+16,1.26e+17,8.18e+17,3.01e+17,6e+17,31633.24,100.803,899.0,153,3,46,2025-03-16
NOLSM32518911,2,Implantation,9760000000000000.0,5.8e+16,7.55e+17,3e+17,6e+17,31321.811,102.492,901.0,157,3,47,2025-03-16
NOLSM32518912,3,Implantation,1.18e+16,1.52e+17,8.65e+17,3.01e+17,6e+17,31818.882,100.909,865.0,150,3,48,2025-03-16
NOLSM32518913,1,Implantation,1.02e+16,7.55e+16,3.73e+17,3.01e+17,6e+17,32229.543,103.569,904.0,158,3,49,2025-03-16
NOLSM32518914,2,Implantation,1.42e+16,9.19e+16,9.93e+17,3.01e+17,6e+17,31476.981,102.589,891.0,153,3,50,2025-03-16
NOLSM32518915,3,Implantation,1.14e+16,1.48e+17,3.09e+17,3.02e+17,6e+17,31177.602,102.651,897.0,154,3,51,2025-03-16
NOLSM32518916,1,Implantation,1.06e+16,8.87e+16,6.52e+16,2.99e+17,6e+17,32328.018,101.755,868.0,153,3,52,2025-03-16
NOLSM32518917,2,Implantation,1.68e+16,1.61e+17,7e+17,3e+17,6e+17,31463.001,104.791,909.0,154,3,53,2025-03-16
NOLSM32518918,3,Implantation,7090000000000000.0,1.19e+17,2.57e+17,2.99e+17,6e+17,33158.682,104.013,917.0,149,3,54,2025-03-16
NOLSM32518919,1,Implantation,3020000000000000.0,2.16e+16,6.48e+17,2.99e+17,6e+17,32502.121,103.093,924.0,155,23,28,2025-03-16
NOLSM32518920,2,Implantation,1.71e+16,1.55e+17,561000000000000.06,3.01e+17,6e+17,32499.47,103.497,924.0,155,23,29,2025-03-16
NOLSM32518921,3,Implantation,2.11e+16,651999999999999.9,3.01e+17,3e+17,6e+17,32497.442,103.222,924.0,155,23,30,2025-03-16
NOLSM32518922,1,Implantation,1.76e+16,1.72e+17,3.91e+17,3.01e+17,6e+17,32499.095,103.574,924.0,156,23,31,2025-03-16
NOLSM32518923,2,Implantation,1.32e+16,131000000000000.08,3.25e+17,3.01e+17,6e+17,32498.986,103.617,924.0,155,23,32,2025-03-16
NOLSM32518924,3,Implantation,4880000000000000.0,535000000000000.06,2.42e+17,3.01e+17,6e+17,32499.714,103.705,924.0,156,23,33,2025-03-16
NOLSM32518925,1,Implantation,7670000000000000.0,5640000000000000.0,2.74e+17,3e+17,6e+17,32501.783,103.811,924.0,156,23,34,2025-03-16
NOLSM32518926,2,Implantation,1.43e+16,1.15e+17,8.54e+17,3.01e+17,6e+17,32496.978,104.074,927.0,156,23,35,2025-03-16
NOLSM32518927,3,Implantation,1.74e+16,1170000000000000.2,8.2e+16,2.99e+17,6e+17,32503.149,105.818,932.0,159,23,36,2025-03-16
NOLSM32518928,1,Implantation,1.79e+16,1.79e+16,9.74e+17,2.99e+17,6e+17,32498.551,105.919,932.0,159,23,37,2025-03-16
NOLSM32518929,2,Implantation,1.39e+16,7.44e+16,3.5e+17,3e+17,6e+17,32500.032,106.049,927.0,159,23,38,2025-03-16
NOLSM32518930,3,Implantation,1.63e+16,1.25e+16,915000000000000.0,3.01e+17,6e+17,32498.883,105.688,915.0,159,23,39,2025-03-16
NOLSM32518931,1,Implantation,5490000000000000.0,4569999999999.91,7820000000000.059,2.99e+17,6e+17,32500.06,105.651,915.0,159,23,40,2025-03-16
NOLSM32518932,2,Implantation,1.58e+16,1.56e+17,8.55e+17,3e+17,6e+17,32494.574,105.757,916.0,158,23,41,2025-03-16
NOLSM32518933,3,Implantation,1.31e+16,85200000000000.06,7130000000000.025,3e+17,6e+17,32501.502,105.463,915.0,158,23,42,2025-03-16
NOLSM32518934,1,Implantation,1.02e+16,3.38e+16,1.57e+17,3e+17,6e+17,32500.29,104.719,914.0,157,23,43,2025-03-16
NOLSM32518935,2,Implantation,1.55e+16,6.97e+16,1.91e+16,3e+17,6e+17,32496.54,104.705,911.0,157,23,44,2025-03-16
NOLSM32518936,3,Implantation,5190000000000000.0,9550000000000000.0,9600000000000000.0,3e+17,6e+17,32502.886,104.872,910.0,157,23,45,2025-03-16
NOLSM32518937,1,Implantation,1.6e+16,1.39e+17,2.8e+17,3e+17,6e+17,32498.877,104.889,909.0,157,23,46,2025-03-16
NOLSM32518938,2,Implantation,2360000000000000.0,2.31e+16,4.25e+16,3.01e+17,6e+17,32502.981,104.666,909.0,157,23,47,2025-03-16
NOLSM32518939,3,Implantation,1.65e+16,5.78e+16,4.74e+17,3.01e+17,6e+17,32495.963,104.651,909.0,157,23,48,2025-03-16
NOLSM32518940,1,Implantation,1.51e+16,1.18e+17,2.29e+17,3e+17,6e+17,32298.701,104.827,911.0,157,23,49,2025-03-16
NOLSM32518941,2,Implantation,1.71e+16,7.19e+16,1.27e+17,3.01e+17,6e+17,32299.568,105.121,913.0,158,23,50,2025-03-16
NOLSM32518942,3,Implantation,7250000000000000.0,6.24e+16,1.58e+17,3.01e+17,6e+17,32302.129,105.132,917.0,158,23,51,2025-03-16
NOLSM32518943,1,Implantation,4540000000000000.0,2.17e+16,1.42e+16,3.01e+17,6e+17,32300.587,105.234,917.0,158,23,52,2025-03-16
NOLSM32518944,2,Implantation,4530000000000000.0,5580000000000000.0,9.75e+16,3.03e+17,6e+17,32301.312,105.571,916.0,158,23,53,2025-03-16
NOLSM32518945,3,Implantation,5900000000000000.0,4670000000000000.0,7690000000000000.0,3.01e+17,6e+17,32305.149,105.561,916.0,158,23,54,2025-03-16
NOLSM32518946,1,Implantation,1.14e+16,6.87e+16,3.72e+17,3.01e+17,6e+17,32331.236,102.894,923.0,157,3,1,2025-03-16
NOLSM32518947,2,Implantation,1.2e+16,4.77e+16,1.15e+18,3e+17,6e+17,32326.833,102.338,901.0,154,3,2,2025-03-16
NOLSM32518948,3,Implantation,1.11e+16,1.06e+17,2.61e+17,3.02e+17,6e+17,31065.986,103.452,897.0,151,3,3,2025-03-16
NOLSM32518949,2,Implantation,3420000000000000.0,8.51e+16,6.48e+17,3.01e+17,6e+17,31522.984,101.934,873.0,154,3,4,2025-03-16
NOLSM32518950,1,Implantation,1.2e+16,1.31e+17,2.83e+17,3e+17,6e+17,33101.297,100.938,866.0,150,3,5,2025-03-16
NOLSM32518951,1,Implantation,1.37e+16,1.03e+17,9.18e+17,2.98e+17,6e+17,30821.118,103.229,895.0,157,3,6,2025-03-16
NOLSM32518952,2,Implantation,1.5e+16,1.06e+17,6.14e+17,3e+17,6e+17,31606.666,103.555,903.0,156,3,7,2025-03-16
NOLSM32518953,3,Implantation,8640000000000000.0,1.19e+17,4.65e+17,3.01e+17,6e+17,31189.147,104.103,909.0,153,3,8,2025-03-16
NOLSM32518954,2,Implantation,1.39e+16,7.18e+16,8.51e+17,3.01e+17,6e+17,31897.065,102.726,878.0,154,3,9,2025-03-16
NOLSM32518955,1,Implantation,8870000000000000.0,1.6e+17,5.29e+17,3e+17,6e+17,31251.702,101.566,878.0,157,3,10,2025-03-16
NOLSM32518956,1,Implantation,1.14e+16,1.35e+17,8.02e+17,3.01e+17,6e+17,30702.959,101.109,899.0,153,3,11,2025-03-16
NOLSM32518957,2,Implantation,1.31e+16,6.11e+16,1.08e+18,3.03e+17,6e+17,30325.433,103.77,912.0,157,3,12,2025-03-16
NOLSM32518958,3,Implantation,8400000000000000.0,5.27e+16,8.01e+17,3e+17,6e+17,32066.435,99.974,925.0,154,3,13,2025-03-16
NOLSM32518959,3,Implantation,1.21e+16,1.42e+17,5.14e+17,3.03e+17,6e+17,31988.788,98.486,881.0,155,3,14,2025-03-16
NOLSM32518960,1,Implantation,1.11e+16,8.26e+16,1.18e+18,2.99e+17,6e+17,29985.953,103.396,877.0,154,3,15,2025-03-16
NOLSM32518961,1,Implantation,8910000000000000.0,8.34e+16,6.88e+17,2.99e+17,6e+17,31431.515,103.919,893.0,155,3,16,2025-03-16
NOLSM32518962,2,Implantation,9850000000000000.0,1.23e+17,3.05e+17,3e+17,6e+17,32189.89,101.813,878.0,155,3,17,2025-03-16
NOLSM32518963,3,Implantation,9180000000000000.0,1.28e+17,1.93e+17,3e+17,6e+17,31178.453,103.283,911.0,154,3,18,2025-03-16
NOLSM32518964,3,Implantation,1.41e+16,1.26e+17,8.18e+17,3.01e+17,6e+17,31633.198,100.651,899.0,153,3,19,2025-03-16
NOLSM32518965,1,Implantation,9760000000000000.0,5.8e+16,7.55e+17,3e+17,6e+17,31321.675,102.537,901.0,157,3,20,2025-03-16
NOLSM32518966,1,Implantation,1.18e+16,1.52e+17,8.65e+17,3.01e+17,6e+17,31818.898,100.921,865.0,150,3,21,2025-03-16
NOLSM32518967,3,Implantation,1.02e+16,7.55e+16,3.73e+17,3.01e+17,6e+17,32229.366,103.667,904.0,158,3,22,2025-03-16
NOLSM32518968,3,Implantation,1.42e+16,9.19e+16,9.93e+17,3.01e+17,6e+17,31476.895,102.51,891.0,153,3,23,2025-03-16
NOLSM32518969,2,Implantation,1.14e+16,1.48e+17,3.09e+17,3.02e+17,6e+17,31177.702,102.598,897.0,154,3,24,2025-03-16
NOLSM32518970,1,Implantation,1.06e+16,8.87e+16,6.52e+16,2.99e+17,6e+17,32328.054,101.721,868.0,153,3,25,2025-03-16
NOLSM32518971,1,Implantation,1.68e+16,1.61e+17,7e+17,3e+17,6e+17,31463.077,104.766,909.0,154,3,26,2025-03-16
NOLSM32518972,2,Implantation,7090000000000000.0,1.19e+17,2.57e+17,2.99e+17,6e+17,33158.848,104.044,917.0,149,3,27,2025-03-16
NOLSM32518973,2,Implantation,3020000000000000.0,2.16e+16,1.62e+17,2.99e+17,6e+17,32502.517,103.208,924.0,155,23,1,2025-03-16
NOLSM32518974,1,Implantation,1.71e+16,1.55e+17,6.19e+16,3.01e+17,6e+17,32499.42,103.412,924.0,155,23,2,2025-03-16
NOLSM32518975,1,Implantation,2.11e+16,651999999999999.9,1.13e+18,3e+17,6e+17,32497.221,103.607,924.0,155,23,3,2025-03-16
NOLSM32518976,2,Implantation,1.76e+16,1.72e+17,3.91e+17,3.01e+17,6e+17,32499.301,103.729,924.0,156,23,4,2025-03-16
NOLSM32518977,3,Implantation,1.32e+16,130999999999999.8,3.25e+17,3.01e+17,6e+17,32498.832,103.655,924.0,155,23,5,2025-03-16
NOLSM32518978,3,Implantation,4880000000000000.0,535000000000000.0,2.42e+17,3.01e+17,6e+17,32499.723,103.772,924.0,156,23,6,2025-03-16
NOLSM32518979,2,Implantation,7670000000000000.0,5640000000000000.0,2.74e+17,3e+17,6e+17,32501.951,103.686,924.0,156,23,7,2025-03-16
NOLSM32518980,1,Implantation,1.43e+16,1.15e+17,8.54e+17,3.01e+17,6e+17,32496.972,104.241,927.0,156,23,8,2025-03-16
NOLSM32518981,1,Implantation,1.74e+16,1170000000000000.0,8.2e+16,2.99e+17,6e+17,32503.302,105.631,932.0,159,23,9,2025-03-16
NOLSM32518982,2,Implantation,1.79e+16,1.79e+16,9.74e+17,2.99e+17,6e+17,32498.377,105.855,932.0,159,23,10,2025-03-16
NOLSM32518983,3,Implantation,1.39e+16,7.44e+16,3.5e+17,3e+17,6e+17,32500.08,106.12,927.0,159,23,11,2025-03-16
NOLSM32518984,3,Implantation,1.63e+16,1.25e+16,915000000000000.0,3.01e+17,6e+17,32498.616,105.658,915.0,159,23,12,2025-03-16
NOLSM32518985,2,Implantation,5490000000000000.0,4570000000000.137,7819999999999.924,2.99e+17,6e+17,32499.902,105.76,915.0,159,23,13,2025-03-16
NOLSM32518986,1,Implantation,1.58e+16,1.56e+17,8.55e+17,3e+17,6e+17,32494.483,105.801,916.0,158,23,14,2025-03-16
NOLSM32518987,1,Implantation,1.31e+16,85199999999999.94,7129999999999.979,3e+17,6e+17,32501.489,105.245,915.0,158,23,15,2025-03-16
NOLSM32518988,2,Implantation,1.02e+16,3.38e+16,1.57e+17,3e+17,6e+17,32500.604,104.701,914.0,157,23,16,2025-03-16
NOLSM32518989,3,Implantation,1.55e+16,6.97e+16,1.91e+16,3e+17,6e+17,32496.454,104.909,911.0,157,23,17,2025-03-16
NOLSM32518990,2,Implantation,5190000000000000.0,9550000000000000.0,9600000000000000.0,3e+17,6e+17,32502.889,104.807,910.0,157,23,18,2025-03-16
NOLSM32518991,1,Implantation,1.6e+16,1.39e+17,2.8e+17,3e+17,6e+17,32498.984,104.664,909.0,157,23,19,2025-03-16
NOLSM32518992,1,Implantation,2360000000000000.0,2.31e+16,4.25e+16,3.01e+17,6e+17,32502.922,104.677,909.0,157,23,20,2025-03-16
NOLSM32518993,2,Implantation,1.65e+16,5.78e+16,4.74e+17,3.01e+17,6e+17,32496.113,104.768,909.0,157,23,21,2025-03-16
NOLSM32518994,3,Implantation,1.51e+16,1.18e+17,2.29e+17,3e+17,6e+17,32298.716,104.603,911.0,157,23,22,2025-03-16
NOLSM32518995,3,Implantation,1.71e+16,7.19e+16,1.27e+17,3.01e+17,6e+17,32299.419,105.059,913.0,158,23,23,2025-03-16
NOLSM32518996,2,Implantation,7250000000000000.0,6.24e+16,1.58e+17,3.01e+17,6e+17,32302.095,105.195,917.0,158,23,24,2025-03-16
NOLSM32518997,1,Implantation,4540000000000000.0,2.17e+16,1.42e+16,3.01e+17,6e+17,32300.61,105.286,917.0,158,23,25,2025-03-16
NOLSM32518998,1,Implantation,4530000000000000.0,5580000000000000.0,9.75e+16,3.03e+17,6e+17,32301.272,105.457,916.0,158,23,26,2025-03-16
NOLSM32518999,2,Implantation,5900000000000000.0,4670000000000000.0,7690000000000000.0,3.01e+17,6e+17,32305.18,105.578,916.0,158,23,27,2025-03-16
NOLSM32519000,1,Implantation,6780000000000000.0,9.95e+16,7.23e+17,3.01e+17,6e+17,32300.892,104.25,888.0,154,4,28,2025-03-10
NOLSM32519001,2,Implantation,1.05e+16,1.09e+17,4.54e+17,2.99e+17,6e+17,33029.394,103.863,873.0,154,4,29,2025-03-10
NOLSM32519002,3,Implantation,6880000000000000.0,1.21e+17,7.21e+17,3e+17,6e+17,31635.015,104.784,914.0,155,4,30,2025-03-10
NOLSM32519003,1,Implantation,3940000000000000.0,7.71e+16,5.76e+17,3.02e+17,6e+17,33163.721,102.874,905.0,154,4,31,2025-03-10
NOLSM32519004,2,Implantation,1.18e+16,1.07e+17,7.45e+17,3.02e+17,6e+17,31931.064,103.9,884.0,156,4,32,2025-03-10
NOLSM32519005,3,Implantation,1.06e+16,4.98e+16,4.15e+17,3.02e+17,6e+17,30825.907,103.968,903.0,154,4,33,2025-03-10
NOLSM32519006,1,Implantation,1.1e+16,9.53e+16,4.36e+17,2.99e+17,6e+17,30499.9,99.355,898.0,153,4,34,2025-03-10
NOLSM32519007,2,Implantation,1.47e+16,1.43e+17,7.34e+17,3.02e+17,6e+17,30703.681,101.085,880.0,155,4,35,2025-03-10
NOLSM32519008,3,Implantation,2.11e+16,1.2e+17,1.18e+18,3.04e+17,6e+17,32324.701,103.764,872.0,153,4,36,2025-03-10
NOLSM32519009,1,Implantation,1.35e+16,1.13e+17,6.37e+17,3e+17,6e+17,31924.513,104.301,902.0,155,4,37,2025-03-10
NOLSM32519010,2,Implantation,1.03e+16,9.43e+16,3.09e+17,2.99e+17,6e+17,31500.552,101.476,888.0,154,4,38,2025-03-10
NOLSM32519011,3,Implantation,1.69e+16,-2.38e+16,9.24e+17,3.02e+17,6e+17,32179.321,103.434,890.0,158,4,39,2025-03-10
NOLSM32519012,1,Implantation,9470000000000000.0,1.05e+17,5.93e+17,3e+17,6e+17,30475.76,103.185,912.0,154,4,40,2025-03-10
NOLSM32519013,2,Implantation,9250000000000000.0,1.27e+17,4.65e+17,2.99e+17,6e+17,31478.554,100.382,899.0,153,4,41,2025-03-10
NOLSM32519014,3,Implantation,1.58e+16,1.39e+17,1.06e+18,3.01e+17,6e+17,32446.222,100.595,885.0,154,4,42,2025-03-10
NOLSM32519015,1,Implantation,1.26e+16,1.16e+17,6.68e+17,3.01e+17,6e+17,32346.294,103.452,908.0,156,4,43,2025-03-10
NOLSM32519016,2,Implantation,9160000000000000.0,1.49e+17,8.97e+17,2.98e+17,6e+17,31900.594,102.266,861.0,153,4,44,2025-03-10
NOLSM32519017,3,Implantation,1.71e+16,1.23e+17,5.05e+17,2.99e+17,6e+17,32068.077,105.006,916.0,154,4,45,2025-03-10
NOLSM32519018,1,Implantation,1.58e+16,1.02e+17,1.2e+18,3.03e+17,6e+17,31575.682,101.044,916.0,149,4,46,2025-03-10
NOLSM32519019,2,Implantation,1.88e+16,1.91e+17,6.98e+17,3.02e+17,6e+17,32022.901,104.281,907.0,155,4,47,2025-03-10
NOLSM32519020,3,Implantation,1.06e+16,1.33e+17,7.14e+17,3.01e+17,6e+17,30933.488,101.076,898.0,155,4,48,2025-03-10
NOLSM32519021,1,Implantation,9570000000000000.0,1.21e+17,5.31e+17,3.01e+17,6e+17,31425.341,101.222,877.0,155,4,49,2025-03-10
NOLSM32519022,2,Implantation,1.68e+16,1.26e+17,3.54e+17,3.01e+17,6e+17,32261.626,102.828,898.0,155,4,50,2025-03-10
NOLSM32519023,3,Implantation,1.75e+16,1.73e+17,7.73e+17,3.01e+17,6e+17,32507.378,102.513,889.0,159,4,51,2025-03-10
NOLSM32519024,1,Implantation,7300000000000000.0,5.36e+16,5.48e+17,3.01e+17,6e+17,31857.959,103.767,916.0,153,4,52,2025-03-10
NOLSM32519025,2,Implantation,7650000000000000.0,1.34e+17,9.58e+17,3e+17,6e+17,30997.928,103.787,905.0,155,4,53,2025-03-10
NOLSM32519026,3,Implantation,7700000000000000.0,1.17e+17,9.96e+17,3e+17,6e+17,31665.702,102.112,916.0,155,4,54,2025-03-10
NOLSM32519027,1,Implantation,1.48e+16,3.7e+16,250000000000000.03,3.01e+17,6e+17,32298.743,105.379,915.0,158,24,28,2025-03-10
NOLSM32519028,2,Implantation,1.54e+16,5570000000000000.0,7.82e+17,2.99e+17,6e+17,32297.535,104.241,911.0,156,24,29,2025-03-10
NOLSM32519029,3,Implantation,8280000000000000.0,2.36e+16,2740000000000000.0,3e+17,6e+17,32299.972,104.417,910.0,157,24,30,2025-03-10
NOLSM32519030,1,Implantation,5330000000000000.0,2.76e+16,2.9e+16,3.01e+17,6e+17,32298.524,104.281,910.0,156,24,31,2025-03-10
NOLSM32519031,2,Implantation,1.23e+16,1.17e+17,7.12e+17,2.99e+17,6e+17,32302.526,104.353,910.0,157,24,32,2025-03-10
NOLSM32519032,3,Implantation,4920000000000000.0,3.51e+16,4240000000000000.0,3e+17,6e+17,32300.387,104.252,910.0,157,24,33,2025-03-10
NOLSM32519033,1,Implantation,2.16e+16,2.02e+17,1.16e+18,3e+17,6e+17,32300.911,104.557,909.0,157,24,34,2025-03-10
NOLSM32519034,2,Implantation,6140000000000000.0,17434023167.206,510167093.506,3e+17,6e+17,32296.203,106.021,909.0,159,24,35,2025-03-10
NOLSM32519035,3,Implantation,1.52e+16,697000000000000.1,2539999999999.95,3e+17,6e+17,32303.798,105.96,910.0,159,24,36,2025-03-10
NOLSM32519036,1,Implantation,1.47e+16,9.32e+16,3.76e+17,3e+17,6e+17,32302.278,105.599,909.0,158,24,37,2025-03-10
NOLSM32519037,2,Implantation,1.27e+16,4.37e+16,1.65e+16,3e+17,6e+17,32300.996,105.631,909.0,158,24,38,2025-03-10
NOLSM32519038,3,Implantation,1.79e+16,1.41e+17,1e+18,3.01e+17,6e+17,32299.317,105.309,909.0,158,24,39,2025-03-10
NOLSM32519039,1,Implantation,1.32e+16,8.06e+16,3.39e+17,2.98e+17,6e+17,32299.724,105.046,909.0,158,24,40,2025-03-10
NOLSM32519040,2,Implantation,1.33e+16,8.59e+16,1.18e+17,2.99e+17,6e+17,32298.079,105.056,909.0,157,24,41,2025-03-10
NOLSM32519041,3,Implantation,3490000000000000.0,1.1e+17,6.63e+17,3.01e+17,6e+17,32301.292,104.312,909.0,157,24,42,2025-03-10
NOLSM32519042,1,Implantation,1.51e+16,1.99e+16,9.43e+16,3.01e+17,6e+17,32299.866,104.251,909.0,156,24,43,2025-03-10
NOLSM32519043,2,Implantation,4240000000000000.0,9.51e+16,894000000000000.2,3.02e+17,6e+17,32303.312,104.212,910.0,156,24,44,2025-03-10
NOLSM32519044,3,Implantation,5950000000000000.0,1.11e+17,1.89e+17,3e+17,6e+17,32296.794,104.18,909.0,156,24,45,2025-03-10
NOLSM32519045,1,Implantation,1.14e+16,8490000000000000.0,1.09e+17,3e+17,6e+17,32297.088,104.209,909.0,156,24,46,2025-03-10
NOLSM32519046,2,Implantation,1.59e+16,7.3e+16,6.58e+16,3e+17,6e+17,32297.573,103.96,909.0,156,24,47,2025-03-10
NOLSM32519047,3,Implantation,6790000000000000.0,3.73e+16,2.96e+16,2.99e+17,6e+17,32301.877,104.052,909.0,156,24,48,2025-03-10
NOLSM32519048,1,Implantation,1.93e+16,4.12e+16,1.32e+17,3.03e+17,6e+17,32299.645,104.099,909.0,156,24,49,2025-03-10
