No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Target,Error_message,group_id,error_class,wafer_map_truncated,oxidation_sentinel_flag,photo_softbake_sentinel_flag,photo_litho_sentinel_flag,etching_sentinel_flag,ion_implant_sentinel_flag,any_process_sentinel_flag,oxidation_rate_nm_per_min,oxid_thickness_spec_gap,oxid_below_spec,cd_resolution_ratio,exposure_energy_per_cd_nm,line_cd_band_gap,line_cd_out_of_band,total_etch_removal,etch_rate_stage1,etch_rate_stage2,etch_rate_stage3,total_flux_60_480,anneal_temp_diff
NOLSM32518458,3,Photo,0.969,12.238,14.897,19.926,205.989,90.133,505.767,3960.434,4922.987,4.89,90.134,30.079,16,26,2025-03-09,2,photo_li,52.943,H,405,514.899,108.69,2,Etching,224.0,1432.0,3653.0,5720.0,70.392,51.719,1.035,2,Implantation,2620000000000000.0,7.24e+16,6e+17,3.01e+17,6e+17,30830.992,103.314,896.0,153,1,Oxidation,dry,1223.6,O2,41.02,0.22,76,717.34,49,none,16_26,none,False,False,False,False,False,False,False,9.438684210526317,-17.340000000000032,0,0.10282210685979191,2.0529626201764164,0.0,0,5496.0,2067.0,2221.0,1208.0,9.7602e+17,743.0
NOLSM32518459,3,Photo,0.472,18.195,15.07,19.985,197.158,89.978,494.979,4024.419,4994.396,5.074,94.857,30.078,16,27,2025-03-09,3,photo_li,34.365,G,436,513.713,107.016,3,Etching,464.0,1680.0,3656.0,5708.0,71.768,51.356,1.051,3,Implantation,1.04e+16,1.18e+17,3.42e+17,3e+17,6e+17,31869.183,103.232,906.0,153,1,Oxidation,dry,1049.61,O2,37.69,0.5,15,694.17,152,none,16_27,none,False,False,False,False,False,False,False,46.278,5.830000000000041,1,0.06689532871467142,3.114098646879092,0.0,0,5244.0,2052.0,1976.0,1216.0,7.704e+17,753.0
NOLSM32518460,2,Photo,1.843,12.99,15.198,19.862,195.462,89.97,504.193,4054.51,4903.459,5.014,93.577,29.998,17,28,2025-03-03,1,photo_li,23.101,G,436,513.611,108.093,1,Etching,383.0,1500.0,3677.0,5695.0,71.934,51.509,1.186,1,Implantation,1.5e+16,1.09e+17,4.13e+17,2.99e+17,6e+17,32423.284,102.759,923.0,157,3,Oxidation,wet,1061.19,H2O,40.9,0.1,36,712.76,140,none,17_28,none,False,False,False,False,False,False,False,19.79888888888889,-12.759999999999991,0,0.04497761924880892,4.679148088827324,1.899000000000001,1,5312.0,2018.0,2177.0,1117.0,8.36e+17,766.0
NOLSM32518461,2,Photo,1.207,15.634,14.868,19.89,196.464,90.17,500.047,4063.33,5100.839,4.99,92.295,29.912,17,29,2025-03-03,1,photo_li,38.216,H,405,509.28,108.486,2,Etching,180.0,1663.0,3649.0,5714.0,71.47,51.293,0.901,2,Implantation,1.06e+16,1.07e+17,7.08e+17,3.02e+17,6e+17,31593.129,103.031,884.0,156,3,Oxidation,dry,1209.2,O2,30.33,0.32,50,714.28,96,none,17_29,none,False,False,False,False,False,False,False,14.285599999999999,-14.279999999999973,0,0.0750392711278668,2.8387586351266485,0.0,0,5534.0,2065.0,1986.0,1483.0,1.1276e+18,728.0
NOLSM32518462,2,Photo,1.167,17.769,15.052,19.943,196.58,89.995,500.559,4156.308,4926.351,5.291,93.135,29.954,17,30,2025-03-03,1,photo_li,36.566,H,405,519.036,108.465,3,Etching,335.0,1355.0,3620.0,5734.0,72.87,50.464,0.924,3,Implantation,1.37e+16,1.05e+17,5.54e+17,2.99e+17,6e+17,31894.987,103.15,909.0,151,3,Oxidation,dry,1078.25,O2,34.57,0.19,152,715.6,54,none,17_30,none,False,False,False,False,False,False,False,4.707894736842105,-15.600000000000023,0,0.07044983392288783,2.966280150959908,0.0,0,5399.0,2114.0,2265.0,1020.0,9.717e+17,758.0
NOLSM32518463,2,Photo,1.656,18.139,14.818,19.938,197.541,89.817,494.974,3989.504,5002.658,5.073,92.821,29.989,17,31,2025-03-03,1,photo_li,28.655,G,436,536.58,105.942,1,Etching,270.0,1372.0,3678.0,5709.0,71.916,51.837,1.072,1,Implantation,4020000000000000.0,2.02e+16,6.15e+17,3.01e+17,6e+17,32433.491,100.522,873.0,155,3,Oxidation,wet,1054.34,H2O,30.05,0.18,128,713.36,71,none,17_31,none,False,False,False,False,False,False,False,5.573125,-13.360000000000014,0,0.0534030340303403,3.6971558192287555,0.0,0,5439.0,2031.0,2306.0,1102.0,9.4022e+17,718.0
NOLSM32518464,2,Photo,1.154,14.719,15.063,19.758,197.797,90.153,499.318,3972.912,5036.354,5.118,92.493,29.933,17,32,2025-03-03,1,photo_li,37.514,G,436,539.925,106.912,2,Etching,197.0,1570.0,3648.0,5702.0,71.456,51.672,1.047,2,Implantation,8540000000000000.0,1.37e+17,2.79e+17,3.01e+17,6e+17,31510.455,101.705,910.0,157,3,Oxidation,dry,1065.34,O2,36.06,0.24,184,714.17,50,none,17_32,none,False,False,False,False,False,False,False,3.8813586956521737,-14.169999999999959,0,0.06948002037319999,2.8499226955270034,0.0,0,5505.0,2054.0,2078.0,1373.0,7.2554e+17,753.0
NOLSM32518465,2,Photo,1.251,15.842,14.974,20.054,197.341,89.861,501.158,3987.499,5002.393,4.999,92.651,30.009,17,33,2025-03-03,1,photo_li,41.666,H,405,527.327,109.252,3,Etching,392.0,1522.0,3651.0,5696.0,70.331,51.035,1.108,3,Implantation,1.19e+16,9.05e+16,8.65e+17,3.01e+17,6e+17,31825.366,103.949,891.0,151,3,Oxidation,dry,1080.41,O2,38.36,0.2,87,710.11,102,none,17_33,none,False,False,False,False,False,False,False,8.162183908045977,-10.110000000000014,0,0.07901359118725193,2.622089953439255,0.0,0,5304.0,2045.0,2129.0,1130.0,1.2684e+18,740.0
NOLSM32518466,2,Photo,1.651,13.3,14.997,20.009,197.858,90.159,493.31,4078.291,5006.99,4.771,91.454,30.115,17,34,2025-03-03,1,photo_li,58.87,G,436,570.96,109.209,1,Etching,557.0,1507.0,3653.0,5697.0,71.546,51.394,0.906,1,Implantation,1.04e+16,8.81e+16,1.03e+18,2.98e+17,6e+17,31763.796,99.31,883.0,157,3,Oxidation,dry,959.15,O2,34.6,0.09,135,710.69,141,none,17_34,none,False,False,False,False,False,False,False,5.26437037037037,-10.690000000000055,0,0.10310704777917891,1.855087480890097,3.8699999999999974,1,5140.0,2044.0,2146.0,950.0,1.4265e+18,726.0
NOLSM32518467,2,Photo,2.009,13.886,15.086,19.908,197.121,89.992,499.468,4046.991,5005.971,5.087,94.056,29.978,17,35,2025-03-03,1,photo_li,44.74,H,405,523.103,110.389,2,Etching,266.0,1360.0,3678.0,5709.0,69.338,51.407,0.89,2,Implantation,9490000000000000.0,1.28e+17,5.21e+17,3e+17,6e+17,31580.31,104.313,898.0,155,3,Oxidation,wet,994.85,H2O,33.92,0.3,69,711.47,78,none,17_35,none,False,False,False,False,False,False,False,10.311159420289856,-11.470000000000027,0,0.08552808911438092,2.4673446580241394,0.0,0,5443.0,2031.0,2318.0,1094.0,9.5849e+17,743.0
NOLSM32518468,2,Photo,1.801,13.847,14.809,20.05,197.472,89.857,500.113,4043.101,5000.767,5.112,91.319,29.915,17,36,2025-03-03,1,photo_li,39.769,G,436,513.349,109.472,3,Etching,471.0,1709.0,3667.0,5710.0,71.39,51.802,1.092,3,Implantation,9550000000000000.0,8.44e+16,2.21e+17,2.99e+17,6e+17,32274.345,103.205,898.0,153,3,Oxidation,dry,1186.57,O2,32.63,0.32,140,709.98,205,[['Random']],17_36,Random,False,False,False,False,False,False,False,5.071285714285715,-9.980000000000018,0,0.07746971358666326,2.7526968241595213,0.0,0,5239.0,2043.0,1958.0,1238.0,6.1395e+17,745.0
NOLSM32518469,2,Photo,0.94,15.398,15.163,20.048,198.068,90.014,501.92,4080.728,4984.832,5.135,90.357,30.006,17,37,2025-03-03,2,photo_li,49.958,G,436,543.629,107.559,1,Etching,354.0,1468.0,3646.0,5708.0,71.664,50.594,1.072,1,Implantation,1.04e+16,7.78e+16,8.9e+17,2.99e+17,6e+17,32210.226,104.862,924.0,157,3,Oxidation,wet,1032.51,H2O,31.8,0.08,156,702.47,72,none,17_37,none,False,False,False,False,False,False,False,4.50301282051282,-2.4700000000000273,0,0.09189723138390335,2.1529885103486928,0.0,0,5354.0,2062.0,2178.0,1114.0,1.2772e+18,767.0
NOLSM32518470,2,Photo,1.465,18.306,15.057,19.971,199.209,89.947,499.874,4001.424,5029.46,5.212,91.437,30.095,17,38,2025-03-03,2,photo_li,48.78,H,405,530.543,108.488,2,Etching,424.0,1466.0,3672.0,5728.0,70.932,51.371,1.012,2,Implantation,1.09e+16,8.62e+16,6.16e+17,2.99e+17,6e+17,31549.231,104.796,881.0,154,3,Oxidation,dry,1228.08,O2,39.39,0.25,179,699.25,113,none,17_38,none,False,False,False,False,False,False,False,3.9064245810055866,0.75,1,0.09194353709312912,2.2240262402624027,0.0,0,5304.0,2056.0,2206.0,1042.0,1.0121e+18,727.0
NOLSM32518471,2,Photo,1.002,16.987,15.02,20.036,198.257,89.872,504.29,4054.402,4924.34,5.157,91.053,29.994,17,39,2025-03-03,2,photo_li,22.657,G,436,441.785,109.527,3,Etching,319.0,1390.0,3647.0,5737.0,71.029,51.237,0.968,3,Implantation,8850000000000000.0,9.78e+16,5.93e+17,2.99e+17,6e+17,32087.773,103.089,895.0,157,3,Oxidation,dry,1110.98,O2,32.88,0.26,94,733.14,68,none,17_39,none,False,False,False,False,False,False,False,7.799361702127659,-33.139999999999986,0,0.05128512738096585,4.834135145871033,2.343,1,5418.0,2090.0,2257.0,1071.0,9.9865e+17,738.0
NOLSM32518472,2,Photo,0.89,13.633,14.77,20.087,198.9,90.108,498.556,3956.96,5099.344,4.95,93.574,30.049,17,40,2025-03-03,2,photo_li,47.037,H,405,507.03,108.942,1,Etching,360.0,1561.0,3662.0,5704.0,72.402,50.734,0.879,1,Implantation,1.63e+16,1.38e+17,7.54e+17,3.01e+17,6e+17,31501.21,102.838,910.0,153,3,Oxidation,dry,1194.67,O2,37.93,0.26,117,698.47,123,none,17_40,none,False,False,False,False,False,False,False,5.96982905982906,1.5299999999999727,1,0.09276965860008284,2.3160915874736907,0.0,0,5344.0,2042.0,2101.0,1201.0,1.2093e+18,757.0
NOLSM32518473,2,Photo,1.148,14.554,14.995,19.935,202.204,89.996,499.55,4088.103,5007.067,5.286,93.381,30.088,17,41,2025-03-03,2,photo_li,48.294,G,436,502.727,108.957,2,Etching,337.0,1665.0,3645.0,5727.0,71.548,50.298,1.105,2,Implantation,9290000000000000.0,1.65e+17,2.95e+17,3e+17,6e+17,30658.87,103.46,922.0,153,3,Oxidation,dry,1199.08,O2,39.82,0.16,127,703.17,77,none,17_41,none,False,False,False,False,False,False,False,5.5367716535433065,-3.169999999999959,0,0.09606406658086794,2.256118772518325,0.0,0,5390.0,2082.0,1980.0,1328.0,7.6929e+17,769.0
NOLSM32518474,2,Photo,2.003,15.186,14.999,20.13,203.064,89.856,505.958,4025.655,4998.178,5.322,92.806,29.96,17,42,2025-03-03,2,photo_li,17.612,H,405,513.621,107.229,3,Etching,506.0,1573.0,3621.0,5718.0,72.093,50.888,0.941,3,Implantation,1.68e+16,1.26e+17,1.1e+18,3.01e+17,6e+17,31542.39,100.185,905.0,151,3,Oxidation,wet,1024.45,H2O,35.44,0.14,101,705.03,42,none,17_42,none,False,False,False,False,False,False,False,6.98049504950495,-5.029999999999973,0,0.03428987521927647,6.08840563252328,7.388000000000002,1,5212.0,2097.0,2048.0,1067.0,1.5438e+18,754.0
NOLSM32518475,2,Photo,1.365,18.286,15.17,20.068,202.385,90.045,495.323,4037.031,4910.605,4.785,90.207,29.912,17,43,2025-03-03,2,photo_li,26.229,I,365,476.962,108.187,1,Etching,435.0,1526.0,3654.0,5751.0,71.079,51.845,0.988,1,Implantation,1.36e+16,1.46e+17,4.77e+17,3e+17,6e+17,31487.062,102.744,885.0,154,3,Oxidation,dry,1279.49,O2,28.63,0.2,145,720.65,89,none,17_43,none,False,False,False,False,False,False,False,4.97,-20.649999999999977,0,0.054991802281942795,4.124709291242518,0.0,0,5316.0,2097.0,2128.0,1091.0,9.366e+17,731.0
NOLSM32518476,2,Photo,0.658,15.743,15.006,19.955,202.755,89.956,498.515,4014.157,5018.408,5.182,94.216,29.758,17,44,2025-03-03,2,photo_li,56.995,G,436,510.883,108.899,2,Etching,337.0,1481.0,3639.0,5729.0,70.959,53.315,1.078,2,Implantation,1.64e+16,4.65e+16,2.58e+17,3.01e+17,6e+17,31179.07,103.359,904.0,153,3,Oxidation,dry,1148.95,O2,34.48,0.17,103,716.06,78,none,17_44,none,False,False,False,False,False,False,False,6.9520388349514555,-16.059999999999945,0,0.11156174701448276,1.9106763751206248,1.9949999999999974,1,5392.0,2090.0,2158.0,1144.0,6.219e+17,751.0
NOLSM32518477,2,Photo,0.682,14.208,15.069,19.965,202.802,89.949,501.572,3985.758,4985.491,5.209,89.572,29.966,17,45,2025-03-03,2,photo_li,56.017,H,405,476.624,108.512,3,Etching,268.0,1588.0,3673.0,5694.0,70.784,50.768,1.004,3,Implantation,9250000000000000.0,8.4e+16,1.06e+18,2.99e+17,6e+17,32292.221,100.401,904.0,158,3,Oxidation,wet,1136.35,H2O,35.02,0.3,129,716.52,69,none,17_45,none,False,False,False,False,False,False,False,5.554418604651163,-16.519999999999982,0,0.11752870186981772,1.9371262295374618,1.017000000000003,1,5426.0,2021.0,2085.0,1320.0,1.45225e+18,746.0
NOLSM32518478,2,Photo,1.843,11.461,15.168,20.041,197.303,90.074,500.714,4047.476,4980.584,5.024,91.225,29.964,17,46,2025-03-03,3,photo_li,22.332,I,365,503.816,105.448,1,Etching,398.0,1441.0,3668.0,5716.0,68.203,52.003,1.026,1,Implantation,9530000000000000.0,8.47e+16,5.91e+17,3.01e+17,6e+17,31684.237,101.727,905.0,156,3,Oxidation,dry,1097.81,O2,32.51,0.09,133,714.03,123,none,17_46,none,False,False,False,False,False,False,False,5.368646616541353,-14.029999999999973,0,0.04432570621020373,4.721834139351603,2.6679999999999993,1,5318.0,2048.0,2227.0,1043.0,9.8623e+17,749.0
NOLSM32518479,2,Photo,1.832,17.254,14.964,19.937,202.303,89.984,501.227,3955.534,5099.409,5.027,92.605,30.058,17,47,2025-03-03,3,photo_li,30.076,G,436,534.314,109.533,2,Etching,435.0,1441.0,3665.0,5689.0,73.122,50.576,1.241,2,Implantation,1.2e+16,1.04e+17,7.73e+17,3.02e+17,6e+17,31473.355,102.753,903.0,155,3,Oxidation,dry,1192.96,O2,37.82,0.21,146,717.08,161,none,17_47,none,False,False,False,False,False,False,False,4.911506849315069,-17.08000000000004,0,0.05628899860381724,3.6418739194041763,0.0,0,5254.0,2024.0,2224.0,1006.0,1.191e+18,748.0
NOLSM32518480,2,Photo,1.716,13.424,14.97,19.873,202.224,90.023,503.285,4062.837,4983.58,5.061,93.042,29.9,17,48,2025-03-03,3,photo_li,28.426,H,405,547.893,107.991,3,Etching,337.0,1402.0,3656.0,5714.0,71.117,50.933,1.034,3,Implantation,1.24e+16,8.14e+16,5.93e+17,2.99e+17,6e+17,32007.181,99.598,899.0,157,3,Oxidation,dry,875.5,O2,33.75,0.03,56,704.1,68,none,17_48,none,False,False,False,False,False,False,False,12.573214285714286,-4.100000000000023,0,0.05188239309500212,3.799022022092451,0.0,0,5377.0,2058.0,2254.0,1065.0,9.858e+17,742.0
NOLSM32518481,2,Photo,0.804,13.34,15.092,20.023,199.314,89.994,500.853,4071.709,4968.56,4.987,94.018,29.97,17,49,2025-03-03,3,photo_li,41.858,I,365,496.228,108.125,1,Etching,207.0,1517.0,3613.0,5723.0,70.272,51.137,0.984,1,Implantation,1.8e+16,9.52e+16,6.15e+17,3e+17,6e+17,31068.34,101.945,903.0,152,3,Oxidation,wet,1067.93,H2O,29.2,0.24,112,699.41,46,none,17_49,none,False,False,False,False,False,False,False,6.244732142857143,0.5900000000000318,1,0.08435235415978139,2.5831382292512783,0.0,0,5516.0,2110.0,2096.0,1310.0,1.0282e+18,751.0
NOLSM32518482,2,Photo,1.392,16.043,14.994,19.898,206.372,90.064,503.396,3985.739,4910.84,4.926,91.406,29.606,17,50,2025-03-03,3,photo_li,48.831,G,436,495.086,107.208,2,Etching,298.0,1575.0,3682.0,5737.0,71.44,51.201,1.025,2,Implantation,1.68e+16,1.08e+17,5.69e+17,3e+17,6e+17,31559.924,102.49,894.0,157,3,Oxidation,dry,1030.92,O2,50.05,0.26,181,699.38,89,none,17_50,none,False,False,False,False,False,False,False,3.863977900552486,0.6200000000000045,1,0.09863134889695932,2.195490569515267,0.0,0,5439.0,2055.0,2107.0,1277.0,9.938e+17,737.0
NOLSM32518483,2,Photo,1.184,18.935,14.953,20.208,203.24,89.822,500.677,3978.65,5008.771,5.088,93.607,29.953,17,51,2025-03-03,3,photo_li,56.046,I,365,534.775,107.003,3,Etching,511.0,1487.0,3674.0,5688.0,72.192,51.67,1.192,3,Implantation,1.35e+16,3.97e+16,4.45e+17,2.99e+17,6e+17,32335.382,103.855,902.0,154,3,Oxidation,dry,1124.2,O2,32.43,0.08,118,690.98,121,none,17_51,none,False,False,False,False,False,False,False,5.855762711864407,9.019999999999982,1,0.10480295451358049,1.9091995860543125,1.0459999999999994,1,5177.0,2014.0,2187.0,976.0,7.972e+17,748.0
NOLSM32518484,2,Photo,0.93,11.268,14.884,19.881,206.308,90.148,499.814,4056.026,5055.197,5.148,91.569,29.943,17,52,2025-03-03,3,photo_li,30.556,H,405,515.665,107.454,1,Etching,291.0,1623.0,3667.0,5730.0,71.749,51.501,1.056,1,Implantation,1.32e+16,1.48e+17,5.52e+17,3e+17,6e+17,32053.145,103.512,899.0,159,3,Oxidation,dry,1100.72,O2,32.66,0.29,154,715.94,123,none,17_52,none,False,False,False,False,False,False,False,4.64896103896104,-15.940000000000055,0,0.059255524419923794,3.516625212724178,0.0,0,5439.0,2063.0,2044.0,1332.0,1.0132e+18,740.0
NOLSM32518485,2,Photo,1.273,17.162,14.802,19.996,194.65,89.744,499.831,4029.095,5028.316,4.957,91.085,30.094,17,53,2025-03-03,3,photo_li,31.15,I,365,529.499,108.541,2,Etching,630.0,1205.0,3647.0,5706.0,70.863,51.455,1.17,2,Implantation,1.47e+16,3.94e+16,4.87e+17,3.02e+17,6e+17,31181.496,102.61,902.0,149,3,Oxidation,wet,1092.89,H2O,36.69,0.26,168,700.24,77,none,17_53,none,False,False,False,False,False,False,False,4.168095238095238,-0.2400000000000091,0,0.058829195144844464,3.48446227929374,0.0,0,5076.0,2059.0,2442.0,575.0,8.431e+17,753.0
NOLSM32518486,2,Photo,2.022,16.091,14.93,19.936,199.383,90.038,501.294,3971.118,5055.767,5.088,91.123,30.122,17,54,2025-03-03,3,photo_li,37.897,G,436,486.471,108.324,3,Etching,343.0,1589.0,3672.0,5702.0,71.424,51.048,1.1,3,Implantation,6220000000000000.0,1.18e+17,8.26e+17,3.02e+17,6e+17,32463.954,103.076,900.0,153,3,Oxidation,dry,1143.62,O2,35.42,0.21,152,707.84,129,none,17_54,none,False,False,False,False,False,False,False,4.656842105263158,-7.840000000000032,0,0.07790186876504457,2.8583792912367736,0.0,0,5359.0,2030.0,2083.0,1246.0,1.25222e+18,747.0
NOLSM32518487,1,Photo,1.688,12.917,15.144,19.994,198.735,89.942,504.258,4054.421,4903.687,4.97,93.348,29.952,17,1,2025-03-03,1,photo_li,22.923,G,436,513.581,108.102,3,Etching,383.0,1500.0,3677.0,5695.0,72.006,51.486,0.848,3,Implantation,1.5e+16,1.09e+17,4.13e+17,2.99e+17,6e+17,32423.27,102.747,923.0,157,2,Oxidation,wet,1042.51,H2O,40.9,0.22,36,696.58,140,none,17_1,none,False,False,False,False,False,False,False,19.349444444444444,3.419999999999959,1,0.044633660513142034,4.715874885486193,2.0770000000000017,1,5312.0,2018.0,2177.0,1117.0,8.36e+17,766.0
NOLSM32518488,1,Photo,1.263,15.592,14.853,19.871,196.951,89.9,500.033,4063.367,5100.77,5.112,92.351,29.934,17,2,2025-03-03,2,photo_li,37.921,H,405,509.292,108.688,2,Etching,180.0,1663.0,3649.0,5714.0,71.482,51.271,0.978,2,Implantation,1.06e+16,1.07e+17,7.08e+17,3.02e+17,6e+17,31593.12,103.296,884.0,156,2,Oxidation,dry,1206.21,O2,30.54,0.23,50,712.96,96,none,17_2,none,False,False,False,False,False,False,False,14.2592,-12.960000000000036,0,0.07445826755574406,2.866169141109148,0.0,0,5534.0,2065.0,1986.0,1483.0,1.1276e+18,728.0
NOLSM32518489,1,Photo,0.564,18.014,15.12,20.043,194.869,90.094,500.367,4156.225,4926.124,5.075,93.115,29.998,17,3,2025-03-03,3,photo_li,36.384,H,405,519.26,108.481,1,Etching,335.0,1355.0,3620.0,5734.0,72.909,50.716,1.06,1,Implantation,1.37e+16,1.05e+17,5.54e+17,2.99e+17,6e+17,31895.194,103.069,909.0,151,2,Oxidation,dry,1070.89,O2,34.4,0.19,152,705.79,54,none,17_3,none,False,False,False,False,False,False,False,4.643355263157894,-5.789999999999964,0,0.07006894426684128,2.9815578276165344,0.0,0,5399.0,2114.0,2265.0,1020.0,9.717e+17,758.0
NOLSM32518490,2,Photo,1.116,18.142,14.98,20.153,198.134,90.047,495.102,3989.426,5002.65,5.034,92.795,29.9,17,4,2025-03-03,1,photo_li,28.315,G,436,536.63,105.97,1,Etching,270.0,1372.0,3678.0,5709.0,71.981,51.745,1.06,1,Implantation,4020000000000000.0,2.02e+16,6.15e+17,3.01e+17,6e+17,32433.376,100.667,873.0,155,2,Oxidation,wet,1037.63,H2O,30.05,0.15,128,720.8,71,none,17_4,none,False,False,False,False,False,False,False,5.63125,-20.799999999999955,0,0.052764474591431715,3.7425392901289065,0.0,0,5439.0,2031.0,2306.0,1102.0,9.4022e+17,718.0
NOLSM32518491,2,Photo,0.783,15.029,15.06,20.297,200.5,89.957,499.157,3972.761,5036.329,5.062,92.541,29.966,17,5,2025-03-03,2,photo_li,37.73,G,436,539.974,106.796,2,Etching,197.0,1570.0,3648.0,5702.0,71.663,51.713,0.895,2,Implantation,8540000000000000.0,1.37e+17,2.79e+17,3.01e+17,6e+17,31510.495,101.673,910.0,157,2,Oxidation,dry,1060.04,O2,36.01,0.2,184,702.32,50,none,17_5,none,False,False,False,False,False,False,False,3.816956521739131,-2.32000000000005,0,0.0698737346612985,2.830532732573549,0.0,0,5505.0,2054.0,2078.0,1373.0,7.2554e+17,753.0
NOLSM32518492,2,Photo,1.306,15.699,15.088,20.009,200.219,89.833,501.155,3987.618,5002.229,4.953,92.646,29.945,17,6,2025-03-03,3,photo_li,41.642,H,405,527.07,109.241,3,Etching,392.0,1522.0,3651.0,5696.0,70.366,51.044,1.037,3,Implantation,1.19e+16,9.05e+16,8.65e+17,3.01e+17,6e+17,31825.251,103.79,891.0,151,2,Oxidation,dry,1079.12,O2,38.16,0.14,87,726.68,103,none,17_6,none,False,False,False,False,False,False,False,8.352643678160918,-26.67999999999995,0,0.07900658356575027,2.6233370155131834,0.0,0,5304.0,2045.0,2129.0,1130.0,1.2684e+18,740.0
NOLSM32518493,3,Photo,1.134,13.401,14.982,20.121,204.684,90.249,493.405,4078.502,5007.194,4.954,91.406,29.956,17,7,2025-03-03,2,photo_li,58.815,G,436,571.053,109.284,2,Etching,557.0,1507.0,3653.0,5697.0,71.532,51.403,0.869,2,Implantation,1.04e+16,8.81e+16,1.03e+18,2.98e+17,6e+17,31763.581,99.302,883.0,157,2,Oxidation,dry,956.37,O2,34.62,0.21,135,698.86,141,none,17_7,none,False,False,False,False,False,False,False,5.17674074074074,1.1399999999999864,1,0.10299394276888485,1.8580974241264985,3.8149999999999977,1,5140.0,2044.0,2146.0,950.0,1.4265e+18,726.0
NOLSM32518494,3,Photo,1.696,13.853,15.149,19.934,197.792,89.769,499.278,4047.005,5005.918,4.943,94.148,30.099,17,8,2025-03-03,3,photo_li,44.725,H,405,523.246,110.223,1,Etching,266.0,1360.0,3678.0,5709.0,69.405,51.474,0.932,1,Implantation,9490000000000000.0,1.28e+17,5.21e+17,3e+17,6e+17,31580.126,104.167,898.0,155,2,Oxidation,wet,993.68,H2O,33.85,0.15,69,712.82,78,none,17_8,none,False,False,False,False,False,False,False,10.33072463768116,-12.82000000000005,0,0.08547604759520379,2.464460592509782,0.0,0,5443.0,2031.0,2318.0,1094.0,9.5849e+17,743.0
NOLSM32518495,1,Photo,0.602,13.809,14.935,20.207,204.822,89.884,500.084,4042.862,5000.718,4.94,91.026,29.975,17,9,2025-03-03,1,photo_li,39.973,G,436,513.284,109.199,1,Etching,471.0,1525.0,3667.0,5710.0,71.504,51.867,1.025,1,Implantation,9550000000000000.0,8.44e+16,2.21e+17,2.99e+17,6e+17,32274.428,103.157,898.0,153,3,Oxidation,dry,1183.41,O2,33.54,0.15,140,710.29,205,[['Random']],17_9,Random,False,False,False,False,False,False,False,5.0735,-10.289999999999964,0,0.07787696479921447,2.731818977810022,0.0,0,5239.0,2043.0,2142.0,1054.0,6.1395e+17,745.0
NOLSM32518496,1,Photo,0.928,15.425,15.082,20.068,194.522,90.004,501.939,4080.645,4984.859,4.937,90.427,30.013,17,10,2025-03-03,3,photo_li,49.886,G,436,543.463,107.616,3,Etching,354.0,1495.0,3646.0,5708.0,71.512,50.72,1.112,3,Implantation,1.04e+16,7.78e+16,8.9e+17,2.99e+17,6e+17,32209.973,104.847,924.0,157,3,Oxidation,wet,1027.98,H2O,30.69,0.1,156,702.55,72,none,17_10,none,False,False,False,False,False,False,False,4.50352564102564,-2.5499999999999545,0,0.0917928175423166,2.157238503788638,0.0,0,5354.0,2062.0,2151.0,1141.0,1.2772e+18,767.0
NOLSM32518497,2,Photo,1.318,18.144,14.914,19.987,202.891,89.896,499.778,4016.241,5029.557,5.07,91.335,29.966,17,11,2025-03-03,1,photo_li,48.774,H,405,530.526,108.523,3,Etching,424.0,1500.0,3672.0,5728.0,70.694,51.305,0.939,3,Implantation,1.09e+16,8.62e+16,6.16e+17,2.99e+17,6e+17,31549.364,104.944,881.0,154,3,Oxidation,dry,1210.24,O2,33.75,0.28,179,699.38,113,none,17_11,none,False,False,False,False,False,False,False,3.907150837988827,0.6200000000000045,1,0.09193517377093678,2.2250174273178334,0.0,0,5304.0,2056.0,2172.0,1076.0,1.0121e+18,727.0
NOLSM32518498,2,Photo,1.051,16.828,15.069,20.144,198.135,90.123,504.289,4083.507,4924.54,5.018,91.055,30.05,17,12,2025-03-03,2,photo_li,22.902,G,436,441.694,109.495,2,Etching,319.0,1431.0,3647.0,5737.0,71.028,51.295,1.068,2,Implantation,8850000000000000.0,9.78e+16,5.93e+17,2.99e+17,6e+17,32087.516,102.928,895.0,157,3,Oxidation,dry,1108.35,O2,40.59,0.3,94,733.09,68,none,17_12,none,False,False,False,False,False,False,False,7.798829787234043,-33.09000000000003,0,0.05185037605219903,4.781023491398131,2.097999999999999,1,5418.0,2090.0,2216.0,1112.0,9.9865e+17,738.0
