resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Thin F2,Thin F3,Thin F4,Temp_Etching,Source_Power,Selectivity,etch_rate_stage1,Flux60s,Flux90s,Flux160s,Flux480s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Temp_OXid,ppm,Pressure,Oxid_time,oxid_thickness_spec_gap,oxidation_rate_nm_per_min,oxidation_sentinel_flag,etching_sentinel_flag,ion_implant_sentinel_flag,type,Vapor,Target,Lot_Num,group_id,error_class
0.794,15.959,14.92,20.064,198.963,89.946,502.479,3990.679,4893.254,5.057,92.594,30.099,35.946,365,481.704,106.187,3663.0,1421.0,409.0,70.666,51.723,0.836,2063.0,2.33e+16,1.27e+17,6.36e+17,3e+17,31441.808,101.254,914.0,152,1097.83,35.08,0.23,94,4.740000000000009,7.3963829787234046,False,False,False,dry,O2,56,7,7_40,none
1.44,14.293,15.012,20.03,195.025,90.035,502.602,4011.34,5027.288,5.179,92.656,29.987,44.533,405,533.461,107.435,3654.0,1339.0,359.0,69.711,51.533,1.032,2062.0,1.56e+16,1.38e+17,3.54e+17,3.01e+17,31784.559,98.691,879.0,155,1030.88,33.69,0.15,145,-37.38999999999999,5.085448275862069,False,False,False,dry,O2,112,7,7_41,none
2.362,15.67,15.07,20.112,198.537,90.154,501.916,3985.604,4931.436,4.908,91.338,30.063,42.26,436,513.962,106.981,3660.0,1312.0,171.0,69.969,50.468,0.973,2061.0,1.55e+16,6.93e+16,5.6e+17,3e+17,32590.43,100.704,887.0,154,1119.34,34.17,0.11,147,10.720000000000027,4.688979591836734,False,False,False,wet,H2O,92,7,7_42,none
2.188,15.96,14.906,19.988,205.718,90.012,499.488,4022.269,4957.137,4.777,93.897,30.066,58.427,405,490.139,107.985,3642.0,1428.0,265.0,70.573,51.119,1.018,2050.0,1.08e+16,2.16e+16,7.04e+16,3e+17,30585.359,102.818,915.0,155,1173.9,41.65,0.26,173,-8.970000000000027,4.098092485549133,False,False,False,wet,H2O,72,7,7_43,none
2.022,18.254,15.084,19.891,201.237,89.768,505.561,4012.983,4970.112,5.093,91.526,29.843,40.7,365,512.475,109.547,3652.0,1284.0,366.0,69.737,52.154,1.118,2072.0,1.17e+16,6.61e+16,3.31e+17,3.01e+17,31756.452,104.699,922.0,151,1169.38,44.42,0.14,203,-13.779999999999973,3.51615763546798,False,False,False,dry,O2,81,7,7_44,none
0.479,14.364,14.722,20.042,197.833,90.241,504.233,4074.759,5024.163,4.942,95.334,29.997,39.466,365,498.177,107.086,3654.0,1562.0,417.0,71.196,51.778,0.877,2069.0,1.1e+16,1.68e+17,5.63e+17,3.01e+17,31410.592,104.378,905.0,154,1041.69,40.86,0.22,114,-4.600000000000023,6.180701754385965,False,False,False,dry,O2,136,7,7_46,none
0.901,15.113,14.853,20.034,197.423,89.866,500.116,3975.891,4944.313,4.627,90.558,29.915,39.916,405,486.923,108.241,3677.0,1482.0,357.0,69.474,51.102,0.964,2063.0,9310000000000000.0,7.49e+16,3.28e+17,3.01e+17,32178.904,102.672,909.0,157,1190.13,30.47,0.13,24,-21.019999999999985,30.0425,False,False,False,dry,O2,123,7,7_47,none
1.673,9.523,15.031,19.912,204.168,89.984,500.484,4040.827,4900.184,5.05,92.857,29.937,48.356,436,479.012,108.082,3644.0,1520.0,315.0,71.054,51.459,1.044,2055.0,1.68e+16,7.88e+16,6.86e+17,3.01e+17,33085.215,101.101,858.0,153,1114.18,31.11,0.23,187,-13.58000000000004,3.8159358288770058,False,False,False,wet,H2O,112,7,7_48,none
1.285,13.993,14.689,19.914,201.183,89.987,495.004,3957.037,5065.16,4.904,90.247,29.873,60.988,365,524.836,108.732,3690.0,1284.0,369.0,71.247,50.664,1.021,2039.0,1.45e+16,1.32e+17,1.1e+17,3.03e+17,30972.56,104.662,904.0,155,1010.68,36.93,0.07,80,-12.539999999999964,8.906749999999999,False,False,False,wet,H2O,101,7,7_49,none
1.13,15.18,15.001,20.081,199.17,89.948,499.273,4070.513,4894.738,4.91,91.639,30.004,46.879,365,504.726,108.2,3641.0,1511.0,496.0,71.198,50.741,0.913,2096.0,9390000000000000.0,1.77e+17,6.66e+17,3.01e+17,31807.676,102.364,932.0,155,1049.39,35.5,0.14,32,-14.33000000000004,22.3228125,False,False,False,dry,O2,78,7,7_50,none
1.282,18.178,14.905,20.037,204.162,89.886,501.227,4152.784,5084.513,4.88,93.445,29.984,41.342,365,548.746,107.639,3639.0,1429.0,348.0,71.171,50.611,0.975,2071.0,5630000000000000.0,1.28e+17,9.87e+17,3e+17,30912.666,103.033,928.0,156,1015.96,38.4,0.33,148,-15.340000000000032,4.833378378378379,False,False,False,dry,O2,71,7,7_51,none
1.565,15.569,15.032,19.894,200.642,90.2,493.288,4022.813,5047.535,4.869,92.541,30.115,38.473,405,512.539,107.763,3672.0,1516.0,182.0,71.202,51.01,1.025,2026.0,1.47e+16,1.69e+17,7.68e+17,3.03e+17,32605.103,104.051,891.0,152,1183.76,28.42,0.23,173,-13.269999999999982,4.122947976878613,False,False,False,wet,H2O,66,7,7_52,none
1.284,15.133,15.018,20.078,200.713,89.834,507.388,4003.622,5053.992,5.022,91.388,30.048,34.403,365,539.45,106.879,3660.0,1449.0,596.0,71.162,50.645,0.99,2083.0,8720000000000000.0,3.87e+16,7.66e+17,2.98e+17,31458.028,103.172,904.0,156,1078.2,43.13,0.04,116,-14.450000000000044,6.159051724137932,False,False,False,wet,H2O,163,7,7_53,none
1.142,19.536,15.072,20.019,201.669,89.992,501.324,3963.492,5128.65,4.977,92.742,30.078,42.142,365,494.403,109.029,3693.0,1598.0,491.0,71.159,51.291,1.219,2047.0,1.32e+16,5.76e+16,5.47e+17,2.99e+17,32346.36,100.345,913.0,151,1114.18,37.91,0.3,122,-10.350000000000025,5.822540983606557,False,False,False,dry,O2,187,7,7_54,none
1.0,18.022,15.154,19.909,201.713,89.881,501.567,4033.686,5042.079,5.098,92.089,30.042,,405,,,,,,72.336,51.818,1.114,,,,,3e+17,32437.917,104.472,,157,1289.65,44.86,0.15,30,-22.94000000000005,24.098000000000003,False,False,False,wet,H2O,666,27,27_28,Loc
0.738,15.902,14.781,20.011,203.084,89.9,503.042,4060.334,5075.412,5.015,92.769,29.883,50.679,405,495.879,109.767,3659.0,1360.0,172.0,71.728,51.867,1.007,2049.0,1.12e+16,4.36e+16,72150123624.008,3.01e+17,32456.444,104.474,861.0,157,1292.12,44.93,0.33,28,-18.090000000000032,25.646071428571428,False,False,False,wet,H2O,72,27,27_29,none
1.168,20.062,14.822,19.949,204.487,90.0,504.267,4084.789,5106.146,5.163,93.131,30.075,45.914,405,501.559,110.133,3658.0,1435.0,288.0,71.845,51.957,1.048,2047.0,2.15e+16,1.05e+17,6.25e+16,3.01e+17,32452.827,105.1,860.0,158,1282.59,44.99,0.36,31,-18.149999999999977,23.166129032258063,False,False,False,wet,H2O,66,27,27_30,none
1.52,20.239,15.19,20.129,203.439,89.953,503.546,4070.302,5087.812,5.033,92.721,30.04,46.563,405,508.491,109.745,3665.0,1407.0,243.0,72.189,51.893,0.961,2063.0,1.53e+16,23700000000000.008,235000000000000.1,3e+17,32423.266,104.911,860.0,157,1293.69,44.83,0.28,30,-21.769999999999985,24.059,False,False,False,wet,H2O,54,27,27_31,none
1.177,17.33,15.042,20.276,199.441,90.033,499.566,3990.176,4987.835,5.026,90.577,30.139,53.992,405,511.298,108.248,3645.0,1511.0,213.0,71.381,51.381,0.888,2070.0,6660000000000000.0,5580000000000000.0,1.9e+16,3e+17,32555.825,103.46,910.0,155,1285.42,44.83,0.12,27,-13.480000000000018,26.425185185185185,False,False,False,wet,H2O,30,27,27_33,none
1.536,18.507,14.962,20.041,204.875,90.085,495.477,3998.264,5002.173,5.141,93.196,30.031,35.568,405,490.899,109.492,3649.0,1546.0,372.0,71.107,51.962,0.953,2070.0,9300000000000000.0,1.24e+17,1.11e+18,3.02e+17,31485.287,103.908,914.0,153,951.97,36.18,0.24,106,-5.269999999999982,6.653490566037736,False,False,False,dry,O2,118,7,7_6,none
1.238,17.45,14.883,20.173,197.839,89.917,504.957,3985.931,5126.783,5.079,92.667,29.981,32.386,365,547.037,109.569,3624.0,1518.0,374.0,70.557,51.727,1.117,2062.0,1.28e+16,3.26e+16,7.46e+17,3e+17,32281.273,103.732,899.0,157,1059.93,34.9,0.52,178,-11.759999999999993,3.9986516853932574,False,False,False,dry,O2,112,7,7_7,none
0.736,17.461,15.038,20.057,198.278,89.981,500.845,3926.7,4814.673,5.03,91.851,30.235,56.387,405,541.946,107.509,3698.0,1411.0,287.0,70.296,52.03,0.985,2011.0,6910000000000000.0,1.18e+17,7.9e+17,3e+17,31613.25,103.049,867.0,154,1148.82,28.22,0.03,166,-15.33000000000004,4.30921686746988,False,False,False,dry,O2,180,7,7_8,none
1.696,19.506,14.981,20.121,197.375,89.889,497.402,3947.134,4933.984,5.039,89.983,29.892,62.769,405,521.724,107.279,3640.0,1420.0,167.0,71.197,50.981,0.963,2065.0,1.85e+16,6.74e+16,8730000000000000.0,3e+17,32527.066,102.465,906.0,154,1278.22,45.17,0.31,23,-12.289999999999964,30.96913043478261,False,False,False,wet,H2O,60,27,27_11,none
1.478,19.699,14.846,20.149,197.645,89.938,497.737,3953.922,4942.405,4.919,90.242,29.808,60.79,405,521.267,107.133,3643.0,1476.0,252.0,70.974,51.129,1.198,2053.0,9420000000000000.0,2.75e+16,8.2e+16,3.01e+17,32568.552,102.971,907.0,154,1279.03,45.34,0.34,24,-10.149999999999975,29.589583333333334,False,False,False,wet,H2O,102,27,27_12,none
1.532,17.522,15.152,19.945,197.487,90.12,497.544,3949.861,4937.15,5.031,90.327,29.939,54.416,405,509.493,108.525,3647.0,1439.0,238.0,71.597,51.205,1.126,2044.0,6070000000000000.0,1670000000000.107,406999999999.911,2.99e+17,32567.841,102.83,902.0,154,1281.37,45.17,0.36,25,-15.450000000000044,28.618,False,False,False,wet,H2O,84,27,27_13,none
1.048,19.976,14.977,19.941,198.553,89.925,498.423,3971.63,4964.395,5.017,89.94,29.965,58.889,405,520.019,108.289,3639.0,1352.0,136.0,71.053,51.368,1.133,2045.0,9280000000000000.0,3.51e+16,2420000000000000.0,3e+17,32559.208,103.268,902.0,155,1276.51,45.2,0.13,25,-10.639999999999986,28.4256,False,False,False,wet,H2O,57,27,27_14,none
0.785,19.914,15.178,20.027,198.519,90.106,498.619,3972.284,4965.454,5.047,90.319,30.072,58.1,405,520.945,107.631,3644.0,1362.0,147.0,71.552,51.112,1.028,2089.0,9660000000000000.0,9.2e+16,2.24e+17,3.01e+17,32554.62,102.888,903.0,154,1274.28,45.11,0.34,25,-15.360000000000014,28.6144,False,False,False,wet,H2O,54,27,27_15,none
1.129,19.501,14.899,19.965,198.293,90.26,498.324,3964.413,4955.533,5.032,90.285,30.151,61.078,405,521.391,107.618,3645.0,1329.0,149.0,71.737,51.087,0.943,2087.0,2160000000000000.0,1.26e+16,1.59e+16,2.99e+17,32552.78,102.776,902.0,154,1269.66,44.97,0.12,25,-17.25,28.69,False,False,False,wet,H2O,51,27,27_16,none
1.065,18.045,15.107,20.013,198.22,90.07,498.206,3964.99,4955.984,4.86,89.7,30.01,62.875,405,507.794,106.97,3641.0,1362.0,186.0,70.95,50.777,1.127,2084.0,4730000000000000.0,1.47e+16,40400000000000.05,3.02e+17,32545.334,102.136,894.0,153,1278.9,45.26,0.4,25,-10.840000000000032,28.4336,False,False,False,wet,H2O,55,27,27_17,none
1.262,17.457,14.954,19.955,197.794,89.996,497.519,3952.756,4940.815,5.06,90.144,29.903,55.223,405,509.336,108.383,3655.0,1361.0,316.0,71.818,50.959,0.982,2055.0,6170000000000000.0,4.01e+16,194242040.538,3.02e+17,32551.828,102.141,903.0,153,1272.14,45.1,0.14,25,-18.66999999999996,28.7468,False,False,False,wet,H2O,132,27,27_18,none
1.518,15.15,15.134,20.065,197.57,90.078,497.411,3951.873,4939.701,5.052,89.905,29.963,57.683,405,516.149,107.717,3656.0,1542.0,228.0,71.702,50.847,1.092,2085.0,1.11e+16,1.04e+17,3.33e+16,2.99e+17,32445.9,102.83,903.0,154,1277.18,45.06,0.18,27,-18.559999999999945,26.61333333333333,False,False,False,wet,H2O,147,27,27_19,none
1.093,15.444,14.996,19.907,197.655,89.922,497.77,3955.05,4943.754,4.888,90.029,30.039,60.358,405,520.107,107.735,3653.0,1495.0,227.0,71.955,51.093,0.989,2053.0,1.04e+16,9.81e+16,6.21e+17,3e+17,32439.102,102.889,903.0,154,1276.94,45.16,0.33,28,-19.83000000000004,25.708214285714288,False,False,False,wet,H2O,99,27,27_20,none
1.072,14.258,15.025,19.908,197.531,89.94,497.5,3953.07,4941.463,4.846,89.856,30.243,53.27,405,508.855,108.226,3655.0,1378.0,231.0,72.274,51.213,1.166,2051.0,1.29e+16,1.22e+17,7.34e+16,3.02e+17,32451.202,102.846,903.0,154,1275.61,45.32,0.2,29,-21.110000000000014,24.86586206896552,False,False,False,wet,H2O,108,27,27_21,none
1.339,16.638,14.921,19.977,197.231,89.764,497.312,3943.433,4929.26,4.814,89.664,29.883,60.507,405,520.654,107.678,3650.0,1366.0,242.0,71.597,50.913,0.961,2089.0,8020000000000000.0,2.42e+16,4.68e+17,2.99e+17,32458.977,102.948,903.0,154,1277.39,45.36,0.11,29,-17.99000000000001,24.758275862068967,False,False,False,wet,H2O,96,27,27_22,none
1.491,11.493,15.093,20.129,196.991,89.865,497.03,3940.879,4926.227,5.124,89.758,30.029,60.896,405,516.408,107.749,3650.0,1465.0,221.0,71.806,51.274,0.948,2043.0,1.92e+16,1530000000000000.0,8.97e+17,3e+17,32453.391,102.977,903.0,154,1277.94,45.07,0.4,29,-18.850000000000023,24.78793103448276,False,False,False,wet,H2O,81,27,27_23,none
1.14,17.422,14.961,19.931,197.485,89.79,497.347,3948.435,4935.381,4.883,89.579,30.016,57.129,405,505.558,107.847,3647.0,1431.0,176.0,71.88,51.132,1.215,2049.0,6180000000000000.0,5980000000000000.0,107000000000000.12,3.01e+17,32456.977,102.633,903.0,154,1277.19,45.02,0.18,30,-18.559999999999945,23.952,False,False,False,wet,H2O,57,27,27_24,none
1.612,20.315,15.201,19.931,197.341,89.973,497.153,3944.143,4929.944,4.973,89.685,29.87,61.132,405,520.193,107.844,3661.0,1420.0,361.0,72.375,51.123,1.045,2065.0,5250000000000000.0,471000000000000.0,26099999999999.875,3.01e+17,32553.071,102.823,903.0,154,1270.19,45.2,0.12,30,-24.0,24.133333333333333,False,False,False,wet,H2O,144,27,27_25,none
1.225,19.652,14.918,20.081,197.403,89.973,497.236,3946.257,4932.984,4.874,89.726,29.967,60.802,405,518.923,107.548,3656.0,1434.0,275.0,72.038,51.028,1.053,2046.0,1.41e+16,1.1e+17,2.31e+17,3.01e+17,32658.897,103.081,903.0,154,1273.87,45.08,0.08,30,-19.549999999999955,23.985,False,False,False,wet,H2O,132,27,27_26,none
1.269,19.687,14.767,19.967,197.227,90.027,497.19,3945.133,4931.305,4.928,90.057,30.046,54.222,405,513.104,108.235,3644.0,1374.0,140.0,71.521,51.324,1.121,2087.0,1.56e+16,4060000000000000.0,7.31e+16,2.99e+17,32771.333,103.352,902.0,155,1271.23,45.14,0.43,30,-16.889999999999986,23.89633333333333,False,False,False,wet,H2O,42,27,27_27,none
1.574,12.975,14.836,20.157,199.633,90.163,503.307,4019.235,5089.972,4.848,96.274,29.907,47.1,436,561.791,107.63,3690.0,1531.0,362.0,71.07,51.846,1.097,2028.0,1.44e+16,1.21e+17,5.28e+17,3.03e+17,33280.626,100.754,904.0,152,1185.3,37.47,0.12,84,-10.610000000000014,8.459642857142857,False,False,False,dry,O2,110,8,8_28,none
1.804,15.074,14.847,19.885,199.425,89.936,501.338,4083.342,5069.67,4.952,94.741,30.018,33.442,365,517.591,109.352,3644.0,1373.0,363.0,71.211,51.679,1.045,2082.0,1.55e+16,1.4e+17,5.78e+17,3e+17,31912.783,102.186,895.0,156,1172.91,23.02,0.31,67,-11.539999999999964,10.62,False,False,False,dry,O2,93,8,8_29,none
1.827,17.138,15.043,19.964,200.099,90.03,500.933,4037.25,5027.604,5.023,91.671,30.071,41.18,365,501.942,106.026,3642.0,1429.0,430.0,71.178,50.991,0.971,2071.0,8080000000000000.0,1.89e+17,4.87e+17,2.99e+17,32777.961,102.964,879.0,150,1029.39,27.23,0.16,146,-10.009999999999993,4.863082191780822,False,False,False,wet,H2O,106,8,8_30,none
1.114,14.765,15.2,19.934,200.979,89.9,501.578,3927.436,5002.891,4.923,91.579,30.114,17.68,405,496.201,107.083,3667.0,1474.0,208.0,71.123,51.867,0.88,2050.0,1.53e+16,7.16e+16,1.24e+18,3.02e+17,31290.524,107.046,870.0,157,1170.63,33.08,0.31,28,-6.419999999999959,25.229285714285712,False,False,False,dry,O2,106,8,8_31,none
1.38,16.278,14.924,20.036,197.144,90.06,497.065,4001.427,5040.109,5.146,94.159,30.051,32.656,405,502.795,108.07,3662.0,1549.0,213.0,71.059,51.043,1.206,2050.0,1.13e+16,4.06e+16,8.23e+17,3.01e+17,31298.491,101.143,894.0,157,1140.07,28.8,0.24,123,6.610000000000014,5.637317073170731,False,False,False,dry,O2,53,8,8_32,none
0.921,18.636,15.147,19.881,200.944,89.986,500.097,4054.605,4958.405,4.951,92.496,29.941,38.21,405,515.048,108.35,3656.0,1510.0,447.0,71.164,51.611,1.04,2058.0,1.24e+16,5.16e+16,5.18e+17,3.01e+17,30209.716,102.231,923.0,157,1023.71,31.52,0.17,90,3.0499999999999545,7.74388888888889,False,False,False,wet,H2O,111,8,8_33,none
1.119,10.632,14.868,19.976,197.371,89.993,497.439,3947.54,4934.339,4.889,89.784,30.139,64.922,405,521.547,107.274,3649.0,1417.0,249.0,71.854,50.864,1.121,2077.0,2.07e+16,1870000000000000.0,5.45e+17,3e+17,32543.021,102.384,906.0,154,1279.34,45.13,0.1,23,-16.83000000000004,31.16652173913044,False,False,False,wet,H2O,93,27,27_10,none
1.359,20.273,15.223,20.069,197.678,89.977,497.635,3950.884,4938.347,4.962,89.761,30.008,60.46,405,516.355,107.322,3650.0,1452.0,307.0,71.163,50.902,1.094,2036.0,4580000000000000.0,1180000000000000.0,2.65e+17,3e+17,32553.487,102.267,906.0,154,1269.35,45.06,0.08,23,-12.809999999999944,30.99173913043478,False,False,False,wet,H2O,156,27,27_9,none
1.286,11.764,14.828,20.206,197.793,90.138,497.927,3956.369,4945.439,4.886,89.897,29.993,62.899,405,523.291,107.368,3649.0,1523.0,262.0,71.286,51.267,1.13,2060.0,1.85e+16,708000000000000.0,4.44e+16,3e+17,32546.94,102.921,906.0,154,1271.91,44.97,0.09,24,-11.529999999999973,29.64708333333333,False,False,False,wet,H2O,150,27,27_8,none
0.96,20.292,15.095,20.089,199.035,90.171,499.114,3979.345,4974.182,4.712,90.248,30.072,58.486,405,506.873,107.951,3646.0,1439.0,248.0,71.316,50.894,0.868,2087.0,1.76e+16,414000000000000.0,2609999999999.98,3.01e+17,32556.52,102.008,906.0,153,1268.51,44.86,0.29,27,-11.259999999999993,26.34296296296296,False,False,False,wet,H2O,126,27,27_7,none
0.895,16.531,15.338,20.087,200.559,90.177,500.552,3971.426,4982.471,4.795,91.885,30.044,42.638,365,483.253,111.154,3644.0,1442.0,230.0,70.938,51.359,1.075,2072.0,2e+16,1.35e+17,6.04e+17,2.99e+17,31933.226,100.833,891.0,153,973.33,39.87,0.28,156,-0.0900000000000318,4.48775641025641,False,False,False,wet,H2O,71,7,7_9,none
0.7,16.546,15.129,19.99,204.521,89.972,504.094,3989.58,5046.767,4.979,93.683,30.007,46.865,405,529.58,107.56,3666.0,1493.0,521.0,70.573,51.054,0.985,2080.0,1.21e+16,1.46e+17,9.9e+17,3.01e+17,32573.133,102.377,884.0,153,959.99,32.31,0.14,44,-14.67999999999995,16.242727272727272,False,False,False,dry,O2,97,7,7_10,none
0.571,14.004,14.906,19.903,200.573,90.066,501.178,4093.701,4975.536,4.869,91.692,29.957,33.742,405,500.326,107.953,3645.0,1586.0,378.0,71.591,50.861,1.069,2060.0,1.28e+16,1.39e+17,5.17e+17,2.98e+17,30988.99,103.774,882.0,155,1186.14,32.64,0.26,148,-11.970000000000027,4.8106081081081085,False,False,False,wet,H2O,91,7,7_11,none
1.242,11.522,14.992,19.958,193.867,89.916,502.855,3972.89,5021.736,5.131,91.955,29.962,39.56,365,504.535,108.527,3653.0,1598.0,333.0,71.582,51.291,1.062,2063.0,1.24e+16,1.66e+17,9.27e+16,2.99e+17,31246.665,103.963,891.0,153,1082.19,22.72,0.34,109,6.1200000000000045,6.365871559633027,False,False,False,wet,H2O,92,7,7_12,none
0.767,16.081,14.936,19.93,198.947,90.007,501.198,3990.59,4893.382,5.014,92.491,29.974,35.919,365,481.878,106.152,3663.0,1421.0,409.0,70.655,51.801,0.997,2063.0,2.33e+16,1.27e+17,6.36e+17,3e+17,31441.611,101.223,914.0,152,1085.91,35.11,0.28,94,4.580000000000041,7.398085106382978,False,False,False,dry,O2,56,7,7_13,none
1.293,14.558,15.051,19.856,195.125,89.942,499.002,4011.428,5027.406,5.083,92.625,30.076,44.612,405,533.391,107.433,3654.0,1339.0,359.0,69.79,51.577,1.162,2062.0,1.56e+16,1.38e+17,3.54e+17,3.01e+17,31784.526,98.759,879.0,155,1011.37,33.87,0.32,145,-37.370000000000005,5.085310344827586,False,False,False,dry,O2,112,7,7_14,none
2.402,15.617,15.104,20.036,198.55,90.101,495.98,3985.685,4931.287,5.111,91.172,29.965,42.202,436,513.784,106.844,3660.0,1312.0,171.0,69.821,50.601,1.008,2061.0,1.55e+16,6.93e+16,5.6e+17,3e+17,32590.349,100.721,887.0,154,1110.53,34.02,0.25,147,10.58000000000004,4.689931972789116,False,False,False,wet,H2O,92,7,7_15,none
2.033,16.328,15.08,20.038,205.797,90.082,502.836,4022.407,4957.103,4.948,93.943,30.082,58.335,405,490.109,107.75,3642.0,1428.0,265.0,70.423,51.027,1.304,2050.0,1.08e+16,2.16e+16,7.04e+16,3e+17,30585.361,102.749,915.0,155,1165.36,41.47,0.12,173,-8.92999999999995,4.0978612716763,False,False,False,wet,H2O,72,7,7_16,none
2.034,18.132,15.245,19.931,201.408,89.886,500.158,4012.88,4970.164,5.158,91.309,30.103,40.815,365,512.436,109.623,3652.0,1284.0,366.0,69.683,51.943,1.014,2072.0,1.17e+16,6.61e+16,3.31e+17,3.01e+17,31756.452,104.654,922.0,151,1152.73,44.52,0.27,203,-13.960000000000036,3.517044334975369,False,False,False,dry,O2,81,7,7_17,none
0.451,14.58,14.936,20.111,197.984,89.885,503.203,4074.762,5024.193,4.957,95.229,29.902,39.488,365,498.059,107.167,3654.0,1562.0,417.0,71.2,51.779,1.161,2069.0,1.1e+16,1.68e+17,5.63e+17,3.01e+17,31410.456,104.399,905.0,154,1032.64,40.94,0.08,114,-4.399999999999977,6.178947368421053,False,False,False,dry,O2,136,7,7_19,none
1.008,15.143,15.01,20.101,197.205,90.028,499.919,3976.045,4944.285,4.842,90.342,29.926,40.226,405,486.906,108.204,3677.0,1482.0,357.0,69.413,51.158,0.833,2063.0,9310000000000000.0,7.49e+16,3.28e+17,3.01e+17,32178.631,102.663,909.0,157,1178.68,30.65,0.14,24,-21.019999999999985,30.0425,False,False,False,dry,O2,123,7,7_20,none
1.086,17.336,14.998,20.022,197.84,90.163,503.345,4045.101,5126.634,5.141,92.585,30.093,32.548,365,547.068,109.502,3624.0,1518.0,374.0,70.387,51.769,1.047,2062.0,1.28e+16,3.26e+16,7.46e+17,3e+17,32281.2,103.872,899.0,157,1065.23,34.87,0.15,178,-11.769999999999982,3.998707865168539,False,False,False,dry,O2,112,7,7_34,none
1.886,9.577,15.226,19.991,204.156,89.982,499.064,4040.883,4900.178,4.892,92.993,29.875,48.601,436,478.889,108.157,3644.0,1520.0,315.0,71.004,51.461,1.144,2055.0,1.68e+16,7.88e+16,6.86e+17,3.01e+17,33085.332,101.234,858.0,153,1102.41,31.06,0.18,187,-4.629999999999996,3.76807486631016,False,False,False,wet,H2O,112,7,7_21,none
1.158,15.042,14.872,19.906,199.107,90.053,497.315,4070.535,4894.814,5.189,91.547,30.15,46.831,365,504.641,108.207,3641.0,1511.0,496.0,69.135,50.971,1.033,2096.0,9390000000000000.0,1.77e+17,6.66e+17,3.01e+17,31807.66,102.338,932.0,155,1048.44,35.45,0.05,32,-11.279999999999973,22.2275,False,False,False,dry,O2,78,7,7_23,none
1.503,18.095,14.988,20.047,204.224,89.966,500.594,4153.004,5084.234,4.851,93.685,30.11,41.768,365,548.844,107.745,3639.0,1429.0,348.0,69.696,50.476,1.211,2071.0,5630000000000000.0,1.28e+17,9.87e+17,3e+17,30912.411,103.072,928.0,156,1013.6,38.36,0.12,148,-15.33000000000004,4.833310810810811,False,False,False,dry,O2,71,7,7_24,none
1.53,15.528,14.79,19.774,200.355,90.152,498.122,4022.745,5047.825,4.897,92.56,29.99,38.671,405,512.502,107.714,3672.0,1516.0,182.0,70.926,51.055,1.053,2026.0,1.47e+16,1.69e+17,7.68e+17,3.03e+17,32605.266,104.225,891.0,152,1169.9,28.5,0.14,173,-18.529999999999973,4.153352601156069,False,False,False,wet,H2O,66,7,7_25,none
1.769,14.983,14.988,20.005,200.808,90.064,503.669,4003.386,5054.083,5.12,91.446,30.201,34.379,365,539.621,106.905,3660.0,1449.0,596.0,71.428,50.972,0.934,2083.0,8720000000000000.0,3.87e+16,7.66e+17,2.98e+17,31457.994,102.974,904.0,156,1070.85,43.13,0.26,116,-11.899999999999975,6.1370689655172415,False,False,False,wet,H2O,163,7,7_26,none
0.986,19.507,15.029,20.11,201.599,90.039,502.073,3963.553,5128.597,5.272,92.582,29.998,41.886,365,494.24,109.088,3693.0,1598.0,491.0,69.125,51.213,1.041,2047.0,1.32e+16,5.76e+16,5.47e+17,2.99e+17,32346.493,100.243,913.0,151,1102.86,38.14,0.36,122,-6.190000000000055,5.78844262295082,False,False,False,dry,O2,187,7,7_27,none
0.879,17.812,15.007,19.802,201.568,89.927,501.5,4033.548,5041.959,5.069,92.06,30.074,,405,,,,,,72.29,51.746,1.088,,,,,3e+17,32437.971,104.441,,157,1277.51,44.91,0.21,30,-22.92999999999995,24.097666666666665,False,False,False,wet,H2O,666,27,27_1,Loc
0.835,15.893,15.025,19.88,202.829,89.997,502.935,4060.168,5075.263,5.078,92.777,30.096,50.714,405,495.906,109.634,3659.0,1360.0,172.0,71.808,51.759,0.838,2049.0,1.12e+16,4.36e+16,72150123624.081,3.01e+17,32456.307,104.513,861.0,157,1273.96,45.08,0.3,28,-17.91999999999996,25.64,False,False,False,wet,H2O,72,27,27_2,none
0.785,20.081,15.088,19.989,204.335,89.978,504.223,4084.787,5106.278,5.175,93.236,29.919,45.827,405,501.331,110.316,3658.0,1435.0,288.0,71.731,52.151,1.171,2047.0,2.15e+16,1.05e+17,6.25e+16,3.01e+17,32453.042,104.929,860.0,158,1274.58,45.1,0.23,31,-18.049999999999955,23.16290322580645,False,False,False,wet,H2O,66,27,27_3,none
0.939,20.248,15.011,19.984,203.552,89.989,503.503,4070.028,5087.579,4.958,92.681,30.062,46.405,405,508.571,109.885,3665.0,1407.0,243.0,72.185,52.014,0.862,2063.0,1.53e+16,23700000000000.098,235000000000000.1,3e+17,32423.132,104.934,860.0,157,1276.39,44.62,0.18,30,-22.08000000000004,24.069333333333336,False,False,False,wet,H2O,93,27,27_4,none
